,Time,Force,L_pitchAcc,L_yawAcc,R_pitchAcc,R_yawAcc,L_surgeAcc,L_rollAcc,R_surgeAcc,R_rollAcc,L_pitchVel,L_yawVel,R_pitchVel,R_yawVel,L_surgeVel,L_rollVel,R_surgeVel,R_rollVel,L_pitch,L_yaw,R_pitch,R_yaw,L_surge,L_roll,R_surge,R_roll,R_x,R_y,R_z,L_x,L_y,L_z,L_motion,R_motion
868,44.138,0.19,0.01,0.00,0.01,-0.01,-0.01,0.00,-1.25,-1.25,0.90,0.51,-0.50,-0.92,1.04,-0.20,0.00,0.00,-18.88,-18.03,26.09,-16.23,81917.00,-4493.00,2073442.00,2785843.00,0.43,-0.44,0.86,0.40,0.55,0.78,1,1
869,44.188,0.19,-0.00,-0.01,-0.03,0.01,-0.00,0.00,-1.25,-1.25,0.87,-0.09,-2.20,-0.62,0.29,-0.04,0.00,0.00,-18.84,-18.03,25.98,-16.26,81932.00,-4495.00,2073442.00,2785843.00,0.44,-0.44,0.87,0.40,0.56,0.79,1,1
870,44.241,0.16,-0.02,0.02,0.03,0.01,0.00,0.00,-1.25,-1.25,-0.12,1.07,-0.54,0.06,0.37,-0.02,0.00,0.00,-18.84,-17.98,25.95,-16.26,81951.00,-4496.00,2073442.00,2785843.00,0.43,-0.44,0.87,0.40,0.56,0.78,1,1
871,44.289,0.11,-0.02,0.00,-0.02,-0.02,0.00,-0.00,-1.25,-1.25,-0.92,1.23,-1.36,-1.16,1.16,-0.08,0.00,0.00,-18.89,-17.91,25.88,-16.31,82009.00,-4500.00,2073442.00,2785843.00,0.42,-0.43,0.87,0.41,0.54,0.79,1,1
872,44.342,0.13,-0.00,-0.02,0.02,0.03,0.00,-0.00,-1.25,-1.25,-1.14,0.41,-0.39,0.20,2.43,-0.16,0.00,0.00,-18.95,-17.89,25.86,-16.30,82133.00,-4508.00,2073442.00,2785843.00,0.43,-0.45,0.87,0.39,0.55,0.78,1,1
873,44.392,0.15,0.01,0.00,-0.03,0.01,-0.00,0.00,-1.25,-1.25,-0.88,0.51,-1.83,0.87,1.86,-0.12,0.00,0.00,-18.99,-17.87,25.77,-16.26,82228.00,-4514.00,2073442.00,2785843.00,0.43,-0.45,0.87,0.39,0.55,0.81,1,1
874,44.441,0.15,0.01,0.00,-0.07,-0.08,0.00,-0.00,-1.25,-1.25,-0.57,0.72,-5.26,-3.08,2.42,-0.18,0.00,0.00,-19.02,-17.83,25.51,-16.41,82349.00,-4523.00,2073442.00,2785843.00,0.43,-0.45,0.87,0.39,0.55,0.79,1,1
875,44.494,0.13,0.01,0.01,0.01,0.01,-0.00,0.00,-1.25,-1.25,-0.05,1.09,-4.66,-2.70,0.78,-0.06,0.00,0.00,-19.02,-17.78,25.27,-16.55,82389.00,-4526.00,2073442.00,2785843.00,0.43,-0.44,0.88,0.39,0.54,0.81,1,1
876,44.544,0.14,0.05,0.03,-0.06,-0.00,-0.00,-0.00,-1.25,-1.25,2.63,2.48,-7.68,-2.90,0.52,-0.08,0.00,0.00,-18.89,-17.65,24.88,-16.70,82415.00,-4530.00,2073442.00,2785843.00,0.47,-0.42,0.89,0.36,0.55,0.76,1,1
877,44.593,0.14,-0.05,0.03,0.17,0.07,-0.00,0.00,-1.25,-1.25,-0.16,4.02,0.74,0.58,0.12,-0.02,0.00,0.00,-18.90,-17.45,24.92,-16.67,82421.00,-4531.00,2073442.00,2785843.00,0.42,-0.45,0.86,0.38,0.53,0.80,1,1
878,44.646,0.14,0.00,-0.02,0.01,0.02,0.00,0.00,-1.25,-1.25,-0.03,2.83,1.44,1.64,0.12,0.08,0.00,0.00,-18.90,-17.30,24.99,-16.58,82427.00,-4527.00,2073442.00,2785843.00,0.42,-0.44,0.88,0.40,0.54,0.79,1,1
879,44.695,0.15,-0.00,-0.03,-0.02,0.00,0.00,-0.00,-1.25,-1.25,-0.14,1.46,0.32,1.64,1.73,-0.06,0.00,0.00,-18.91,-17.23,25.01,-16.50,82515.00,-4530.00,2073442.00,2785843.00,0.42,-0.45,0.87,0.40,0.54,0.79,1,1
880,44.744,0.15,-0.00,-0.03,0.02,0.00,0.01,-0.00,-1.25,-1.25,-0.36,0.16,1.29,1.89,6.02,-0.32,0.00,0.00,-18.93,-17.22,25.08,-16.41,82816.00,-4546.00,2073442.00,2785843.00,0.42,-0.45,0.89,0.40,0.55,0.80,1,1
881,44.797,0.12,-0.00,-0.00,0.00,-0.03,0.01,-0.00,-1.25,-1.25,-0.57,0.07,1.35,0.35,9.78,-0.48,0.00,0.00,-18.95,-17.22,25.14,-16.39,83305.00,-4570.00,2073442.00,2785843.00,0.43,-0.44,0.89,0.39,0.54,0.79,1,1
882,44.847,0.13,-0.06,0.07,0.01,0.01,-0.00,0.00,-1.25,-1.25,-3.50,3.74,1.64,0.64,7.78,-0.24,0.00,0.00,-19.13,-17.03,25.23,-16.36,83702.00,-4582.00,2073442.00,2785843.00,0.42,-0.44,0.89,0.39,0.55,0.79,1,1
883,44.896,0.12,0.06,-0.03,-0.05,0.00,-0.00,0.00,-1.25,-1.25,-0.61,2.36,-0.83,0.86,5.92,-0.08,0.00,0.00,-19.16,-16.91,25.18,-16.31,83998.00,-4586.00,2073442.00,2785843.00,0.40,-0.47,0.88,0.39,0.55,0.80,1,1
884,44.949,0.13,0.02,-0.02,-0.02,-0.00,-0.00,0.00,-1.25,-1.25,0.58,1.54,-1.93,0.75,5.88,-0.06,0.00,0.00,-19.13,-16.83,25.09,-16.28,84298.00,-4589.00,2073442.00,2785843.00,0.43,-0.46,0.87,0.39,0.55,0.80,1,1
885,44.999,0.14,-0.02,0.01,0.03,-0.01,0.00,0.00,-1.25,-1.25,-0.30,1.80,-0.34,0.01,7.76,-0.04,0.00,0.00,-19.15,-16.74,25.07,-16.27,84694.00,-4591.00,2073442.00,2785843.00,0.41,-0.45,0.88,0.39,0.55,0.79,1,1
886,45.047,0.14,0.00,-0.02,0.02,-0.03,-0.00,-0.00,-1.25,-1.25,-0.28,0.70,0.43,-1.36,7.36,-0.30,0.00,0.00,-19.16,-16.71,25.09,-16.34,85062.00,-4606.00,2073442.00,2785843.00,0.42,-0.45,0.89,0.39,0.55,0.79,1,1
887,45.1,0.15,-0.01,0.01,-0.01,-0.02,-0.00,-0.00,-1.25,-1.25,-0.74,0.98,-0.09,-2.34,5.49,-0.37,0.00,0.00,-19.20,-16.66,25.09,-16.46,85342.00,-4625.00,2073442.00,2785843.00,0.40,-0.45,0.88,0.39,0.54,0.80,1,1
888,45.15,0.23,0.03,-0.01,-0.01,0.05,-0.00,0.00,-1.25,-1.25,0.78,0.70,-0.56,0.14,3.73,-0.33,0.00,0.00,-19.16,-16.62,25.06,-16.45,85532.00,-4642.00,2073442.00,2785843.00,0.40,-0.45,0.89,0.40,0.55,0.80,1,1
889,45.203,0.29,-0.01,-0.07,-0.01,-0.02,-0.01,0.00,-1.25,-1.25,0.22,-2.97,-0.93,-1.02,0.82,-0.22,0.00,0.00,-19.15,-16.77,25.01,-16.51,85574.00,-4653.00,2073442.00,2785843.00,0.36,-0.49,0.91,0.39,0.56,0.80,1,1
890,45.252,0.56,-0.06,0.03,0.01,0.03,-0.00,-0.00,-1.25,-1.25,-2.92,-1.25,-0.21,0.63,0.52,-0.46,0.00,0.00,-19.30,-16.84,25.00,-16.47,85601.00,-4677.00,2073442.00,2785843.00,0.41,-0.62,1.05,0.42,0.56,0.78,1,1
891,45.306,0.58,0.16,0.20,-0.01,-0.00,-0.01,0.00,-1.25,-1.25,5.49,9.19,-0.61,0.55,-2.39,-0.12,0.00,0.00,-19.02,-16.37,24.97,-16.45,85479.00,-4683.00,2073442.00,2785843.00,0.68,-0.38,0.83,0.41,0.55,0.80,1,1
892,45.355,0.56,-0.06,0.03,0.01,0.02,-0.02,0.00,-1.25,-1.25,2.39,10.61,-0.23,1.41,-11.72,0.24,0.00,0.00,-18.90,-15.84,24.96,-16.38,84893.00,-4671.00,2073442.00,2785843.00,0.21,-0.51,1.00,0.39,0.54,0.79,1,1
893,45.407,0.19,0.06,-0.14,-0.01,-0.01,0.01,-0.00,-1.25,-1.25,5.37,3.58,-0.73,1.11,-6.20,0.20,0.00,0.00,-18.63,-15.65,24.92,-16.32,84577.00,-4661.00,2073442.00,2785843.00,0.29,-0.45,0.95,0.38,0.52,0.82,1,1
894,45.457,0.21,-0.12,-0.03,0.01,-0.00,0.01,-0.00,-1.25,-1.25,-0.77,2.28,-0.06,1.04,-0.18,0.04,0.00,0.00,-18.67,-15.54,24.92,-16.27,84568.00,-4659.00,2073442.00,2785843.00,0.41,-0.46,0.88,0.38,0.55,0.80,1,1
895,45.51,0.25,-0.01,-0.02,-0.00,-0.02,0.00,-0.00,-1.25,-1.25,-1.07,1.03,-0.29,-0.03,-0.02,0.02,0.00,0.00,-18.72,-15.49,24.90,-16.27,84567.00,-4658.00,2073442.00,2785843.00,0.41,-0.46,0.88,0.39,0.54,0.80,1,1
896,45.559,0.16,-0.01,-0.03,0.02,0.02,0.00,-0.00,-1.25,-1.25,-1.54,-0.33,0.61,1.06,0.00,0.00,0.00,0.00,-18.80,-15.50,24.93,-16.21,84567.00,-4658.00,2073442.00,2785843.00,0.40,-0.45,0.89,0.39,0.54,0.80,0,1
897,45.609,0.21,0.01,-0.00,-0.00,-0.01,0.00,-0.00,-1.25,-1.25,-1.19,-0.43,0.37,0.31,-0.02,0.00,0.00,0.00,-18.86,-15.52,24.95,-16.20,84566.00,-4658.00,2073442.00,2785843.00,0.40,-0.46,0.89,0.40,0.54,0.80,1,1
898,45.662,0.13,0.02,0.01,0.01,-0.00,-0.00,-0.00,-1.25,-1.25,-0.43,0.05,0.65,0.31,-0.08,0.00,0.00,0.00,-18.88,-15.52,24.98,-16.18,84562.00,-4658.00,2073442.00,2785843.00,0.40,-0.46,0.88,0.38,0.55,0.79,1,1
899,45.711,0.15,0.02,-0.02,-0.02,-0.02,-0.00,-0.00,-1.25,-1.25,0.64,-0.91,-0.15,-0.85,-1.08,0.08,0.00,0.00,-18.85,-15.57,24.98,-16.22,84508.00,-4654.00,2073442.00,2785843.00,0.41,-0.45,0.88,0.40,0.55,0.81,1,1
900,45.764,0.15,0.03,-0.02,0.00,0.02,-0.01,-0.00,-1.25,-1.25,2.31,-1.82,-0.08,0.31,-4.23,0.04,0.00,0.00,-18.73,-15.66,24.97,-16.21,84284.00,-4652.00,2073442.00,2785843.00,0.41,-0.46,0.88,0.39,0.55,0.80,1,1
901,45.813,0.18,0.03,-0.05,0.04,-0.03,-0.01,-0.00,-1.25,-1.25,3.87,-4.40,1.88,-1.13,-7.30,0.00,0.00,0.00,-18.53,-15.88,25.07,-16.26,83919.00,-4652.00,2073442.00,2785843.00,0.41,-0.44,0.90,0.39,0.54,0.80,1,1
902,45.866,0.13,-0.10,0.05,0.09,0.04,-0.03,-0.00,-1.25,-1.25,-1.12,-1.68,6.66,0.92,-21.51,1.06,0.00,0.00,-18.59,-15.97,25.41,-16.22,82822.00,-4598.00,2073442.00,2785843.00,0.41,-0.46,0.93,0.39,0.57,0.76,1,1
903,45.916,0.11,-0.01,-0.07,-0.05,-0.02,-0.01,0.00,-1.25,-1.25,-1.84,-5.11,4.10,-0.18,-24.82,1.39,0.00,0.00,-18.69,-16.23,25.61,-16.23,81556.00,-4527.00,2073442.00,2785843.00,0.41,-0.44,0.90,0.40,0.55,0.78,1,1
904,45.969,0.12,0.02,0.03,-0.03,0.03,0.02,-0.00,-1.25,-1.25,-0.64,-3.53,2.35,1.11,-14.92,0.90,0.00,0.00,-18.72,-16.41,25.73,-16.17,80795.00,-4481.00,2073442.00,2785843.00,0.40,-0.45,0.88,0.39,0.56,0.79,1,1
905,46.019,0.15,-0.04,0.01,-0.05,-0.04,0.02,-0.00,-1.25,-1.25,-2.90,-3.10,-0.05,-1.01,-6.77,0.58,0.00,0.00,-18.87,-16.57,25.73,-16.22,80443.00,-4451.00,2073442.00,2785843.00,0.43,-0.45,0.87,0.39,0.56,0.78,1,1
906,46.071,0.16,0.04,0.04,0.02,0.01,0.01,-0.00,-1.25,-1.25,-0.83,-1.26,0.77,-0.61,-1.00,0.43,0.00,0.00,-18.91,-16.64,25.77,-16.25,80392.00,-4429.00,2073442.00,2785843.00,0.43,-0.45,0.87,0.40,0.55,0.78,1,1
907,46.12,0.18,-0.01,0.05,-0.01,0.02,-0.00,-0.00,-1.25,-1.25,-1.41,1.31,0.24,0.18,-1.26,0.36,0.00,0.00,-18.98,-16.57,25.78,-16.24,80329.00,-4411.00,2073442.00,2785843.00,0.42,-0.45,0.87,0.39,0.56,0.78,1,1
908,46.17,0.12,0.01,0.00,0.00,-0.00,0.00,-0.00,-1.25,-1.25,-1.11,1.31,0.34,0.06,-0.18,0.16,0.00,0.00,-19.04,-16.50,25.80,-16.24,80320.00,-4403.00,2073442.00,2785843.00,0.42,-0.45,0.88,0.39,0.55,0.79,1,1
909,46.219,0.15,0.01,0.01,0.02,0.00,0.00,-0.00,-1.25,-1.25,-0.75,1.99,1.12,0.24,-0.02,0.08,0.00,0.00,-19.08,-16.40,25.86,-16.23,80319.00,-4399.00,2073442.00,2785843.00,0.42,-0.45,0.88,0.39,0.56,0.79,1,1
910,46.272,0.15,0.02,-0.01,-0.00,-0.02,0.00,-0.00,-1.25,-1.25,0.44,1.39,0.98,-0.61,0.00,0.00,0.00,0.00,-19.05,-16.33,25.91,-16.26,80319.00,-4399.00,2073442.00,2785843.00,0.41,-0.46,0.88,0.39,0.56,0.78,0,1
911,46.321,0.15,-0.01,-0.01,-0.01,0.00,0.00,-0.00,-1.25,-1.25,-0.05,0.68,0.72,-0.44,-0.02,-0.06,0.00,0.00,-19.06,-16.30,25.94,-16.28,80318.00,-4402.00,2073442.00,2785843.00,0.42,-0.45,0.88,0.38,0.55,0.79,1,1
912,46.375,0.13,0.02,-0.01,-0.02,-0.00,-0.00,0.00,-1.25,-1.25,0.87,0.35,-0.23,-0.62,-0.08,0.00,0.00,0.00,-19.01,-16.28,25.93,-16.31,80314.00,-4402.00,2073442.00,2785843.00,0.41,-0.45,0.88,0.40,0.56,0.79,1,1
913,46.423,0.13,-0.02,-0.01,0.01,0.00,0.00,0.00,-1.25,-1.25,-0.30,-0.41,0.38,-0.61,0.00,0.00,0.00,0.00,-19.03,-16.30,25.95,-16.35,80314.00,-4402.00,2073442.00,2785843.00,0.41,-0.45,0.88,0.39,0.56,0.78,0,1
914,46.473,0.13,-0.00,0.00,0.00,-0.00,0.00,0.00,-1.25,-1.25,-0.48,-0.36,0.49,-0.63,0.00,0.00,0.00,0.00,-19.05,-16.32,25.98,-16.38,80314.00,-4402.00,2073442.00,2785843.00,0.42,-0.45,0.89,0.40,0.56,0.78,0,1
915,46.526,0.16,0.00,-0.02,-0.01,0.01,0.00,0.00,-1.25,-1.25,-0.37,-1.32,-0.18,-0.37,0.00,-0.02,0.00,0.00,-19.07,-16.39,25.97,-16.40,80314.00,-4403.00,2073442.00,2785843.00,0.41,-0.45,0.88,0.40,0.56,0.78,1,1
916,46.575,0.13,0.01,-0.00,-0.01,0.02,0.00,0.00,-1.25,-1.25,0.10,-1.39,-0.82,0.72,0.02,-0.02,0.00,0.00,-19.06,-16.46,25.92,-16.36,80315.00,-4404.00,2073442.00,2785843.00,0.42,-0.46,0.85,0.39,0.56,0.76,1,1
917,46.628,0.16,-0.00,0.03,0.01,0.02,-0.01,0.00,-1.25,-1.25,0.05,0.20,-0.49,1.48,-2.96,0.10,0.00,0.00,-19.06,-16.45,25.90,-16.28,80167.00,-4399.00,2073442.00,2785843.00,0.40,-0.46,0.87,0.38,0.56,0.79,1,1
918,46.678,0.15,0.02,-0.03,0.01,0.00,-0.00,0.00,-1.25,-1.25,1.20,-1.23,-0.08,1.65,-4.76,0.36,0.00,0.00,-19.00,-16.51,25.90,-16.20,79929.00,-4381.00,2073442.00,2785843.00,0.41,-0.45,0.89,0.39,0.56,0.78,1,1
919,46.727,0.13,0.01,-0.01,0.03,-0.01,-0.01,0.00,-1.25,-1.25,1.45,-1.53,1.61,1.02,-7.68,0.46,0.00,0.00,-18.93,-16.59,25.98,-16.15,79545.00,-4358.00,2073442.00,2785843.00,0.41,-0.44,0.88,0.39,0.56,0.78,1,1
920,46.776,0.14,0.01,0.00,0.00,-0.02,0.00,-0.00,-1.25,-1.25,2.06,-1.33,1.68,0.25,-6.24,0.39,0.00,0.00,-18.82,-16.65,26.06,-16.14,79227.00,-4338.00,2073442.00,2785843.00,0.41,-0.45,0.88,0.39,0.55,0.78,1,1
921,46.829,0.14,-0.00,0.01,-0.02,-0.01,0.01,-0.00,-1.25,-1.25,2.03,-0.92,0.64,-0.35,-1.08,0.08,0.00,0.00,-18.72,-16.70,26.09,-16.16,79172.00,-4334.00,2073442.00,2785843.00,0.42,-0.46,0.88,0.39,0.57,0.79,1,1
922,46.878,0.16,0.03,0.00,0.01,-0.00,0.00,-0.00,-1.25,-1.25,3.67,-0.92,0.95,-0.42,-0.02,0.02,0.00,0.00,-18.54,-16.75,26.14,-16.18,79171.00,-4333.00,2073442.00,2785843.00,0.42,-0.46,0.88,0.39,0.57,0.78,1,1
923,46.931,0.12,-0.02,0.01,-0.01,-0.01,0.00,-0.00,-1.25,-1.25,2.66,-0.52,0.32,-0.89,0.00,0.00,0.00,0.00,-18.40,-16.77,26.16,-16.22,79171.00,-4333.00,2073442.00,2785843.00,0.43,-0.44,0.89,0.41,0.57,0.77,0,1
924,46.981,0.18,0.02,0.02,0.00,0.02,0.00,-0.00,-1.25,-1.25,3.62,0.32,0.41,0.35,-0.18,0.00,0.00,0.00,-18.22,-16.76,26.18,-16.21,79162.00,-4333.00,2073442.00,2785843.00,0.41,-0.44,0.88,0.38,0.56,0.80,1,1
925,47.03,0.13,0.01,-0.01,0.00,-0.01,-0.00,-0.00,-1.25,-1.25,4.17,-0.16,0.49,-0.02,-0.44,0.00,0.00,0.00,-18.01,-16.77,26.20,-16.21,79140.00,-4333.00,2073442.00,2785843.00,0.41,-0.44,0.88,0.40,0.57,0.77,1,1
926,47.083,0.16,-0.30,0.11,-0.71,-0.18,0.00,-0.00,-1.25,-1.25,-11.37,5.38,-35.47,-9.06,-0.43,0.00,0.00,0.00,-18.59,-16.49,24.39,-16.67,79118.00,-4333.00,2073442.00,2785843.00,0.41,-0.65,0.77,0.32,0.29,0.95,1,1
927,47.137,0.15,0.29,-0.11,0.37,-0.21,-0.01,-0.00,-1.25,-1.25,3.93,-0.47,-16.47,-19.78,-3.40,0.12,0.00,0.00,-18.39,-16.52,23.54,-17.70,78941.00,-4327.00,2073442.00,2785843.00,0.28,-0.22,0.94,0.27,0.67,0.85,1,1
928,47.185,0.16,0.02,-0.02,0.17,0.31,-0.00,0.00,-1.25,-1.25,5.15,-1.57,-7.61,-4.02,-5.27,0.14,0.00,0.00,-18.12,-16.60,23.15,-17.90,78672.00,-4320.00,2073442.00,2785843.00,0.43,-0.44,0.89,0.43,0.50,0.81,1,1
929,47.235,0.42,-0.05,0.02,0.18,0.02,0.01,-0.00,-1.25,-1.25,2.57,-0.41,1.80,-3.04,-2.14,0.12,0.00,0.00,-17.99,-16.62,23.24,-18.06,78563.00,-4314.00,2073442.00,2785843.00,0.40,-0.43,0.87,0.45,0.55,0.54,1,1
930,47.288,0.29,-0.08,0.01,0.03,0.09,0.00,-0.00,-1.25,-1.25,-1.64,0.20,3.43,1.46,-0.18,0.00,0.00,0.00,-18.07,-16.61,23.41,-17.98,78554.00,-4314.00,2073442.00,2785843.00,0.41,-0.43,0.88,0.40,0.49,0.80,1,1
931,47.337,0.22,0.00,-0.00,0.01,-0.01,-0.00,-0.00,-1.25,-1.25,-1.49,0.15,3.85,1.06,-1.98,0.00,0.00,0.00,-18.15,-16.60,23.61,-17.93,78455.00,-4314.00,2073442.00,2785843.00,0.41,-0.42,0.89,0.41,0.55,0.78,1,1
932,47.386,0.21,-0.00,0.00,-0.06,0.07,-0.00,-0.00,-1.25,-1.25,-1.72,0.19,0.52,4.49,-3.31,0.10,0.00,0.00,-18.24,-16.59,23.63,-17.70,78283.00,-4309.00,2073442.00,2785843.00,0.41,-0.43,0.90,0.35,0.55,0.79,1,1
933,47.44,0.21,0.01,-0.02,-0.03,-0.01,0.01,-0.00,-1.25,-1.25,-1.46,-0.70,-1.20,3.98,-0.80,-0.04,0.00,0.00,-18.31,-16.62,23.57,-17.50,78243.00,-4311.00,2073442.00,2785843.00,0.41,-0.43,0.90,0.42,0.56,0.77,1,1
934,47.489,0.18,-0.05,-0.00,0.04,-0.03,0.00,0.00,-1.25,-1.25,-3.95,-0.79,0.84,2.28,0.00,0.04,0.00,0.00,-18.52,-16.67,23.62,-17.38,78243.00,-4309.00,2073442.00,2785843.00,0.41,-0.43,0.89,0.40,0.55,0.78,1,1
935,47.538,0.18,0.01,-0.01,0.00,0.00,0.00,0.00,-1.25,-1.25,-3.21,-1.13,1.08,2.34,0.00,0.04,0.00,0.00,-18.68,-16.72,23.67,-17.26,78243.00,-4307.00,2073442.00,2785843.00,0.42,-0.43,0.89,0.40,0.56,0.78,1,1
936,47.591,0.18,0.04,0.00,0.02,-0.01,0.00,-0.00,-1.25,-1.25,-1.00,-0.93,2.30,1.94,0.00,0.00,0.00,0.00,-18.73,-16.77,23.78,-17.17,78243.00,-4307.00,2073442.00,2785843.00,0.42,-0.44,0.89,0.40,0.56,0.78,0,1
937,47.64,0.19,0.01,0.01,0.05,0.02,0.00,-0.00,-1.25,-1.25,-0.38,-0.19,4.88,2.72,-0.02,-0.08,0.00,0.00,-18.75,-16.78,24.03,-17.03,78242.00,-4311.00,2073442.00,2785843.00,0.42,-0.44,0.89,0.41,0.55,0.79,1,1
938,47.689,0.16,-0.03,-0.06,-0.02,0.01,0.00,0.00,-1.25,-1.25,-1.76,-3.06,3.86,3.37,0.12,0.06,0.00,0.00,-18.83,-16.93,24.23,-16.86,78248.00,-4308.00,2073442.00,2785843.00,0.42,-0.43,0.89,0.41,0.55,0.78,1,1
939,47.742,0.13,-0.03,-0.01,-0.03,-0.01,0.00,-0.00,-1.25,-1.25,-3.45,-3.37,2.11,2.82,2.34,-0.18,0.00,0.00,-19.01,-17.10,24.33,-16.72,78365.00,-4317.00,2073442.00,2785843.00,0.42,-0.43,0.89,0.38,0.57,0.79,1,1
940,47.792,0.13,0.02,-0.02,-0.05,-0.03,-0.00,0.00,-1.25,-1.25,-2.65,-4.33,-0.23,1.11,0.39,-0.04,0.00,0.00,-19.14,-17.32,24.32,-16.66,78385.00,-4319.00,2073442.00,2785843.00,0.42,-0.45,0.89,0.39,0.56,0.77,1,1
941,47.845,0.13,0.04,0.03,0.02,-0.02,-0.01,0.00,-1.25,-1.25,-0.74,-3.04,0.55,-0.12,-3.71,0.29,0.00,0.00,-19.18,-17.48,24.35,-16.67,78196.00,-4304.00,2073442.00,2785843.00,0.43,-0.43,0.88,0.40,0.56,0.79,1,1
942,47.894,0.16,-0.03,0.04,-0.00,0.00,-0.02,0.00,-1.25,-1.25,-2.35,-1.19,0.42,0.05,-13.10,0.71,0.00,0.00,-19.30,-17.54,24.37,-16.66,77515.00,-4267.00,2073442.00,2785843.00,0.43,-0.44,0.87,0.40,0.56,0.78,1,1
943,47.947,0.15,-0.04,0.00,0.00,-0.01,-0.01,0.00,-1.25,-1.25,-4.42,-0.99,0.51,-0.33,-18.02,1.00,0.00,0.00,-19.52,-17.59,24.40,-16.68,76614.00,-4217.00,2073442.00,2785843.00,0.43,-0.44,0.88,0.40,0.56,0.78,1,1
944,47.996,0.16,-0.00,-0.02,-0.00,0.00,0.01,-0.00,-1.25,-1.25,-4.53,-2.14,0.43,-0.25,-13.65,0.51,0.00,0.00,-19.75,-17.70,24.42,-16.69,75918.00,-4191.00,2073442.00,2785843.00,0.42,-0.46,0.87,0.39,0.56,0.79,1,1
945,48.049,0.15,0.07,-0.02,0.01,0.00,0.02,-0.00,-1.25,-1.25,-0.86,-3.33,0.79,-0.00,-2.25,0.15,0.00,0.00,-19.80,-17.87,24.46,-16.69,75801.00,-4183.00,2073442.00,2785843.00,0.43,-0.44,0.87,0.40,0.55,0.79,1,1
946,48.099,0.16,0.01,0.03,-0.00,0.01,0.00,-0.00,-1.25,-1.25,-0.59,-1.94,0.74,0.51,0.00,0.02,0.00,0.00,-19.83,-17.97,24.50,-16.67,75801.00,-4182.00,2073442.00,2785843.00,0.44,-0.45,0.87,0.40,0.56,0.79,1,1
947,48.148,0.15,-0.02,0.01,-0.00,0.00,0.00,-0.00,-1.25,-1.25,-1.69,-1.42,0.54,0.66,0.43,-0.06,0.00,0.00,-19.92,-18.04,24.52,-16.63,75823.00,-4185.00,2073442.00,2785843.00,0.43,-0.45,0.87,0.39,0.56,0.78,1,1
948,48.202,0.19,0.02,-0.02,-0.01,-0.00,0.00,-0.00,-1.25,-1.25,-0.59,-2.18,0.18,0.62,2.73,-0.24,0.00,0.00,-19.95,-18.15,24.53,-16.60,75962.00,-4197.00,2073442.00,2785843.00,0.44,-0.45,0.87,0.40,0.56,0.78,1,1
949,48.251,0.19,0.01,0.01,0.00,-0.01,0.01,0.00,-1.25,-1.25,-0.09,-1.55,0.22,0.35,6.02,-0.06,0.00,0.00,-19.95,-18.23,24.54,-16.59,76263.00,-4200.00,2073442.00,2785843.00,0.44,-0.45,0.86,0.39,0.56,0.78,1,1
950,48.303,0.16,-0.00,0.01,0.00,-0.00,0.00,-0.00,-1.25,-1.25,-0.21,-1.22,0.44,0.14,6.50,-0.28,0.00,0.00,-19.96,-18.29,24.57,-16.58,76588.00,-4214.00,2073442.00,2785843.00,0.45,-0.44,0.87,0.39,0.56,0.78,1,1
951,48.353,0.11,0.01,0.00,0.01,-0.01,-0.00,-0.00,-1.25,-1.25,0.31,-0.98,1.05,-0.39,6.35,-0.35,0.00,0.00,-19.94,-18.34,24.62,-16.60,76912.00,-4232.00,2073442.00,2785843.00,0.45,-0.44,0.87,0.40,0.56,0.78,1,1
952,48.402,0.16,-0.01,0.02,0.01,0.01,-0.01,0.00,-1.25,-1.25,-0.45,0.01,1.42,0.31,3.39,-0.16,0.00,0.00,-19.97,-18.34,24.69,-16.58,77085.00,-4240.00,2073442.00,2785843.00,0.45,-0.45,0.87,0.39,0.56,0.78,1,1
953,48.451,0.14,0.02,0.00,-0.01,-0.02,-0.01,0.00,-1.25,-1.25,0.42,0.23,0.70,-0.47,0.25,-0.06,0.00,0.00,-19.95,-18.33,24.73,-16.61,77098.00,-4243.00,2073442.00,2785843.00,0.44,-0.45,0.87,0.39,0.56,0.78,1,1
954,48.504,0.15,0.02,-0.02,-0.00,0.01,-0.00,0.00,-1.25,-1.25,1.49,-0.80,0.57,-0.08,0.18,0.00,0.00,0.00,-19.87,-18.37,24.76,-16.61,77107.00,-4243.00,2073442.00,2785843.00,0.45,-0.45,0.86,0.39,0.56,0.77,1,1
955,48.554,0.15,-0.01,0.02,0.00,-0.02,-0.00,0.00,-1.25,-1.25,1.13,-0.01,0.59,-0.90,0.10,-0.04,0.00,0.00,-19.82,-18.37,24.79,-16.66,77112.00,-4245.00,2073442.00,2785843.00,0.46,-0.44,0.85,0.39,0.57,0.79,1,1
956,48.603,0.13,-0.01,0.02,0.00,-0.02,-0.00,0.00,-1.25,-1.25,0.45,1.20,0.67,-1.86,0.02,0.00,0.00,0.00,-19.79,-18.31,24.82,-16.75,77113.00,-4245.00,2073442.00,2785843.00,0.44,-0.44,0.87,0.41,0.56,0.80,1,1
957,48.655,0.14,0.00,-0.01,-0.00,-0.01,-0.00,0.00,-1.25,-1.25,0.48,0.71,0.62,-2.56,0.00,0.06,0.00,0.00,-19.77,-18.27,24.85,-16.88,77113.00,-4242.00,2073442.00,2785843.00,0.44,-0.44,0.86,0.38,0.55,0.79,1,1
