,Time,Force,L_pitchAcc,L_yawAcc,R_pitchAcc,R_yawAcc,L_surgeAcc,L_rollAcc,R_surgeAcc,R_rollAcc,L_pitchVel,L_yawVel,R_pitchVel,R_yawVel,L_surgeVel,L_rollVel,R_surgeVel,R_rollVel,L_pitch,L_yaw,R_pitch,R_yaw,L_surge,L_roll,R_surge,R_roll,R_x,R_y,R_z,L_x,L_y,L_z,L_motion,R_motion
0,0.079,0.13,0.00,0.01,0.01,0.01,-0.00,0.00,-1.25,-1.25,0.07,0.00,0.43,0.19,0.00,0.00,0.00,0.00,1.18,-52.30,-0.69,-54.34,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.03,0.63,0.85,-0.03,0.60,0,1
1,0.128,0.16,0.00,-0.00,-0.00,-0.01,-0.00,0.00,-1.25,-1.25,0.16,-0.09,0.33,-0.23,0.00,0.00,0.00,0.00,1.19,-52.31,-0.67,-54.35,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.62,0.86,-0.01,0.59,0,1
2,0.178,0.15,-0.00,0.00,-0.01,0.00,-0.00,0.00,-1.25,-1.25,0.04,-0.06,-0.32,-0.04,0.00,0.00,0.00,0.00,1.19,-52.31,-0.69,-54.35,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.04,0.62,0.86,-0.02,0.59,0,1
3,0.23,0.13,-0.00,0.01,-0.00,0.01,-0.00,0.00,-1.25,-1.25,-0.17,0.27,-0.34,0.26,0.00,0.00,0.00,0.00,1.18,-52.30,-0.71,-54.34,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.04,0.63,0.86,-0.01,0.59,0,1
4,0.28,0.13,0.00,-0.01,0.01,-0.01,-0.00,0.00,-1.25,-1.25,-0.04,-0.16,0.08,-0.21,0.00,0.00,0.00,0.00,1.18,-52.31,-0.70,-54.35,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.03,0.62,0.85,-0.02,0.59,0,1
5,0.329,0.13,0.00,-0.00,0.00,-0.00,-0.00,0.00,-1.25,-1.25,0.11,-0.25,0.33,-0.23,0.00,0.00,0.00,0.00,1.18,-52.32,-0.69,-54.36,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.62,0.84,-0.02,0.59,0,1
6,0.382,0.15,-0.00,0.01,-0.00,-0.00,-0.00,0.00,-1.25,-1.25,-0.00,0.34,0.23,-0.27,0.00,0.00,0.00,0.00,1.18,-52.30,-0.67,-54.38,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.04,0.63,0.86,-0.02,0.59,0,1
7,0.431,0.14,-0.00,-0.01,-0.01,0.00,-0.00,0.00,-1.25,-1.25,-0.17,-0.09,-0.21,-0.15,0.00,0.00,0.00,0.00,1.18,-52.31,-0.69,-54.39,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.63,0.86,-0.02,0.60,0,1
8,0.481,0.14,0.00,0.00,-0.00,0.00,-0.00,0.00,-1.25,-1.25,-0.06,-0.01,-0.40,0.10,0.00,0.00,0.00,0.00,1.17,-52.31,-0.71,-54.38,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.03,0.63,0.86,-0.01,0.59,0,1
9,0.53,0.12,0.00,0.00,0.01,-0.00,-0.00,0.00,-1.25,-1.25,0.03,0.03,0.22,-0.06,0.00,0.00,0.00,0.00,1.17,-52.31,-0.70,-54.38,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.04,0.62,0.85,-0.02,0.59,0,1
10,0.582,0.13,0.00,-0.00,0.00,-0.01,-0.00,0.00,-1.25,-1.25,0.17,0.03,0.38,-0.31,0.00,0.00,0.00,0.00,1.18,-52.30,-0.68,-54.40,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.03,0.63,0.86,-0.02,0.58,0,1
11,0.632,0.15,0.00,-0.00,-0.01,0.01,-0.00,0.00,-1.25,-1.25,0.20,-0.06,0.02,0.18,0.00,0.00,0.00,0.00,1.19,-52.31,-0.68,-54.39,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.03,0.63,0.85,-0.02,0.59,0,1
12,0.681,0.15,-0.01,-0.00,-0.01,0.00,-0.00,0.00,-1.25,-1.25,-0.07,-0.24,-0.37,0.25,0.00,0.00,0.00,0.00,1.19,-52.32,-0.69,-54.38,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.03,0.61,0.85,-0.01,0.59,0,1
13,0.73,0.14,-0.00,0.00,0.01,0.00,-0.00,0.00,-1.25,-1.25,-0.19,0.01,0.02,0.41,0.00,0.00,0.00,0.00,1.18,-52.32,-0.69,-54.36,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.63,0.85,-0.02,0.59,0,1
14,0.783,0.12,0.00,-0.01,0.01,-0.01,-0.00,0.00,-1.25,-1.25,0.05,-0.25,0.50,-0.13,0.00,0.00,0.00,0.00,1.18,-52.33,-0.67,-54.36,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.62,0.85,-0.02,0.60,0,1
15,0.833,0.14,0.00,0.00,-0.01,0.00,-0.00,0.00,-1.25,-1.25,0.12,-0.14,0.19,0.04,0.00,0.00,0.00,0.00,1.19,-52.34,-0.66,-54.36,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.62,0.85,-0.03,0.60,0,1
16,0.882,0.15,-0.00,0.00,-0.01,0.01,-0.00,0.00,-1.25,-1.25,0.07,-0.12,-0.51,0.30,0.00,0.00,0.00,0.00,1.19,-52.34,-0.68,-54.35,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.63,0.86,-0.02,0.59,0,1
17,0.931,0.15,0.00,0.00,0.01,-0.00,-0.00,0.00,-1.25,-1.25,0.11,0.01,-0.24,0.15,0.00,0.00,0.00,0.00,1.20,-52.34,-0.70,-54.34,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.04,0.63,0.85,-0.02,0.60,0,1
18,0.984,0.13,-0.00,-0.00,0.01,-0.01,-0.00,0.00,-1.25,-1.25,0.10,-0.16,0.33,-0.32,0.00,0.00,0.00,0.00,1.20,-52.35,-0.68,-54.35,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.03,0.62,0.85,-0.01,0.59,0,1
19,1.033,0.13,0.00,0.01,0.00,-0.00,-0.00,0.00,-1.25,-1.25,0.15,0.17,0.37,-0.38,0.00,0.00,0.00,0.00,1.21,-52.34,-0.66,-54.37,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.62,0.86,-0.02,0.59,0,1
20,1.082,0.14,-0.01,-0.00,-0.01,0.01,-0.00,0.00,-1.25,-1.25,-0.12,-0.02,0.11,0.01,0.00,0.00,0.00,0.00,1.20,-52.34,-0.65,-54.37,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.63,0.85,-0.02,0.59,0,1
21,1.132,0.16,0.00,-0.00,-0.00,-0.00,-0.00,0.00,-1.25,-1.25,-0.02,-0.06,0.01,0.00,0.00,0.00,0.00,0.00,1.20,-52.35,-0.65,-54.37,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.62,0.85,-0.01,0.60,0,1
22,1.185,0.14,0.00,0.01,-0.00,0.00,-0.00,0.00,-1.25,-1.25,0.12,0.24,-0.04,0.06,0.00,0.00,0.00,0.00,1.21,-52.34,-0.66,-54.37,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.63,0.85,-0.02,0.59,0,1
23,1.234,0.13,-0.00,-0.01,0.00,0.00,-0.00,0.00,-1.25,-1.25,0.05,-0.04,0.04,0.13,0.00,0.00,0.00,0.00,1.21,-52.34,-0.65,-54.36,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.03,0.62,0.85,-0.02,0.60,0,1
24,1.284,0.13,0.00,-0.00,0.00,-0.01,-0.00,0.00,-1.25,-1.25,0.12,-0.24,0.21,-0.25,0.00,0.00,0.00,0.00,1.22,-52.35,-0.64,-54.38,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.03,0.62,0.85,-0.02,0.59,0,1
25,1.332,0.13,-0.00,0.00,-0.00,-0.00,-0.00,0.00,-1.25,-1.25,0.11,-0.15,0.01,-0.28,0.00,0.00,0.00,0.00,1.22,-52.36,-0.64,-54.39,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.04,0.62,0.85,-0.02,0.59,0,1
26,1.385,0.15,-0.00,-0.00,-0.00,0.01,-0.00,0.00,-1.25,-1.25,-0.07,-0.25,-0.21,0.42,0.00,0.00,0.00,0.00,1.22,-52.37,-0.65,-54.37,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.03,0.62,0.85,-0.03,0.59,0,1
27,1.435,0.15,0.00,0.01,0.00,-0.01,-0.00,0.00,-1.25,-1.25,0.02,0.15,-0.13,-0.03,0.00,0.00,0.00,0.00,1.22,-52.36,-0.66,-54.37,124028.00,-4611.00,2073442.00,2785843.00,0.86,0.04,0.63,0.85,-0.02,0.58,0,1
28,1.484,0.15,0.00,-0.00,0.01,0.00,-0.00,0.00,-1.25,-1.25,0.18,-0.01,0.26,0.08,0.00,0.00,0.00,0.00,1.23,-52.36,-0.65,-54.37,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.03,0.63,0.85,-0.02,0.60,0,1
29,1.533,0.13,-0.00,-0.00,-0.00,-0.01,-0.00,0.00,-1.25,-1.25,0.13,-0.03,0.02,-0.24,0.00,0.00,0.00,0.00,1.24,-52.36,-0.65,-54.38,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.04,0.62,0.86,-0.02,0.60,0,1
30,1.586,0.12,-0.00,0.01,-0.01,0.01,-0.00,0.00,-1.25,-1.25,-0.11,0.32,-0.44,0.20,0.00,0.00,0.00,0.00,1.23,-52.35,-0.67,-54.37,124028.00,-4611.00,2073442.00,2785843.00,0.85,0.04,0.63,0.85,-0.02,0.59,0,1
31,1.636,0.15,-0.00,-0.01,0.01,-0.01,-0.00,0.00,-1.25,-1.25,-0.12,0.04,0.10,-0.18,0.00,0.08,0.00,0.00,1.22,-52.35,-0.66,-54.38,124028.00,-4607.00,2073442.00,2785843.00,0.85,0.03,0.62,0.85,-0.01,0.58,1,1
32,1.685,0.14,0.01,0.00,0.01,0.00,-0.00,-0.00,-1.25,-1.25,0.28,0.08,0.36,0.04,0.00,0.00,0.00,0.00,1.24,-52.34,-0.65,-54.38,124028.00,-4607.00,2073442.00,2785843.00,0.85,0.04,0.63,0.85,-0.02,0.59,0,1
33,1.737,0.11,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,-1.25,-1.25,0.10,0.03,0.35,-0.28,0.00,0.00,0.00,0.00,1.24,-52.34,-0.63,-54.39,124028.00,-4607.00,2073442.00,2785843.00,0.85,0.04,0.63,0.85,-0.02,0.59,0,1
34,1.787,0.13,-0.00,0.00,-0.01,0.02,-0.00,-0.00,-1.25,-1.25,0.05,0.05,-0.28,0.98,0.00,0.00,0.00,0.00,1.25,-52.34,-0.64,-54.34,124028.00,-4607.00,2073442.00,2785843.00,0.86,0.04,0.62,0.86,-0.01,0.59,0,1
35,1.836,0.14,-0.02,-0.02,-0.13,-0.01,-0.00,-0.00,-1.25,-1.25,-0.72,-0.79,-6.99,0.31,0.00,0.00,0.00,0.00,1.21,-52.38,-0.99,-54.32,124028.00,-4607.00,2073442.00,2785843.00,0.87,0.01,0.61,0.82,0.02,0.65,0,1
36,1.886,0.14,0.03,0.02,0.10,0.03,-0.00,-0.00,-1.25,-1.25,0.68,0.49,-1.58,1.91,0.00,0.00,0.00,0.00,1.25,-52.35,-1.07,-54.22,124028.00,-4607.00,2073442.00,2785843.00,0.85,0.05,0.62,0.85,-0.07,0.60,0,1
37,1.938,0.15,-0.01,-0.03,0.04,-0.05,-0.00,-0.00,-1.25,-1.25,0.25,-0.95,0.17,-0.62,-0.02,0.00,0.00,0.00,1.26,-52.40,-1.07,-54.26,124027.00,-4607.00,2073442.00,2785843.00,0.85,0.03,0.62,0.87,-0.03,0.59,1,1
38,1.988,0.18,-0.02,0.02,-0.03,0.05,0.00,-0.00,-1.25,-1.25,-0.63,0.17,-1.15,2.00,-0.02,-0.04,0.00,0.00,1.22,-52.39,-1.12,-54.15,124026.00,-4609.00,2073442.00,2785843.00,0.85,0.03,0.61,0.85,-0.04,0.60,1,1
39,2.041,0.13,0.01,-0.00,0.02,-0.05,-0.00,0.00,-1.25,-1.25,-0.01,0.13,-0.24,-0.48,-0.04,0.00,0.00,0.00,1.22,-52.38,-1.14,-54.18,124024.00,-4609.00,2073442.00,2785843.00,0.85,0.03,0.63,0.83,-0.04,0.60,1,1
40,2.089,0.16,0.03,-0.01,0.12,0.03,0.00,0.00,-1.25,-1.25,1.51,-0.60,5.81,1.07,-0.02,0.04,0.00,0.00,1.30,-52.41,-0.84,-54.12,124023.00,-4607.00,2073442.00,2785843.00,0.86,0.05,0.63,0.87,-0.05,0.56,1,1
41,2.139,0.12,-0.05,0.03,-0.07,-0.05,0.00,-0.00,-1.25,-1.25,-0.91,0.71,2.55,-1.64,0.00,0.00,0.00,0.00,1.26,-52.38,-0.71,-54.20,124023.00,-4607.00,2073442.00,2785843.00,0.85,0.02,0.63,0.83,0.04,0.60,0,1
42,2.188,0.13,0.06,0.07,0.28,-0.10,0.00,-0.00,-1.25,-1.25,1.84,4.31,16.51,-6.74,0.10,-0.06,0.00,0.00,1.35,-52.16,0.11,-54.54,124028.00,-4610.00,2073442.00,2785843.00,0.85,0.25,0.64,0.87,-0.01,0.58,1,1
43,2.238,0.11,0.03,-0.11,-0.34,0.28,-0.00,0.00,-1.25,-1.25,3.37,-1.01,-0.39,7.30,0.08,0.44,0.00,0.00,1.52,-52.21,0.09,-54.18,124032.00,-4588.00,2073442.00,2785843.00,0.86,0.05,0.62,0.88,0.06,0.56,1,1
44,2.291,0.14,-0.07,-0.01,0.19,0.01,-0.00,0.00,-1.25,-1.25,-0.13,-1.61,8.87,7.83,-0.20,0.94,0.00,0.00,1.51,-52.29,0.54,-53.78,124022.00,-4541.00,2073442.00,2785843.00,0.84,0.03,0.62,0.83,-0.44,0.56,1,1
45,2.34,0.11,0.06,0.09,1.95,0.65,0.00,0.00,-1.25,-1.25,3.12,2.99,106.50,40.11,0.08,0.98,0.00,0.00,1.67,-52.15,5.86,-51.78,124026.00,-4492.00,2073442.00,2785843.00,0.84,0.07,0.62,0.85,-0.15,0.64,1,1
46,2.389,0.12,-0.04,-0.06,0.34,0.24,-0.00,-0.00,-1.25,-1.25,1.25,0.15,123.14,52.02,0.00,0.41,0.00,0.00,1.73,-52.14,11.90,-49.23,124026.00,-4472.00,2073442.00,2785843.00,0.84,0.03,0.64,0.68,0.22,0.59,1,1
47,2.442,0.13,-0.06,-0.01,-0.66,0.60,-0.00,-0.00,-1.25,-1.25,-1.76,-0.20,89.52,82.39,0.00,0.25,0.00,0.00,1.64,-52.15,16.46,-45.03,124026.00,-4459.00,2073442.00,2785843.00,0.85,0.05,0.63,0.68,0.21,0.71,1,1
48,2.491,0.13,0.06,-0.01,0.34,-0.55,-0.00,0.00,-1.25,-1.25,1.47,-0.70,107.03,54.24,0.14,0.39,0.00,0.00,1.71,-52.18,21.92,-42.26,124033.00,-4439.00,2073442.00,2785843.00,0.85,0.03,0.63,0.68,0.13,0.73,1,1
49,2.54,0.12,-0.01,0.02,-0.84,0.01,-0.00,0.00,-1.25,-1.25,0.88,0.43,65.00,54.91,0.00,0.62,0.00,0.00,1.76,-52.16,25.17,-39.52,124033.00,-4408.00,2073442.00,2785843.00,0.86,0.05,0.61,0.68,0.34,0.75,1,1
50,2.594,0.14,-0.01,-0.00,-0.45,-0.24,-0.00,-0.00,-1.25,-1.25,0.31,0.37,42.46,42.80,-2.04,-0.92,0.00,0.00,1.77,-52.14,27.29,-37.38,123931.00,-4454.00,2073442.00,2785843.00,0.85,0.05,0.62,0.68,0.24,0.72,1,1
51,2.643,0.12,-0.01,-0.00,-0.26,-0.08,0.00,0.00,-1.25,-1.25,-0.15,0.36,29.02,38.92,-0.02,-0.12,0.00,0.00,1.76,-52.13,28.77,-35.39,123930.00,-4460.00,2073442.00,2785843.00,0.86,0.04,0.63,0.64,0.32,0.76,1,1
52,2.696,0.13,-0.01,-0.01,-0.01,0.10,-0.00,-0.00,-1.25,-1.25,-0.63,-0.30,28.27,44.18,-0.18,-0.35,0.00,0.00,1.73,-52.14,30.22,-33.14,123921.00,-4478.00,2073442.00,2785843.00,0.85,0.03,0.63,0.61,0.31,0.80,1,1
53,2.746,0.12,-0.15,0.02,-0.06,-0.13,0.00,-0.00,-1.25,-1.25,-8.55,0.80,25.08,37.32,1.54,-0.38,0.00,0.00,1.29,-52.10,31.52,-31.20,124001.00,-4498.00,2073442.00,2785843.00,0.86,-0.13,0.60,0.61,0.53,0.76,1,1
54,2.795,0.12,0.31,0.02,-1.05,-0.34,-0.00,0.00,-1.25,-1.25,7.01,1.63,-28.29,20.21,0.00,-0.33,0.00,0.00,1.65,-52.02,30.08,-30.17,124001.00,-4515.00,2073442.00,2785843.00,0.85,0.07,0.62,0.52,0.45,0.60,1,1
55,2.847,0.12,-0.17,-0.04,-0.17,-0.31,-0.00,0.00,-1.25,-1.25,-1.58,-0.15,-36.76,4.81,-0.04,0.26,0.00,0.00,1.57,-52.02,28.24,-29.93,123999.00,-4502.00,2073442.00,2785843.00,0.85,0.01,0.62,0.54,0.38,0.77,1,1
56,2.897,0.12,-0.01,0.01,0.04,-0.01,0.00,-0.00,-1.25,-1.25,-2.11,0.19,-34.52,4.27,0.02,-0.63,0.00,0.00,1.46,-52.01,26.48,-29.71,124000.00,-4534.00,2073442.00,2785843.00,0.85,0.05,0.62,0.58,0.38,0.78,1,1
57,2.95,0.11,-0.01,-0.00,0.14,0.01,-0.00,0.00,-1.25,-1.25,-2.42,0.10,-27.40,4.67,-0.02,-0.54,0.00,0.00,1.34,-52.01,25.11,-29.48,123999.00,-4561.00,2073442.00,2785843.00,0.85,0.03,0.63,0.54,0.36,0.82,1,1
58,2.999,0.13,0.04,-0.01,0.15,-0.10,-0.00,0.00,-1.25,-1.25,-0.26,-0.40,-19.73,-0.33,-0.15,-0.38,0.00,0.00,1.32,-52.03,24.08,-29.49,123991.00,-4581.00,2073442.00,2785843.00,0.85,0.03,0.62,0.56,0.35,0.82,1,1
59,3.049,0.13,-0.06,0.00,0.03,0.04,0.00,-0.00,-1.25,-1.25,-3.15,-0.25,-18.28,1.83,0.18,-1.02,0.00,0.00,1.16,-52.04,23.15,-29.40,124000.00,-4633.00,2073442.00,2785843.00,0.85,0.04,0.62,0.55,0.33,0.81,1,1
60,3.102,0.12,0.03,-0.01,0.14,0.11,-0.00,0.00,-1.25,-1.25,-1.89,-0.50,-11.28,7.35,0.12,-0.70,0.00,0.00,1.07,-52.07,22.59,-29.03,124006.00,-4668.00,2073442.00,2785843.00,0.85,0.02,0.62,0.56,0.33,0.81,1,1
61,3.151,0.14,0.01,0.02,-0.03,-0.07,-0.00,0.00,-1.25,-1.25,-1.21,0.49,-12.77,3.88,0.00,-0.34,0.00,0.00,1.01,-52.04,21.95,-28.84,124006.00,-4685.00,2073442.00,2785843.00,0.85,0.03,0.62,0.54,0.32,0.83,1,1
62,3.2,0.09,-0.00,-0.01,0.14,0.04,-0.00,0.00,-1.25,-1.25,-1.37,0.12,-5.54,5.81,-0.04,-0.28,0.00,0.00,0.94,-52.04,21.67,-28.55,124004.00,-4699.00,2073442.00,2785843.00,0.84,0.02,0.62,0.54,0.33,0.82,1,1
63,3.253,0.10,0.02,-0.01,0.05,-0.11,0.00,0.00,-1.25,-1.25,-0.59,-0.14,-2.86,0.18,-0.02,-0.10,0.00,0.00,0.91,-52.04,21.52,-28.54,124003.00,-4704.00,2073442.00,2785843.00,0.85,0.02,0.63,0.53,0.32,0.82,1,1
64,3.302,0.14,0.01,-0.01,-0.01,-0.03,0.00,0.00,-1.25,-1.25,-0.18,-0.47,-3.61,-1.41,0.00,-0.04,0.00,0.00,0.90,-52.07,21.34,-28.61,124003.00,-4706.00,2073442.00,2785843.00,0.85,0.03,0.63,0.54,0.33,0.84,1,1
65,3.352,0.15,0.00,0.00,0.01,0.02,0.00,0.00,-1.25,-1.25,-0.04,-0.43,-3.16,-0.19,0.00,-0.02,0.00,0.00,0.90,-52.09,21.18,-28.62,124003.00,-4707.00,2073442.00,2785843.00,0.85,0.02,0.63,0.53,0.33,0.83,1,1
66,3.401,0.10,0.00,0.00,-0.01,0.05,0.00,0.00,-1.25,-1.25,0.17,-0.30,-3.65,2.23,0.00,0.00,0.00,0.00,0.91,-52.10,21.00,-28.51,124003.00,-4707.00,2073442.00,2785843.00,0.85,0.03,0.63,0.55,0.32,0.82,0,1
67,3.454,0.11,0.00,0.00,-0.08,0.02,0.00,0.00,-1.25,-1.25,0.38,-0.24,-7.52,3.32,0.00,0.00,0.00,0.00,0.92,-52.12,20.63,-28.34,124003.00,-4707.00,2073442.00,2785843.00,0.86,0.02,0.62,0.55,0.32,0.81,0,1
68,3.503,0.13,-0.00,-0.01,-0.09,0.04,0.00,0.00,-1.25,-1.25,0.28,-0.49,-11.86,5.09,0.00,0.00,0.00,0.00,0.94,-52.14,20.04,-28.09,124003.00,-4707.00,2073442.00,2785843.00,0.86,0.02,0.63,0.55,0.32,0.83,0,1
69,3.553,0.12,-0.01,0.01,0.03,0.06,0.00,0.00,-1.25,-1.25,-0.33,0.24,-10.41,8.07,-0.02,0.04,0.00,0.00,0.92,-52.13,19.51,-27.68,124002.00,-4705.00,2073442.00,2785843.00,0.85,0.03,0.62,0.53,0.31,0.85,1,1
70,3.601,0.12,0.01,-0.01,0.01,-0.06,-0.00,-0.00,-1.25,-1.25,0.21,-0.12,-9.84,4.87,-0.10,0.00,0.00,0.00,0.93,-52.13,19.02,-27.44,123997.00,-4705.00,2073442.00,2785843.00,0.85,0.03,0.62,0.52,0.30,0.85,1,1
71,3.654,0.13,-0.01,-0.00,0.01,-0.06,0.00,-0.00,-1.25,-1.25,-0.11,-0.29,-9.33,1.76,-0.02,0.00,0.00,0.00,0.93,-52.15,18.56,-27.35,123996.00,-4705.00,2073442.00,2785843.00,0.86,0.01,0.63,0.52,0.30,0.84,1,1
72,3.704,0.10,-0.00,0.01,0.00,-0.05,-0.00,-0.00,-1.25,-1.25,-0.18,0.41,-9.08,-0.68,-0.04,0.00,0.00,0.00,0.92,-52.13,18.10,-27.39,123994.00,-4705.00,2073442.00,2785843.00,0.85,0.03,0.63,0.54,0.28,0.84,1,1
73,3.753,0.14,0.00,-0.01,0.04,0.06,0.00,-0.00,-1.25,-1.25,-0.06,-0.06,-7.05,2.28,0.00,0.00,0.00,0.00,0.91,-52.13,17.74,-27.27,123994.00,-4705.00,2073442.00,2785843.00,0.85,0.03,0.62,0.54,0.30,0.84,0,1
74,3.806,0.14,-0.00,-0.02,0.01,0.05,0.00,-0.00,-1.25,-1.25,-0.07,-0.86,-6.71,5.02,0.00,0.00,0.00,0.00,0.91,-52.17,17.40,-27.01,123994.00,-4705.00,2073442.00,2785843.00,0.85,0.01,0.62,0.52,0.31,0.86,0,1
75,3.855,0.10,-0.01,0.01,0.03,0.03,0.00,-0.00,-1.25,-1.25,-0.46,-0.15,-5.08,6.67,0.00,0.00,0.00,0.00,0.89,-52.18,17.15,-26.68,123994.00,-4705.00,2073442.00,2785843.00,0.85,0.03,0.62,0.52,0.29,0.84,0,1
76,3.904,0.13,0.00,-0.01,-0.05,-0.01,0.00,-0.00,-1.25,-1.25,-0.43,-0.47,-7.29,6.35,0.00,0.00,0.00,0.00,0.87,-52.21,16.79,-26.37,123994.00,-4705.00,2073442.00,2785843.00,0.86,0.02,0.62,0.52,0.29,0.84,0,1
77,3.954,0.12,-0.02,0.00,0.05,0.03,0.00,-0.00,-1.25,-1.25,-1.21,-0.27,-4.55,7.92,0.00,0.00,0.00,0.00,0.80,-52.22,16.56,-25.96,123994.00,-4705.00,2073442.00,2785843.00,0.86,0.02,0.62,0.52,0.29,0.85,0,1
78,4.007,0.12,-0.00,0.00,0.01,0.02,0.00,-0.00,-1.25,-1.25,-1.36,-0.17,-3.95,8.91,0.00,0.00,0.00,0.00,0.74,-52.23,16.36,-25.53,123994.00,-4705.00,2073442.00,2785843.00,0.85,0.02,0.63,0.50,0.29,0.88,0,1
79,4.056,0.14,-0.00,-0.01,0.00,-0.12,0.00,-0.00,-1.25,-1.25,-1.41,-0.82,-3.89,2.76,-0.10,0.00,0.00,0.00,0.67,-52.27,16.17,-25.39,123989.00,-4705.00,2073442.00,2785843.00,0.86,0.02,0.63,0.49,0.29,0.88,1,1
80,4.105,0.14,0.00,0.00,0.08,-0.09,0.00,-0.00,-1.25,-1.25,-1.18,-0.67,0.42,-1.97,0.21,-0.02,0.00,0.00,0.61,-52.30,16.19,-25.49,124000.00,-4706.00,2073442.00,2785843.00,0.86,0.02,0.63,0.50,0.30,0.85,1,1
81,4.154,0.14,0.02,0.00,0.02,0.01,-0.00,0.00,-1.25,-1.25,-0.00,-0.55,1.51,-1.72,0.00,0.00,0.00,0.00,0.61,-52.33,16.27,-25.58,124000.00,-4706.00,2073442.00,2785843.00,0.85,0.02,0.63,0.51,0.29,0.87,0,1
82,4.204,0.13,0.01,0.01,-0.05,0.05,-0.00,0.00,-1.25,-1.25,0.26,-0.28,-0.73,0.94,0.00,0.02,0.00,0.00,0.62,-52.34,16.23,-25.53,124000.00,-4705.00,2073442.00,2785843.00,0.85,0.02,0.63,0.51,0.29,0.87,1,1
83,4.257,0.13,-0.01,0.00,0.01,-0.01,-0.00,-0.00,-1.25,-1.25,-0.17,-0.12,-0.25,0.24,0.00,0.00,0.00,0.00,0.61,-52.35,16.22,-25.52,124000.00,-4705.00,2073442.00,2785843.00,0.85,0.02,0.63,0.52,0.29,0.86,0,1
84,4.306,0.13,0.00,-0.00,-0.07,0.01,-0.00,-0.00,-1.25,-1.25,-0.14,-0.26,-3.81,0.59,0.00,0.00,0.00,0.00,0.60,-52.36,16.03,-25.49,124000.00,-4705.00,2073442.00,2785843.00,0.85,0.02,0.63,0.51,0.29,0.88,0,1
85,4.359,0.15,-0.00,-0.00,-0.06,-0.02,-0.00,-0.00,-1.25,-1.25,-0.30,-0.50,-6.84,-0.46,0.00,-0.02,0.00,0.00,0.59,-52.39,15.69,-25.51,124000.00,-4706.00,2073442.00,2785843.00,0.86,0.02,0.63,0.51,0.28,0.86,1,1
86,4.409,0.13,0.00,0.01,0.01,-0.01,-0.00,-0.00,-1.25,-1.25,-0.13,-0.03,-6.11,-1.16,0.00,-0.12,0.00,0.00,0.58,-52.39,15.37,-25.57,124000.00,-4712.00,2073442.00,2785843.00,0.85,0.02,0.62,0.51,0.28,0.85,1,1
87,4.461,0.13,0.01,-0.00,-0.06,-0.07,-0.00,0.00,-1.25,-1.25,0.60,-0.21,-9.10,-4.87,0.00,-0.02,0.00,0.00,0.61,-52.40,14.90,-25.82,124000.00,-4713.00,2073442.00,2785843.00,0.85,0.02,0.62,0.51,0.28,0.87,1,1
88,4.51,0.13,0.00,0.01,0.00,-0.04,-0.00,0.00,-1.25,-1.25,0.82,0.07,-8.90,-6.77,0.00,0.00,0.00,0.00,0.65,-52.40,14.46,-26.16,124000.00,-4713.00,2073442.00,2785843.00,0.85,0.02,0.62,0.53,0.26,0.85,0,1
89,4.56,0.16,0.01,-0.01,0.11,0.11,-0.00,0.00,-1.25,-1.25,1.17,-0.51,-3.43,-1.42,-0.02,0.00,0.00,0.00,0.71,-52.42,14.29,-26.23,123999.00,-4713.00,2073442.00,2785843.00,0.84,0.01,0.62,0.50,0.27,0.88,1,1
