,Time,Force,L_pitchAcc,L_yawAcc,L_surgeAcc,L_rollAcc,L_pitchVel,L_yawVel,L_surgeVel,L_rollVel,L_pitch,L_yaw,L_surge,L_roll,L_x,L_y,L_z,L_motion,R_pitchAcc,R_yawAcc,R_surgeAcc,R_rollAcc,R_pitchVel,R_yawVel,R_surgeVel,R_rollVel,R_pitch,R_yaw,R_surge,R_roll,R_x,R_y,R_z,R_motion
0,0.8647713661193848,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.87,-50.97,6.62,-46.23,0.00,-1.00,-7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
1,0.9166464805603027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.97,-0.80,-1.94,-1.28,0.00,0.07,0.10,0.00,-5.70,-51.00,6.54,-46.29,-5.00,2.00,-3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
2,0.9683723449707031,0.00,-0.01,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,3.17,-0.72,-1.78,-1.41,0.00,0.00,0.02,0.02,-5.53,-51.04,6.44,-46.36,-5.00,2.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1
3,1.0292034149169922,0.00,-0.01,0.00,0.00,0.01,0.00,-0.00,-0.00,-0.00,2.68,-0.50,-1.59,-0.82,-0.04,-0.07,0.00,0.00,-5.38,-51.07,6.35,-46.41,-7.00,-2.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
4,1.0900907516479492,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,2.70,-0.57,-1.54,-0.81,-0.13,-0.13,0.00,0.00,-5.23,-51.10,6.27,-46.46,-14.00,-9.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
5,1.1419529914855957,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,2.93,-0.37,-1.49,-0.95,-0.14,-0.07,0.00,0.00,-5.06,-51.12,6.18,-46.51,-22.00,-13.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
6,1.2028357982635498,0.00,-0.00,-0.01,0.00,0.00,0.00,-0.00,-0.00,-0.00,2.78,-0.74,-1.47,-0.93,-0.05,-0.22,0.00,0.00,-4.90,-51.16,6.10,-46.56,-25.00,-26.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
7,1.2538018226623535,0.00,-0.02,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,1.87,-0.59,-1.28,-1.01,0.00,-0.02,0.00,0.00,-4.79,-51.20,6.02,-46.62,-25.00,-27.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
8,1.3156068325042725,0.00,0.01,0.01,-0.00,0.00,0.00,0.00,-0.00,-0.00,2.29,-0.30,-1.38,-0.96,0.00,0.00,0.00,0.00,-4.66,-51.22,5.95,-46.68,-25.00,-27.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
9,1.3664283752441406,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,2.28,-0.47,-1.28,-0.81,-0.14,0.18,0.00,0.00,-4.53,-51.24,5.87,-46.72,-33.00,-17.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
10,1.428269386291504,0.00,-0.00,-0.01,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,2.07,-0.93,-1.21,-0.91,-0.18,0.14,0.00,0.00,-4.42,-51.29,5.81,-46.77,-43.00,-9.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
11,1.4890599250793457,0.00,0.00,0.01,-0.00,0.00,0.00,-0.00,-0.00,-0.00,2.13,-0.63,-1.42,-0.75,-0.05,0.07,0.00,0.00,-4.29,-51.33,5.72,-46.82,-46.00,-5.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
12,1.5408906936645508,0.00,0.01,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,2.46,-0.38,-1.30,-0.79,-0.05,0.00,0.00,0.00,-4.15,-51.35,5.65,-46.86,-49.00,-5.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
13,1.601773738861084,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,2.24,-0.27,-1.11,-0.78,0.00,0.02,0.00,0.00,-4.03,-51.37,5.59,-46.91,-49.00,-4.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
14,1.6527340412139893,0.00,-0.00,-0.01,-0.01,0.00,0.00,-0.00,-0.00,-0.00,1.97,-0.66,-1.39,-0.77,0.00,0.00,0.00,0.00,-3.92,-51.40,5.51,-46.95,-49.00,-4.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
15,1.7145330905914307,0.00,0.00,0.01,0.00,0.00,0.00,-0.00,-0.00,-0.00,2.23,-0.34,-1.18,-0.74,0.00,-0.05,0.00,0.00,-3.79,-51.42,5.44,-46.99,-49.00,-7.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
16,1.76531982421875,0.00,0.00,-0.01,-0.00,-0.00,0.00,0.00,-0.00,-0.00,2.27,-0.69,-1.21,-0.86,0.00,-0.04,0.00,0.00,-3.66,-51.46,5.37,-47.04,-49.00,-9.00,-2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0
17,1.8272216320037842,0.00,0.10,0.01,-0.04,-0.00,0.00,-0.00,-0.00,-0.00,8.19,0.07,-3.33,-0.92,0.04,-0.05,0.04,0.00,-3.19,-51.46,5.18,-47.09,-47.00,-12.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
18,1.8879926204681396,0.00,-0.12,-0.02,-0.15,-0.01,-0.00,0.00,0.00,-0.00,1.11,-0.96,-11.97,-1.36,-0.04,-0.02,0.04,-0.75,-3.13,-51.51,4.50,-47.17,-49.00,-13.00,8.00,-41.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
19,1.939849853515625,0.00,0.00,0.03,0.17,0.01,-0.01,-0.01,0.00,0.01,1.30,0.95,-1.87,-0.97,-0.88,-0.58,0.10,-0.46,-3.05,-51.46,4.39,-47.23,-101.00,-47.00,14.00,-68.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
20,2.0007379055023193,0.00,0.02,-0.05,0.12,0.00,-0.21,-0.00,-0.01,-0.02,2.22,-1.95,4.72,-0.82,-12.70,-0.75,-0.47,-1.70,-2.93,-51.57,4.66,-47.27,-825.00,-90.00,-13.00,-165.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
21,2.0626139640808105,0.00,-0.02,0.03,-0.13,0.03,0.13,-0.00,0.01,0.03,1.11,-0.06,-2.91,0.84,-4.85,-0.93,-0.02,0.00,-2.86,-51.57,4.49,-47.22,-1116.00,-146.00,-14.00,-165.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
22,2.1233627796173096,0.00,0.04,0.01,0.06,-0.03,0.08,0.01,-0.00,0.03,3.19,0.50,0.67,-0.99,-0.20,-0.17,-0.17,0.15,-2.67,-51.54,4.53,-47.28,-1128.00,-156.00,-24.00,-156.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
23,2.175192356109619,0.00,0.04,0.00,-0.02,0.02,0.00,0.00,0.00,-0.00,5.39,0.59,-0.62,0.14,-0.08,0.00,0.10,0.05,-2.35,-51.51,4.49,-47.27,-1133.00,-156.00,-18.00,-153.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
24,2.236034870147705,0.00,-0.09,0.01,0.01,-0.03,-0.00,0.00,-0.00,-0.00,0.18,1.02,-0.30,-1.47,-0.22,0.26,-0.09,-0.09,-2.34,-51.45,4.47,-47.36,-1146.00,-141.00,-23.00,-158.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
25,2.297938585281372,0.00,0.08,-0.02,0.01,0.03,0.00,-0.01,0.00,0.00,4.64,-0.19,0.57,0.14,0.03,-0.24,0.00,-0.02,-2.07,-51.46,4.51,-47.35,-1144.00,-155.00,-23.00,-159.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
26,2.3587677478790283,0.00,-0.03,0.02,-0.06,-0.03,-0.02,-0.01,0.00,0.00,3.00,1.09,-2.78,-1.86,-1.02,-0.56,1.64,-0.02,-1.89,-51.40,4.34,-47.46,-1204.00,-188.00,74.00,-160.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
27,2.4105641841888428,0.00,0.01,-0.02,0.03,0.01,-0.07,0.01,-0.02,-0.00,3.73,-0.23,-1.02,-1.32,-5.25,-0.08,0.39,-0.07,-1.67,-51.41,4.28,-47.54,-1514.00,-193.00,97.00,-164.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
28,2.4714856147766113,0.00,-0.04,0.01,0.02,0.03,0.05,-0.00,-0.00,0.00,1.24,0.18,0.47,0.21,-2.53,-0.37,0.10,0.22,-1.60,-51.40,4.31,-47.52,-1666.00,-215.00,103.00,-151.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
29,2.5332672595977783,0.00,0.05,-0.01,0.01,-0.03,-0.03,0.01,-0.00,-0.00,4.07,-0.49,0.81,-1.70,-4.36,0.19,0.07,0.02,-1.36,-51.43,4.36,-47.62,-1919.00,-204.00,107.00,-150.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
30,2.59421968460083,0.00,-0.03,0.01,0.09,0.02,-0.02,0.02,0.00,-0.00,2.40,-0.02,6.06,-0.52,-5.27,1.14,0.10,0.00,-1.22,-51.43,4.71,-47.65,-2230.00,-137.00,113.00,-150.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
31,2.6459357738494873,0.00,-0.01,-0.00,-0.16,0.00,0.08,-0.01,-0.00,-0.00,1.52,-0.07,-3.39,-0.41,-0.46,0.69,-0.12,0.07,-1.13,-51.43,4.51,-47.68,-2257.00,-96.00,106.00,-146.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
32,2.7068121433258057,0.00,-0.02,0.01,-0.07,0.01,0.01,-0.01,-0.00,-0.00,0.38,0.57,-7.68,0.29,0.02,0.10,-0.33,-0.12,-1.11,-51.40,4.05,-47.66,-2256.00,-90.00,86.00,-153.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
33,2.7686073780059814,0.00,0.12,0.04,0.14,-0.05,0.02,0.01,-0.05,0.01,7.43,2.90,0.55,-2.68,1.28,0.88,-3.09,0.34,-0.68,-51.23,4.08,-47.82,-2182.00,-39.00,-93.00,-133.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
34,2.819620132446289,0.00,-0.09,0.01,-0.14,0.05,0.14,0.02,-0.12,-0.03,2.49,3.70,-7.37,0.45,9.26,2.12,-9.95,-1.41,-0.53,-51.01,3.66,-47.79,-1645.00,84.00,-670.00,-215.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
35,2.8813085556030273,0.00,-0.01,-0.02,0.08,-0.03,0.06,-0.01,-0.12,-0.02,1.71,2.42,-2.63,-1.13,12.62,1.31,-16.67,-2.81,-0.43,-50.87,3.50,-47.86,-913.00,160.00,-1637.00,-378.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
36,2.9421448707580566,0.00,-0.10,0.04,-0.16,0.00,0.16,-0.01,-0.22,-0.01,-4.50,5.08,-12.19,-1.03,22.21,0.80,-29.89,-3.41,-0.71,-50.56,2.76,-47.92,442.00,209.00,-3460.00,-586.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
37,3.003978729248047,0.00,-0.12,0.02,-0.05,0.05,0.25,-0.00,-0.06,0.05,-11.85,6.54,-15.30,1.89,37.00,0.75,-33.52,-0.28,-1.42,-50.17,1.84,-47.81,2662.00,254.00,-5471.00,-603.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
38,3.0649633407592773,0.00,-0.13,0.12,0.08,0.04,0.19,-0.01,-0.26,-0.07,-19.64,13.91,-10.35,4.12,48.49,-0.05,-49.48,-4.49,-2.62,-49.32,1.21,-47.55,5620.00,251.00,-8489.00,-877.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
39,3.12666654586792,0.00,-0.16,0.03,-0.21,-0.07,0.49,-0.01,-0.04,0.03,-29.32,15.50,-23.03,-0.39,78.30,-0.66,-52.02,-2.39,-4.41,-48.38,-0.19,-47.58,10396.00,211.00,-11662.00,-1023.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
40,3.187636613845825,0.00,0.02,-0.02,0.12,0.18,0.09,0.01,-0.04,0.03,-28.13,13.97,-15.61,11.00,83.75,0.06,-54.83,-0.44,-6.18,-47.50,-1.18,-46.89,15672.00,215.00,-15116.00,-1051.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
41,3.2493574619293213,0.00,0.05,-0.03,0.02,-0.06,0.05,0.01,-0.29,0.04,-25.24,12.33,-14.14,7.20,86.79,0.90,-72.61,1.87,-7.74,-46.73,-2.05,-46.44,21053.00,271.00,-19618.00,-935.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
42,3.310305595397949,0.00,0.14,-0.09,0.05,0.04,-0.03,0.00,-0.78,0.03,-16.66,6.79,-10.79,9.50,85.18,1.08,-120.20,3.75,-8.76,-46.32,-2.71,-45.86,26249.00,337.00,-26950.00,-706.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
43,3.371999979019165,0.00,0.13,-0.03,-0.02,0.04,0.01,-0.01,0.74,0.00,-8.77,4.92,-12.29,11.70,86.08,0.66,-75.03,3.97,-9.29,-46.02,-3.46,-45.15,31500.00,377.00,-31527.00,-464.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
44,3.432837724685669,0.00,0.08,0.07,0.09,0.01,-0.28,0.00,-0.07,-0.06,-4.05,8.99,-6.88,12.42,68.74,0.72,-79.16,0.31,-9.54,-45.47,-3.88,-44.39,35693.00,421.00,-36356.00,-445.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
45,3.4948134422302246,0.00,-0.01,0.04,0.04,-0.02,-0.18,0.00,0.55,-0.03,-4.36,11.19,-4.60,11.40,58.08,0.83,-46.12,-1.42,-9.80,-44.80,-4.16,-43.70,39178.00,471.00,-39123.00,-530.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
46,3.5565035343170166,0.00,-0.01,0.09,0.08,0.07,-0.07,-0.01,0.16,0.04,-5.09,16.49,0.23,15.67,53.95,0.21,-36.19,0.98,-10.12,-43.78,-4.14,-42.73,42523.00,484.00,-41367.00,-469.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
47,3.617372751235962,0.00,-0.02,-0.04,0.03,-0.01,0.02,0.01,-0.27,-0.03,-6.36,14.38,2.13,15.35,54.92,1.08,-52.65,-0.83,-10.50,-42.91,-4.01,-41.81,45818.00,549.00,-44526.00,-519.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
48,3.6791772842407227,0.00,-0.01,-0.00,0.12,-0.01,-0.04,0.00,0.18,-0.03,-7.15,14.26,9.62,14.59,52.67,1.37,-41.05,-2.97,-10.95,-42.02,-3.41,-40.89,49136.00,635.00,-47112.00,-706.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
49,3.7401649951934814,0.00,-0.02,0.02,0.04,-0.01,0.03,0.00,0.20,0.07,-8.29,15.36,11.80,14.25,54.49,1.46,-28.56,1.59,-11.46,-41.08,-2.69,-40.02,52460.00,724.00,-48854.00,-609.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
50,3.801456928253174,0.00,0.07,-0.02,0.04,0.04,-0.01,-0.00,-0.43,-0.04,-4.27,14.10,14.02,16.90,53.90,1.25,-54.69,-0.85,-11.72,-40.22,-1.83,-38.99,55748.00,800.00,-52190.00,-661.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
51,3.863316297531128,0.00,-0.05,0.12,-0.01,-0.01,0.00,-0.01,0.23,0.01,-7.52,21.79,13.53,16.38,54.11,0.77,-40.18,0.05,-12.18,-38.87,-0.99,-37.98,59103.00,848.00,-54681.00,-658.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
52,3.9241256713867188,0.00,-0.01,-0.02,0.02,0.10,-0.01,0.00,0.14,-0.01,-8.27,20.75,14.75,22.33,53.58,0.97,-31.32,-0.37,-12.70,-37.58,-0.08,-36.59,62425.00,908.00,-56623.00,-681.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
53,3.9860732555389404,0.00,0.03,0.01,0.07,-0.03,0.01,-0.01,-0.07,-0.00,-6.49,21.30,18.85,20.58,53.98,0.34,-35.66,-0.61,-13.09,-36.28,1.07,-35.34,65718.00,929.00,-58798.00,-718.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
54,4.046827077865601,0.00,0.08,-0.10,-0.04,-0.09,-0.01,-0.01,-0.24,-0.01,-1.61,15.21,16.49,14.94,53.16,-0.07,-50.38,-0.93,-13.19,-35.35,2.08,-34.43,68961.00,925.00,-61871.00,-775.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
55,4.108775854110718,0.00,0.03,-0.04,0.04,-0.01,-0.25,-0.00,0.21,-0.00,0.57,12.45,18.94,14.14,37.25,-0.11,-36.84,-0.94,-13.15,-34.57,3.27,-33.54,71308.00,918.00,-64192.00,-834.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
56,4.1704676151275635,0.00,0.02,0.03,0.05,0.02,-0.41,0.00,0.22,0.03,1.51,14.25,21.78,15.17,12.02,0.00,-23.31,0.69,-13.06,-33.69,4.62,-32.59,72053.00,918.00,-65637.00,-791.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
57,4.2309346199035645,0.00,0.02,0.04,-0.07,0.01,-0.02,0.00,-0.03,-0.00,2.81,16.81,17.55,15.97,10.97,-0.07,-25.22,0.50,-12.89,-32.68,5.67,-31.64,72711.00,914.00,-67150.00,-761.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
58,4.292849540710449,0.00,-0.03,0.02,0.01,0.01,0.06,-0.00,-0.12,0.01,1.22,17.74,18.42,16.68,14.52,-0.10,-32.61,0.92,-12.82,-31.60,6.80,-30.62,73597.00,908.00,-69139.00,-705.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
59,4.354599952697754,0.00,-0.09,0.07,-0.01,0.02,0.16,-0.00,0.06,-0.02,-4.31,21.82,18.02,17.95,24.49,-0.13,-29.05,0.00,-13.08,-30.26,7.90,-29.52,75091.00,900.00,-70911.00,-705.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
60,4.415473937988281,0.00,0.02,-0.00,0.02,-0.01,0.02,-0.00,-0.00,-0.02,-3.00,21.72,19.26,17.61,25.84,-0.16,-29.16,-1.57,-13.26,-28.94,9.07,-28.45,76667.00,890.00,-72690.00,-801.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
61,4.477272987365723,0.00,-0.03,-0.07,-0.13,-0.10,0.03,-0.00,-0.21,0.03,-4.62,17.32,10.96,11.22,27.57,-0.21,-42.08,0.52,-13.55,-27.85,9.76,-27.74,78404.00,877.00,-75341.00,-768.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
62,4.5382537841796875,0.00,-0.03,-0.09,-0.00,-0.05,-0.10,0.00,0.17,-0.00,-6.65,11.91,10.96,7.90,21.24,-0.15,-31.35,0.31,-13.97,-27.11,10.44,-27.25,79721.00,868.00,-77285.00,-749.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
63,4.600003242492676,0.00,-0.01,-0.09,0.05,-0.08,-0.19,0.00,0.24,-0.00,-7.37,6.50,13.76,3.31,9.77,-0.08,-16.72,0.30,-14.42,-26.71,11.28,-27.05,80317.00,863.00,-78305.00,-731.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
64,4.660784959793091,0.00,-0.00,-0.04,-0.16,-0.04,-0.10,0.00,0.19,-0.01,-7.50,3.90,4.08,0.60,3.71,-0.06,-5.15,-0.11,-14.88,-26.47,11.53,-27.01,80547.00,859.00,-78624.00,-738.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
65,4.722657203674316,0.00,-0.04,0.03,0.17,-0.03,-0.05,-0.00,0.05,0.00,-9.70,5.48,14.25,-1.35,0.79,-0.07,-2.28,-0.03,-15.47,-26.14,12.40,-27.10,80595.00,855.00,-78763.00,-740.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
66,4.783596515655518,0.00,-0.00,-0.00,0.09,-0.02,-0.01,-0.00,0.04,0.00,-9.96,5.39,19.97,-2.51,0.30,-0.13,0.05,-0.03,-16.08,-25.81,13.62,-27.25,80613.00,847.00,-78760.00,-742.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
67,4.845322370529175,0.00,-0.06,0.03,0.17,-0.04,-0.00,0.00,0.16,-0.01,-13.53,7.49,30.58,-4.80,0.20,-0.11,9.97,-0.70,-16.91,-25.35,15.49,-27.54,80625.00,840.00,-78152.00,-785.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
68,4.9061291217803955,0.00,-0.02,0.01,-0.10,0.00,0.02,0.00,-0.01,0.00,-15.04,8.25,24.09,-4.49,1.34,-0.11,9.44,-0.55,-17.84,-24.84,16.98,-27.82,80708.00,833.00,-77567.00,-819.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
69,4.96801233291626,0.00,0.08,-0.02,-0.23,0.04,0.02,-0.00,-0.27,0.01,-10.52,7.19,10.40,-2.19,2.43,-0.13,-7.05,-0.08,-18.47,-24.41,17.60,-27.95,80854.00,825.00,-77990.00,-824.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
70,5.02941370010376,0.00,0.07,-0.03,-0.08,0.06,-0.04,0.00,0.07,0.00,-6.48,5.56,5.60,1.50,0.23,-0.10,-2.80,0.11,-18.86,-24.07,17.94,-27.86,80868.00,819.00,-78161.00,-817.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
71,5.090275764465332,0.00,0.08,-0.10,-0.05,-0.01,-0.00,0.00,0.07,-0.00,-1.69,-0.29,2.89,1.03,0.00,-0.02,1.15,-0.07,-18.97,-24.09,18.12,-27.80,80868.00,818.00,-78092.00,-821.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
72,5.152248859405518,0.00,0.03,-0.04,-0.00,-0.02,-0.00,0.00,0.13,-0.00,0.06,-2.72,2.85,-0.27,0.00,0.03,9.07,-0.34,-18.96,-24.25,18.29,-27.81,80868.00,820.00,-77539.00,-842.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
73,5.213916063308716,0.00,-0.00,-0.03,-0.06,-0.03,-0.00,0.00,-0.05,0.00,0.02,-4.32,-1.05,-1.98,-0.18,0.05,5.95,-0.07,-18.96,-24.52,18.23,-27.94,80857.00,823.00,-77176.00,-846.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
74,5.274822235107422,0.00,-0.00,-0.05,-0.01,-0.04,-0.01,-0.00,0.12,-0.00,-0.24,-7.61,-1.64,-4.44,-0.89,0.02,13.05,-0.10,-18.98,-24.98,18.13,-28.21,80803.00,824.00,-76380.00,-852.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
75,5.33658766746521,0.00,-0.02,-0.01,-0.03,-0.06,-0.13,-0.00,0.16,-0.01,-1.60,-7.97,-3.71,-8.38,-8.87,-0.03,23.13,-0.59,-19.08,-25.48,17.89,-28.73,80244.00,822.00,-74923.00,-889.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
76,5.397519111633301,0.00,0.11,-0.04,-0.12,-0.11,0.00,0.00,0.38,0.00,5.08,-10.44,-11.02,-15.31,-8.87,-0.02,46.69,-0.31,-18.76,-26.13,17.21,-29.68,79694.00,821.00,-72028.00,-908.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
77,5.459264755249023,0.00,0.05,-0.05,-0.02,0.02,0.11,0.00,0.01,0.01,8.53,-13.74,-12.05,-13.79,-2.03,0.02,47.21,0.43,-18.22,-27.00,16.45,-30.55,79566.00,822.00,-69054.00,-881.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
78,5.521097183227539,0.00,-0.02,0.04,-0.05,0.07,-0.11,0.00,-0.06,-0.02,7.15,-11.29,-15.05,-9.45,-8.37,0.07,43.32,-0.70,-17.79,-27.67,15.55,-31.12,79064.00,826.00,-66455.00,-923.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
79,5.582074165344238,0.00,-0.08,0.06,0.20,0.07,-0.10,0.00,-0.10,0.00,2.04,-7.70,-2.60,-5.09,-14.81,0.10,37.32,-0.42,-17.67,-28.15,15.39,-31.44,78146.00,832.00,-64141.00,-949.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
80,5.642774343490601,0.00,-0.04,0.08,0.09,0.06,0.03,-0.00,0.04,-0.01,-0.47,-2.85,2.69,-1.30,-12.82,-0.03,39.58,-0.90,-17.70,-28.33,15.55,-31.52,77351.00,830.00,-61687.00,-1005.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
81,5.704741954803467,0.00,-0.10,0.09,0.04,0.16,0.03,-0.00,-0.14,0.02,-6.67,2.75,5.25,8.54,-11.03,-0.03,30.95,0.08,-18.10,-28.16,15.87,-31.00,76678.00,828.00,-59799.00,-1000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
82,5.766441822052002,0.00,-0.02,0.02,0.08,0.04,0.05,-0.00,-0.12,0.00,-7.97,4.15,9.97,11.11,-7.89,-0.08,23.49,0.33,-18.59,-27.91,16.48,-30.32,76197.00,823.00,-58366.00,-980.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
83,5.827425003051758,0.00,0.03,0.03,-0.04,0.01,-0.11,0.00,0.15,-0.00,-6.14,6.12,7.86,11.79,-14.37,0.08,32.45,0.10,-18.96,-27.54,16.95,-29.61,75335.00,828.00,-56419.00,-974.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
84,5.889112234115601,0.00,0.04,-0.04,0.02,-0.03,0.07,-0.00,-0.01,-0.00,-3.41,3.97,9.24,9.85,-10.30,-0.02,31.92,0.00,-19.17,-27.30,17.52,-29.01,74707.00,827.00,-54472.00,-974.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
85,5.95009183883667,0.00,0.04,-0.05,0.01,-0.11,0.03,-0.00,0.10,-0.00,-1.13,0.87,10.14,3.38,-8.59,-0.03,37.92,1.07,-19.24,-27.24,18.14,-28.80,74183.00,825.00,-52159.00,-909.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
86,6.011867523193359,0.00,0.00,-0.01,-0.02,0.08,0.02,0.00,-0.02,-0.01,-0.96,0.19,8.75,8.10,-7.26,0.03,36.79,0.57,-19.29,-27.23,18.67,-28.31,73740.00,827.00,-49915.00,-874.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
87,6.062779903411865,0.00,-0.00,0.02,0.04,0.09,-0.00,-0.00,-0.24,-0.01,-1.13,1.63,11.31,13.35,-7.38,0.02,22.12,0.23,-19.36,-27.13,19.35,-27.51,73297.00,828.00,-48588.00,-860.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
88,6.124483346939087,0.00,0.01,0.02,-0.04,0.07,0.01,0.00,-0.25,-0.00,-0.63,2.89,8.95,17.55,-6.69,0.05,6.75,-0.02,-19.40,-26.96,19.90,-26.44,72889.00,831.00,-48176.00,-861.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
