,Time,Force,L_pitchAcc,L_yawAcc,R_pitchAcc,R_yawAcc,L_surgeAcc,L_rollAcc,R_surgeAcc,R_rollAcc,L_pitchVel,L_yawVel,R_pitchVel,R_yawVel,L_surgeVel,L_rollVel,R_surgeVel,R_rollVel,L_pitch,L_yaw,R_pitch,R_yaw,L_surge,L_roll,R_surge,R_roll,R_x,R_y,R_z,L_x,L_y,L_z,L_motion,R_motion
1278,63.903,0.12,-0.05,0.05,0.25,0.05,-0.01,-0.00,-0.00,0.00,-1.74,2.59,8.73,5.43,19.18,-0.35,-3.94,0.12,-22.26,-28.03,11.25,-7.86,-65024.00,338.00,-1405.00,65094.00,0.61,-0.42,0.75,0.26,0.31,0.96,1,1
1279,63.952,0.10,-0.00,0.02,-0.05,0.03,0.00,-0.00,0.00,0.00,-1.84,3.46,6.48,6.96,21.10,-0.53,-3.29,0.16,-22.35,-27.86,11.56,-7.52,-63990.00,312.00,-1566.00,65102.00,0.61,-0.41,0.77,0.17,0.30,0.99,1,1
1280,64.002,0.09,0.03,0.00,-0.19,0.26,-0.01,-0.00,0.00,-0.00,-0.43,3.48,-2.78,19.89,17.37,-0.65,-0.90,0.04,-22.37,-27.69,11.43,-6.55,-63139.00,280.00,-1610.00,65104.00,0.60,-0.45,0.78,0.22,0.31,0.98,1,1
1281,64.051,0.10,0.06,0.06,-0.31,0.01,0.00,0.00,0.00,-0.00,2.77,6.48,-18.31,20.61,17.82,-0.64,-0.52,0.04,-22.23,-27.37,10.51,-5.52,-62248.00,248.00,-1636.00,65106.00,0.61,-0.42,0.77,0.36,0.53,0.93,1,1
1282,64.1,0.11,0.01,0.01,0.35,-0.37,0.01,-0.00,-0.00,0.00,3.35,6.84,-0.98,2.36,22.30,-1.22,-1.54,0.04,-22.07,-27.02,10.46,-5.40,-61133.00,187.00,-1713.00,65108.00,0.59,-0.44,0.74,0.27,0.32,0.94,1,1
1283,64.149,0.12,-0.02,-0.05,0.04,-0.10,0.02,-0.00,-0.00,-0.00,2.55,4.49,0.97,-2.23,29.75,-1.60,-2.77,0.00,-21.94,-26.81,10.51,-5.51,-59705.00,110.00,-1846.00,65108.00,0.60,-0.44,0.76,0.21,0.30,0.96,1,1
1284,64.198,0.10,-0.00,0.01,0.03,0.02,0.00,-0.00,0.00,-0.00,2.42,4.81,2.43,-1.17,30.88,-1.62,-1.82,0.04,-21.82,-26.57,10.63,-5.56,-58161.00,29.00,-1937.00,65110.00,0.60,-0.43,0.76,0.24,0.31,0.97,1,1
1285,64.247,0.09,-0.01,-0.02,-0.03,0.06,-0.00,0.00,0.00,-0.00,1.76,3.92,0.90,1.51,30.08,-1.42,-0.06,0.00,-21.74,-26.38,10.67,-5.49,-56717.00,-39.00,-1940.00,65110.00,0.58,-0.44,0.78,0.21,0.30,0.97,1,1
1286,64.296,0.11,-0.01,0.05,-0.07,-0.07,-0.01,0.00,0.00,-0.00,1.26,6.13,-2.56,-2.08,26.82,-1.04,0.00,0.00,-21.68,-26.08,10.55,-5.59,-55403.00,-90.00,-1940.00,65110.00,0.58,-0.43,0.79,0.24,0.33,0.96,1,1
1287,64.346,0.09,-0.00,-0.02,-0.03,0.07,-0.01,0.00,0.00,-0.00,1.07,4.94,-4.09,1.24,22.16,-0.78,0.39,0.00,-21.62,-25.84,10.35,-5.53,-54317.00,-128.00,-1921.00,65110.00,0.57,-0.44,0.77,0.23,0.30,0.97,1,1
1288,64.395,0.10,0.02,-0.06,0.00,0.22,0.00,-0.00,0.00,-0.00,2.30,2.16,-3.91,12.07,23.34,-0.92,1.84,-0.02,-21.51,-25.73,10.15,-4.93,-53150.00,-174.00,-1829.00,65109.00,0.58,-0.43,0.78,0.32,0.37,0.95,1,1
1289,64.444,0.13,-0.01,0.00,-0.02,-0.04,0.00,-0.00,0.00,-0.00,1.76,2.27,-5.12,9.97,23.38,-1.10,2.14,-0.06,-21.42,-25.62,9.90,-4.43,-51981.00,-229.00,-1722.00,65106.00,0.56,-0.43,0.79,0.14,0.35,0.89,1,1
1290,64.493,0.13,-0.02,-0.04,-0.06,-0.13,-0.00,0.00,-0.00,0.00,0.68,0.46,-7.85,3.72,21.39,-0.90,1.55,0.04,-21.39,-25.59,9.51,-4.25,-50933.00,-273.00,-1646.00,65108.00,0.58,-0.43,0.78,0.23,0.29,1.01,1,1
1291,64.542,0.11,-0.01,0.00,-0.00,-0.04,-0.01,-0.00,-0.00,-0.00,0.19,0.47,-8.03,1.69,18.53,-1.27,1.27,-0.04,-21.38,-25.57,9.12,-4.17,-50025.00,-335.00,-1584.00,65106.00,0.57,-0.45,0.77,0.19,0.27,0.98,1,1
1292,64.591,0.11,0.00,-0.02,0.12,-0.04,-0.00,0.00,-0.00,0.00,0.32,-0.30,-2.10,-0.44,17.22,-1.04,1.18,-0.04,-21.36,-25.59,9.01,-4.19,-49164.00,-387.00,-1525.00,65104.00,0.57,-0.44,0.78,0.20,0.27,0.99,1,1
1293,64.644,0.13,-0.03,0.01,-0.11,-0.09,-0.01,0.00,0.00,-0.00,-0.99,0.01,-7.60,-5.12,14.62,-0.80,1.32,-0.12,-21.41,-25.58,8.63,-4.44,-48433.00,-427.00,-1459.00,65098.00,0.57,-0.44,0.77,0.18,0.26,1.00,1,1
1294,64.694,0.11,-0.01,-0.02,0.25,0.14,-0.00,0.00,-0.00,0.00,-1.31,-1.01,4.59,1.79,13.43,-0.71,0.80,-0.02,-21.48,-25.63,8.86,-4.36,-47775.00,-462.00,-1420.00,65097.00,0.58,-0.44,0.78,0.20,0.27,0.99,1,1
1295,64.743,0.11,-0.00,0.03,-0.02,-0.10,-0.01,0.00,-0.00,-0.00,-1.50,0.36,3.73,-3.18,9.22,-0.57,0.55,-0.06,-21.55,-25.62,9.05,-4.52,-47305.00,-491.00,-1392.00,65094.00,0.58,-0.45,0.77,0.19,0.25,0.99,1,1
1296,64.792,0.10,0.04,-0.01,0.08,0.08,-0.00,0.00,0.00,0.00,0.69,0.03,7.89,0.51,9.00,-0.55,0.71,0.00,-21.52,-25.61,9.44,-4.49,-46864.00,-518.00,-1357.00,65094.00,0.57,-0.45,0.78,0.19,0.27,0.99,1,1
1297,64.837,0.11,0.01,0.01,-0.12,-0.01,-0.00,0.00,0.00,0.00,1.10,0.39,2.21,0.09,7.38,-0.50,1.17,-0.06,-21.47,-25.60,9.54,-4.49,-46510.00,-542.00,-1301.00,65091.00,0.57,-0.45,0.79,0.18,0.27,0.99,1,1
1298,64.887,0.12,0.01,-0.00,-0.05,0.02,-0.00,-0.00,0.00,-0.00,1.41,0.27,-0.24,1.29,7.23,-0.60,1.38,-0.08,-21.40,-25.58,9.53,-4.43,-46163.00,-571.00,-1235.00,65087.00,0.58,-0.44,0.78,0.19,0.27,0.98,1,1
1299,64.935,0.11,0.00,0.01,-0.04,-0.08,0.00,0.00,0.00,0.00,1.41,0.60,-2.23,-2.85,9.33,-0.12,1.82,-0.04,-21.33,-25.55,9.42,-4.57,-45706.00,-577.00,-1146.00,65085.00,0.58,-0.43,0.78,0.18,0.26,1.00,1,1
1300,64.985,0.14,-0.01,0.00,0.05,0.01,0.01,-0.00,0.00,-0.00,0.85,0.73,0.32,-2.14,12.82,-0.33,1.94,-0.14,-21.29,-25.52,9.44,-4.67,-45078.00,-593.00,-1051.00,65078.00,0.58,-0.45,0.78,0.19,0.27,0.99,1,1
1301,65.034,0.11,0.00,-0.01,0.05,-0.07,0.01,-0.00,0.00,0.00,1.08,0.43,2.71,-5.46,17.10,-0.96,2.77,-0.13,-21.23,-25.50,9.57,-4.93,-44257.00,-639.00,-918.00,65072.00,0.56,-0.45,0.78,0.19,0.25,0.98,1,1
1302,65.083,0.10,0.00,-0.00,0.02,0.09,0.00,0.00,0.00,0.00,1.18,0.39,3.63,-1.05,17.30,-0.26,3.20,-0.02,-21.18,-25.48,9.75,-4.99,-43392.00,-652.00,-758.00,65071.00,0.58,-0.44,0.78,0.21,0.27,1.00,1,1
1303,65.133,0.12,-0.01,-0.01,-0.03,-0.04,-0.00,-0.00,-0.00,-0.00,0.59,0.14,2.22,-2.86,15.13,-0.38,2.88,-0.06,-21.15,-25.47,9.85,-5.12,-42666.00,-670.00,-620.00,65068.00,0.58,-0.44,0.77,0.17,0.26,1.00,1,1
1304,65.181,0.11,0.02,-0.01,-0.03,-0.03,0.00,-0.00,-0.00,0.00,1.54,-0.29,0.77,-4.24,17.00,-0.68,2.08,0.00,-21.07,-25.48,9.89,-5.33,-41816.00,-704.00,-516.00,65068.00,0.58,-0.44,0.79,0.18,0.26,1.00,1,1
1305,65.23,0.09,-0.01,0.01,0.01,0.02,-0.00,-0.00,-0.00,0.00,1.20,0.35,1.05,-3.34,15.04,-0.90,1.71,-0.02,-21.01,-25.47,9.94,-5.50,-41079.00,-748.00,-432.00,65067.00,0.58,-0.44,0.78,0.20,0.26,0.99,1,1
1306,65.279,0.13,0.00,-0.00,-0.01,0.06,-0.01,0.00,0.00,-0.00,1.21,0.30,0.43,-0.56,12.25,-0.23,3.15,-0.10,-20.95,-25.45,9.97,-5.52,-40491.00,-759.00,-281.00,65062.00,0.57,-0.44,0.79,0.20,0.27,0.99,1,1
1307,65.329,0.09,-0.01,-0.01,0.02,-0.06,-0.01,-0.00,0.00,0.00,0.91,-0.13,1.19,-3.29,9.31,-0.31,3.51,-0.02,-20.91,-25.46,10.02,-5.69,-40035.00,-774.00,-109.00,65061.00,0.58,-0.45,0.78,0.18,0.26,0.99,1,1
1308,65.378,0.11,0.00,-0.00,0.09,-0.08,-0.00,-0.00,-0.00,-0.00,1.11,-0.37,5.46,-7.30,8.57,-0.43,2.51,-0.10,-20.85,-25.48,10.29,-6.04,-39615.00,-795.00,14.00,65056.00,0.57,-0.45,0.78,0.20,0.27,0.98,1,1
1309,65.427,0.10,-0.00,-0.00,0.02,0.03,-0.00,0.00,-0.00,0.00,1.02,-0.49,6.68,-5.79,8.46,-0.42,1.68,0.02,-20.80,-25.50,10.63,-6.33,-39192.00,-816.00,98.00,65057.00,0.58,-0.44,0.79,0.19,0.27,0.97,1,1
1310,65.476,0.10,-0.01,0.01,0.05,-0.01,0.00,-0.00,-0.00,-0.00,0.61,-0.17,8.93,-6.26,10.58,-0.85,1.27,0.00,-20.77,-25.51,11.05,-6.63,-38684.00,-857.00,159.00,65057.00,0.57,-0.45,0.78,0.21,0.27,0.98,1,1
1311,65.526,0.13,0.01,0.00,-0.08,0.07,-0.00,0.00,-0.00,-0.00,1.00,-0.15,4.98,-2.64,10.39,-0.41,0.76,0.00,-20.73,-25.52,11.30,-6.76,-38175.00,-877.00,196.00,65057.00,0.58,-0.44,0.78,0.20,0.28,0.98,1,1
1312,65.575,0.12,0.00,-0.01,0.08,0.00,-0.00,0.00,-0.00,-0.00,1.07,-0.43,9.07,-2.55,8.04,-0.41,0.27,0.00,-20.67,-25.54,11.74,-6.89,-37781.00,-897.00,209.00,65057.00,0.58,-0.44,0.77,0.23,0.29,0.98,1,1
1313,65.623,0.10,0.00,0.01,-0.13,0.02,-0.00,0.00,-0.00,-0.00,1.20,0.12,2.66,-1.43,7.96,-0.06,0.10,0.00,-20.61,-25.53,11.87,-6.96,-37391.00,-900.00,214.00,65057.00,0.58,-0.44,0.79,0.21,0.29,0.98,1,1
1314,65.668,0.13,0.00,0.00,0.08,0.04,-0.00,-0.00,-0.00,-0.00,1.26,0.12,6.63,0.55,5.98,-0.17,0.00,0.00,-20.55,-25.53,12.19,-6.93,-37104.00,-908.00,214.00,65057.00,0.58,-0.43,0.78,0.23,0.30,0.97,1,0
1315,65.718,0.12,-0.01,-0.00,-0.05,-0.02,-0.00,0.00,-0.00,-0.00,1.01,0.03,4.22,-0.60,4.21,0.00,0.06,0.00,-20.50,-25.53,12.39,-6.96,-36902.00,-908.00,217.00,65057.00,0.57,-0.44,0.77,0.21,0.29,0.99,1,1
1316,65.767,0.11,-0.00,0.01,0.03,0.01,-0.01,0.00,-0.00,-0.00,1.01,0.65,5.48,-0.27,1.56,-0.08,0.00,0.00,-20.45,-25.49,12.67,-6.97,-36824.00,-912.00,217.00,65057.00,0.57,-0.44,0.78,0.22,0.29,0.97,1,1
1317,65.816,0.09,0.00,-0.02,0.03,-0.07,-0.00,0.00,-0.00,-0.00,1.17,-0.35,6.69,-3.53,0.21,-0.02,0.00,0.00,-20.40,-25.51,12.99,-7.14,-36814.00,-913.00,217.00,65057.00,0.58,-0.45,0.77,0.20,0.29,0.99,1,1
1318,65.865,0.13,0.01,0.00,0.05,-0.04,-0.00,0.00,-0.00,-0.00,1.48,-0.17,9.38,-5.37,0.02,0.00,-0.02,-0.02,-20.33,-25.52,13.45,-7.41,-36813.00,-913.00,216.00,65056.00,0.59,-0.43,0.77,0.22,0.30,0.98,1,1
1319,65.915,0.12,-0.01,0.00,-0.06,0.01,-0.00,0.00,0.00,0.00,0.81,-0.11,6.59,-4.89,0.00,0.02,0.00,0.00,-20.29,-25.52,13.76,-7.64,-36813.00,-912.00,216.00,65056.00,0.58,-0.44,0.78,0.24,0.32,0.95,1,1
1320,65.959,0.09,-0.00,0.01,-0.08,0.05,-0.00,0.00,0.00,0.00,0.69,0.58,2.65,-2.40,0.19,0.06,0.00,0.00,-20.25,-25.50,13.89,-7.76,-36804.00,-909.00,216.00,65056.00,0.58,-0.44,0.78,0.22,0.31,0.98,1,1
1321,66.008,0.11,0.01,-0.01,-0.03,0.01,-0.00,0.00,0.00,0.00,1.39,0.27,1.43,-1.99,0.02,0.06,0.00,-0.02,-20.19,-25.48,13.96,-7.85,-36803.00,-906.00,216.00,65055.00,0.58,-0.45,0.79,0.23,0.31,0.97,1,1
1322,66.058,0.12,0.01,-0.01,0.00,-0.02,0.00,0.00,0.00,0.00,1.72,-0.07,1.48,-2.96,0.02,0.06,0.00,0.00,-20.10,-25.49,14.03,-7.99,-36802.00,-903.00,216.00,65055.00,0.58,-0.44,0.77,0.22,0.31,0.97,1,0
1323,66.107,0.10,-0.01,-0.00,-0.02,-0.06,0.00,-0.00,0.00,0.00,1.19,-0.16,0.28,-5.99,0.10,0.02,0.00,0.00,-20.05,-25.49,14.04,-8.29,-36797.00,-902.00,216.00,65055.00,0.57,-0.44,0.77,0.22,0.32,0.97,1,0
1324,66.156,0.11,0.00,-0.01,-0.03,-0.06,-0.00,-0.00,0.00,0.00,1.32,-0.71,-1.39,-8.91,0.04,0.00,-0.04,-0.02,-19.98,-25.53,13.98,-8.72,-36795.00,-902.00,214.00,65054.00,0.59,-0.44,0.77,0.23,0.31,0.97,1,1
1325,66.205,0.10,-0.01,0.01,0.06,0.08,-0.00,-0.00,0.00,-0.00,1.05,-0.36,1.35,-4.91,0.04,0.00,0.00,-0.04,-19.93,-25.55,14.04,-8.96,-36793.00,-902.00,214.00,65052.00,0.58,-0.44,0.78,0.24,0.32,0.97,1,1
1326,66.25,0.11,0.00,0.00,-0.00,0.01,0.00,-0.00,0.00,0.00,1.13,-0.26,1.16,-4.19,0.16,0.02,0.02,0.00,-19.88,-25.56,14.10,-9.16,-36785.00,-901.00,215.00,65052.00,0.58,-0.44,0.78,0.24,0.32,0.96,1,1
1327,66.299,0.09,-0.02,0.01,0.01,0.05,0.00,0.00,0.00,0.00,0.34,0.33,1.61,-1.56,0.46,0.06,0.04,-0.06,-19.86,-25.54,14.18,-9.24,-36763.00,-898.00,217.00,65049.00,0.58,-0.44,0.77,0.24,0.33,0.96,1,1
1328,66.348,0.11,0.01,-0.00,0.04,0.08,0.00,-0.00,-0.00,0.00,0.73,0.16,3.28,2.11,1.43,0.04,0.00,0.00,-19.83,-25.54,14.33,-9.14,-36696.00,-896.00,217.00,65049.00,0.58,-0.44,0.78,0.25,0.32,0.95,1,0
1329,66.394,0.14,0.01,-0.01,-0.03,0.01,0.00,-0.00,-0.00,0.00,1.02,-0.25,1.77,2.67,2.53,-0.15,0.00,0.00,-19.78,-25.55,14.42,-9.01,-36577.00,-903.00,217.00,65049.00,0.58,-0.44,0.78,0.24,0.32,0.96,1,1
1330,66.443,0.09,-0.01,0.00,-0.05,-0.03,0.00,-0.00,-0.00,0.00,0.64,-0.14,-0.49,1.03,2.73,-0.20,0.00,0.00,-19.75,-25.55,14.39,-8.96,-36443.00,-913.00,217.00,65049.00,0.58,-0.44,0.78,0.24,0.31,0.96,1,1
1331,66.492,0.11,0.02,-0.01,0.07,-0.01,-0.00,0.00,-0.00,0.00,1.47,-0.61,3.05,0.69,2.35,-0.08,-0.24,0.00,-19.67,-25.58,14.54,-8.93,-36328.00,-917.00,205.00,65049.00,0.58,-0.44,0.78,0.24,0.32,0.96,1,1
1332,66.541,0.12,-0.02,0.02,-0.01,-0.10,-0.00,0.00,-0.00,0.00,0.57,0.46,2.73,-4.37,1.73,0.00,-1.33,0.00,-19.65,-25.56,14.67,-9.14,-36243.00,-917.00,140.00,65049.00,0.58,-0.44,0.78,0.23,0.33,0.96,1,1
1333,66.59,0.10,0.02,-0.02,-0.01,0.09,0.00,0.00,-0.00,0.00,1.56,-0.33,2.09,0.19,2.10,0.02,-1.75,0.00,-19.57,-25.58,14.77,-9.13,-36142.00,-916.00,56.00,65049.00,0.58,-0.43,0.79,0.24,0.33,0.96,1,1
1334,66.639,0.09,-0.02,0.02,0.00,-0.03,-0.00,0.00,-0.00,0.00,0.62,0.61,2.17,-1.10,1.71,0.04,-2.02,0.02,-19.54,-25.55,14.88,-9.18,-36060.00,-914.00,-41.00,65050.00,0.58,-0.44,0.78,0.25,0.32,0.97,1,1
1335,66.684,0.12,0.00,-0.01,0.03,0.05,0.00,-0.00,-0.00,0.00,0.85,0.01,3.51,1.18,1.73,0.00,-2.63,0.13,-19.50,-25.55,15.05,-9.13,-35977.00,-914.00,-167.00,65056.00,0.58,-0.44,0.78,0.24,0.33,0.96,1,1
1336,66.737,0.12,-0.01,0.01,-0.09,-0.04,-0.00,-0.00,-0.00,-0.00,0.57,0.58,-0.72,-0.82,0.96,-0.02,-2.77,0.08,-19.47,-25.52,15.01,-9.17,-35931.00,-915.00,-300.00,65060.00,0.58,-0.45,0.78,0.24,0.33,0.96,1,1
1337,66.787,0.08,0.01,-0.02,-0.02,-0.02,-0.00,0.00,0.00,-0.00,1.26,-0.50,-1.76,-1.59,0.24,0.12,-2.36,0.04,-19.41,-25.55,14.92,-9.25,-35919.00,-909.00,-418.00,65062.00,0.57,-0.44,0.78,0.24,0.33,0.96,1,1
1338,66.836,0.11,-0.01,-0.00,0.03,-0.01,-0.00,-0.00,0.00,0.00,0.75,-0.56,-0.41,-2.34,0.00,0.02,-2.12,0.06,-19.37,-25.57,14.90,-9.36,-35919.00,-908.00,-524.00,65065.00,0.58,-0.44,0.78,0.24,0.32,0.96,1,1
1339,66.885,0.11,0.00,-0.00,-0.04,0.02,-0.00,-0.00,0.00,-0.00,0.95,-0.73,-2.21,-1.53,0.04,0.00,-1.24,0.04,-19.33,-25.61,14.79,-9.44,-35917.00,-908.00,-586.00,65067.00,0.58,-0.44,0.77,0.23,0.33,0.95,1,1
1340,66.935,0.09,-0.01,0.01,0.01,-0.01,0.00,-0.00,0.00,0.00,0.44,-0.31,-1.81,-2.13,0.06,0.00,-0.29,0.04,-19.30,-25.63,14.70,-9.54,-35914.00,-908.00,-600.00,65069.00,0.58,-0.44,0.77,0.24,0.32,0.97,1,1
1341,66.984,0.14,0.01,0.01,0.03,0.03,0.00,-0.00,-0.00,-0.00,0.70,0.31,-0.14,-0.76,0.06,0.00,-0.41,0.02,-19.27,-25.61,14.70,-9.58,-35911.00,-908.00,-620.00,65070.00,0.58,-0.44,0.78,0.24,0.33,0.97,1,1
1342,67.032,0.09,-0.00,-0.00,-0.03,-0.02,-0.00,-0.00,-0.00,0.00,0.51,0.15,-1.61,-1.76,-0.08,0.13,-0.44,0.06,-19.24,-25.60,14.62,-9.67,-35915.00,-902.00,-641.00,65073.00,0.57,-0.44,0.77,0.24,0.32,0.96,1,1
1343,67.081,0.11,-0.00,0.01,0.01,0.01,0.00,-0.00,-0.00,-0.00,0.51,0.43,-1.17,-1.39,0.00,0.02,-0.80,0.04,-19.22,-25.58,14.56,-9.74,-35915.00,-901.00,-681.00,65075.00,0.58,-0.43,0.78,0.24,0.32,0.96,1,1
1344,67.131,0.11,-0.00,-0.00,0.01,0.03,0.00,-0.00,0.00,-0.00,0.37,0.32,-0.65,0.16,0.00,0.00,-0.80,0.00,-19.20,-25.57,14.53,-9.73,-35915.00,-901.00,-721.00,65075.00,0.58,-0.44,0.78,0.24,0.33,0.95,0,1
1345,67.18,0.11,0.00,-0.01,-0.03,-0.01,0.00,-0.00,0.00,-0.00,0.52,-0.04,-2.30,-0.44,0.00,0.00,-0.71,0.00,-19.18,-25.57,14.42,-9.75,-35915.00,-901.00,-755.00,65075.00,0.58,-0.44,0.78,0.24,0.32,0.96,0,1
1346,67.229,0.09,0.00,-0.00,0.04,0.02,0.00,-0.00,0.00,-0.00,0.60,-0.10,-0.59,0.63,0.00,0.00,-0.57,0.02,-19.15,-25.57,14.39,-9.72,-35915.00,-901.00,-783.00,65076.00,0.58,-0.43,0.78,0.25,0.32,0.96,0,1
1347,67.279,0.12,-0.00,-0.01,0.02,-0.03,0.00,-0.00,0.00,0.00,0.58,-0.38,0.51,-0.66,0.00,0.00,-0.18,0.02,-19.12,-25.59,14.41,-9.75,-35915.00,-901.00,-792.00,65077.00,0.58,-0.44,0.78,0.24,0.32,0.98,0,1
1348,67.328,0.09,-0.00,0.00,-0.03,0.00,0.00,-0.00,0.00,0.00,0.41,-0.34,-0.74,-0.52,0.02,0.00,-0.08,0.02,-19.10,-25.61,14.38,-9.78,-35914.00,-901.00,-796.00,65078.00,0.58,-0.44,0.78,0.25,0.32,0.96,1,1
1349,67.376,0.11,0.01,-0.01,-0.02,0.00,-0.00,-0.00,-0.00,-0.00,0.68,-0.65,-1.74,-0.39,0.00,0.00,-0.12,0.00,-19.07,-25.64,14.29,-9.79,-35914.00,-901.00,-802.00,65078.00,0.58,-0.43,0.78,0.24,0.32,0.97,0,1
1350,67.426,0.12,-0.01,0.01,0.02,-0.00,-0.00,-0.00,-0.00,-0.00,0.27,-0.15,-0.77,-0.40,0.00,0.00,-0.24,0.00,-19.05,-25.65,14.26,-9.81,-35914.00,-901.00,-814.00,65078.00,0.58,-0.44,0.78,0.24,0.32,0.96,0,1
1351,67.475,0.12,0.00,0.00,-0.03,0.03,-0.00,-0.00,-0.00,-0.00,0.30,0.00,-2.26,1.27,0.00,0.00,-0.38,0.02,-19.04,-25.65,14.14,-9.75,-35914.00,-901.00,-833.00,65079.00,0.58,-0.44,0.78,0.24,0.31,0.96,0,1
1352,67.524,0.12,0.00,0.01,0.01,-0.01,-0.00,-0.00,-0.00,-0.00,0.31,0.45,-1.69,0.89,0.00,0.00,-0.59,-0.04,-19.02,-25.62,14.06,-9.71,-35914.00,-901.00,-862.00,65077.00,0.59,-0.44,0.77,0.24,0.32,0.97,0,1
1353,67.574,0.10,0.00,-0.00,-0.13,0.02,-0.00,-0.00,-0.00,0.00,0.51,0.44,-8.03,1.98,0.00,0.00,-1.06,-0.02,-19.00,-25.60,13.67,-9.61,-35914.00,-901.00,-914.00,65076.00,0.58,-0.44,0.78,0.24,0.36,0.96,0,1
1354,67.622,0.12,-0.01,-0.00,0.08,-0.04,-0.00,-0.00,-0.00,-0.00,0.24,0.33,-4.14,0.25,0.00,0.00,-1.31,-0.06,-18.98,-25.59,13.46,-9.60,-35914.00,-901.00,-978.00,65073.00,0.58,-0.44,0.78,0.23,0.30,0.98,0,1
1355,67.671,0.11,0.00,-0.00,0.05,-0.00,-0.00,-0.00,-0.00,0.00,0.44,0.32,-1.89,0.12,0.00,0.00,-1.94,0.04,-18.96,-25.57,13.37,-9.59,-35914.00,-901.00,-1073.00,65075.00,0.58,-0.44,0.78,0.23,0.30,0.98,0,1
1356,67.721,0.11,-0.01,0.01,0.05,-0.08,-0.00,-0.00,-0.00,0.00,0.09,0.58,0.43,-3.75,0.00,0.00,-2.00,0.04,-18.96,-25.54,13.39,-9.78,-35914.00,-901.00,-1171.00,65077.00,0.57,-0.44,0.77,0.25,0.32,0.96,0,1
1357,67.77,0.12,0.01,-0.01,0.00,0.07,-0.00,-0.00,0.00,-0.00,0.39,0.19,0.67,-0.45,0.00,0.00,-1.69,0.00,-18.94,-25.53,13.43,-9.80,-35914.00,-901.00,-1254.00,65077.00,0.58,-0.44,0.78,0.23,0.31,0.96,0,1
1358,67.819,0.21,-0.00,0.01,-0.02,0.03,-0.00,-0.00,-0.00,-0.00,0.34,0.62,-0.30,1.06,0.00,0.00,-1.80,0.04,-18.92,-25.50,13.41,-9.74,-35914.00,-901.00,-1344.00,65079.00,0.58,-0.44,0.78,0.21,0.30,0.98,0,1
1359,67.868,0.14,0.00,-0.00,-0.04,-0.01,-0.00,-0.00,-0.00,0.00,0.43,0.41,-2.22,0.47,0.00,0.00,-2.65,0.04,-18.90,-25.48,13.30,-9.72,-35914.00,-901.00,-1474.00,65081.00,0.59,-0.44,0.78,0.23,0.31,0.97,0,1
1360,67.918,0.24,-0.01,0.01,-0.05,-0.02,-0.00,-0.00,0.00,-0.00,0.03,0.66,-4.70,-0.45,0.00,0.00,-2.42,-0.04,-18.90,-25.45,13.07,-9.74,-35914.00,-901.00,-1595.00,65079.00,0.57,-0.44,0.77,0.25,0.29,0.94,0,1
1361,67.97,0.22,0.05,-0.02,0.05,-0.11,-0.00,-0.00,0.00,-0.00,2.52,-0.32,-2.12,-5.89,0.00,0.00,-2.22,-0.04,-18.78,-25.46,12.96,-10.03,-35914.00,-901.00,-1704.00,65077.00,0.58,-0.40,0.80,0.30,0.35,0.91,0,1
1362,68.019,0.35,-0.06,0.02,-0.03,0.02,-0.00,-0.00,0.00,-0.00,-0.35,0.57,-3.80,-5.10,0.60,0.00,-0.94,-0.10,-18.79,-25.44,12.77,-10.29,-35884.00,-901.00,-1751.00,65072.00,0.57,-0.45,0.77,0.20,0.28,0.93,1,1
1363,68.069,0.28,0.01,-0.01,0.13,0.06,0.00,-0.00,0.00,0.00,0.30,0.12,2.70,-2.23,2.08,-0.08,0.00,0.00,-18.78,-25.43,12.91,-10.40,-35780.00,-905.00,-1751.00,65072.00,0.59,-0.43,0.78,0.26,0.30,0.97,1,1
1364,68.117,0.23,0.00,0.01,0.03,0.08,0.00,-0.00,0.00,0.00,0.38,0.48,4.30,1.63,3.22,-0.10,0.00,0.02,-18.76,-25.41,13.12,-10.32,-35619.00,-910.00,-1751.00,65073.00,0.58,-0.44,0.78,0.25,0.29,0.96,1,1
1365,68.163,0.24,0.01,-0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.89,0.39,4.50,4.41,4.29,0.17,0.00,0.06,-18.72,-25.39,13.34,-10.11,-35413.00,-902.00,-1751.00,65076.00,0.58,-0.43,0.78,0.24,0.31,0.96,1,1
1366,68.212,0.29,-0.00,0.01,-0.10,-0.02,-0.00,0.00,0.00,0.00,0.75,1.00,-0.29,3.61,3.70,0.21,-0.04,0.13,-18.68,-25.34,13.33,-9.94,-35239.00,-892.00,-1753.00,65082.00,0.58,-0.44,0.78,0.24,0.30,0.95,1,1
1367,68.261,0.29,0.00,-0.01,-0.03,0.00,-0.00,-0.00,0.00,-0.00,0.92,0.60,-1.68,3.77,3.33,-0.20,-0.02,0.00,-18.64,-25.31,13.24,-9.75,-35076.00,-902.00,-1754.00,65082.00,0.58,-0.43,0.79,0.24,0.31,0.95,1,1
1368,68.311,0.32,-0.02,-0.00,0.07,-0.02,-0.00,0.00,0.00,-0.00,0.14,0.36,1.87,2.93,2.96,-0.18,0.00,0.02,-18.63,-25.29,13.34,-9.61,-34931.00,-911.00,-1754.00,65083.00,0.58,-0.44,0.79,0.21,0.30,0.98,1,1
