0.8826453685760498|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-9.21|-54.37|6.53|-46.58|0.00|0.00|7.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0|1
0.9336464405059814|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.75|-0.25|-0.41|0.39|0.00|0.00|0.00|0.00|-9.05|-54.38|6.51|-46.57|-2.00|0.00|7.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1|0
0.9853935241699219|0.00|-0.02|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|2.44|-0.00|-0.48|0.24|0.00|0.00|0.00|0.00|-8.92|-54.38|6.49|-46.55|-2.00|0.00|7.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0|0
1.0462021827697754|0.00|-0.00|0.00|0.00|-0.00|0.00|0.00|0.00|0.00|2.40|0.13|-0.35|0.13|0.00|0.00|0.00|-0.02|-8.79|-54.37|6.47|-46.55|-2.00|-2.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1|1
1.0970699787139893|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.30|-0.06|-0.25|0.16|-0.04|0.00|0.00|-0.02|-8.66|-54.37|6.45|-46.54|-4.00|-2.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1|0
1.1489315032958984|0.00|-0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|2.20|-0.03|-0.40|0.04|0.00|0.00|0.00|-0.02|-8.54|-54.38|6.43|-46.53|-4.00|-2.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0|0
1.2097995281219482|0.00|-0.01|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|1.82|-0.01|-0.43|0.02|0.00|0.00|0.00|-0.02|-8.44|-54.38|6.41|-46.53|-4.00|-2.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0|0
1.2616424560546875|0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|2.09|-0.09|-0.45|0.12|0.00|0.00|0.00|-0.02|-8.32|-54.38|6.38|-46.53|-4.00|-2.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0|0
1.3224947452545166|0.00|-0.00|0.00|-0.00|0.00|0.00|0.00|0.00|0.00|2.07|0.13|-0.47|0.24|0.02|0.00|0.00|-0.02|-8.21|-54.37|6.36|-46.51|-3.00|-2.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1|0
1.374326229095459|0.00|0.00|-0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|2.07|-0.03|-0.27|0.11|0.00|0.00|0.00|-0.02|-8.09|-54.38|6.34|-46.51|-3.00|-2.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0|0
