,Ref_task1_Time,User_task1_Time,Ref_task1_Force,User_task1_Force,Ref_task1_L_pitchAcc,User_task1_L_pitchAcc,Ref_task1_L_yawAcc,User_task1_L_yawAcc,Ref_task1_L_surgeAcc,User_task1_L_surgeAcc,Ref_task1_L_rollAcc,User_task1_L_rollAcc,Ref_task1_L_pitchVel,User_task1_L_pitchVel,Ref_task1_L_yawVel,User_task1_L_yawVel,Ref_task1_L_surgeVel,User_task1_L_surgeVel,Ref_task1_L_rollVel,User_task1_L_rollVel,Ref_task1_L_pitch,User_task1_L_pitch,Ref_task1_L_yaw,User_task1_L_yaw,Ref_task1_L_surge,User_task1_L_surge,Ref_task1_L_roll,User_task1_L_roll,Ref_task1_L_x,User_task1_L_x,Ref_task1_L_y,User_task1_L_y,Ref_task1_L_z,User_task1_L_z,Ref_task1_L_motion,User_task1_L_motion,Ref_task1_R_pitchAcc,User_task1_R_pitchAcc,Ref_task1_R_yawAcc,User_task1_R_yawAcc,Ref_task1_R_surgeAcc,User_task1_R_surgeAcc,Ref_task1_R_rollAcc,User_task1_R_rollAcc,Ref_task1_R_pitchVel,User_task1_R_pitchVel,Ref_task1_R_yawVel,User_task1_R_yawVel,Ref_task1_R_surgeVel,User_task1_R_surgeVel,Ref_task1_R_rollVel,User_task1_R_rollVel
361,[26.21498752],[26.19762874],[0.],[0.],[-0.],[-0.06],[0.06],[0.04],[0.06],[-0.42],[-0.02],[-0.02],[-1.88],[0.12],[0.],[0.],[-0.],[0.01],[-0.01],[-0.01],[12.55],[9.85],[-0.41],[0.13],[-0.2],[0.58],[-13.4],[-0.14],[-2.32],[-0.64],[0.],[-0.03],[0.03],[-0.05],[-0.15],[0.13],[-19.96],[-18.5],[-25.3],[-25.15],[18.89],[19.],[-21.77],[-21.83],[2033.],[52260.],[857.],[1240.],[2415.],[2208.],[-1162.],[-1186.]
362,[26.27687025],[26.25943422],[0.],[0.],[-0.],[-0.03],[-0.],[-0.03],[0.3],[0.28],[-0.02],[-0.02],[-0.43],[0.12],[-0.],[0.],[-0.],[-0.],[-0.],[0.],[8.05],[9.85],[-2.2],[-2.18],[-0.2],[0.02],[-2.57],[-0.14],[-5.46],[-5.77],[0.],[-0.03],[0.03],[-0.95],[-0.15],[0.12],[-19.47],[-18.5],[-25.3],[-25.01],[18.89],[18.92],[-21.77],[-21.83],[2578.],[52679.],[857.],[1239.],[2096.],[2211.],[-1162.],[-1188.]
363,[26.33780122],[26.32126427],[0.],[0.],[0.03],[0.04],[-0.01],[0.01],[0.3],[0.23],[-0.22],[-0.02],[0.35],[0.12],[0.],[0.],[-0.],[-0.],[-0.],[0.],[4.42],[9.85],[-0.52],[0.37],[-0.2],[1.74],[-0.1],[-0.14],[-9.02],[-5.77],[-0.02],[-0.36],[0.03],[-1.],[-0.15],[-0.02],[-18.31],[-18.5],[-25.3],[-25.05],[18.89],[18.81],[-22.],[-21.89],[3084.],[52863.],[857.],[1235.],[2096.],[2209.],[-1223.],[-1187.]
364,[26.3996284],[26.38206983],[0.],[0.],[0.03],[0.05],[-0.02],[-0.03],[-0.36],[0.05],[-0.07],[-0.02],[0.15],[0.12],[0.01],[0.01],[-0.],[0.],[-0.01],[-0.01],[9.78],[9.85],[-0.52],[0.25],[-0.2],[-0.9],[0.49],[0.48],[-0.33],[-1.18],[-0.02],[-0.1],[0.03],[0.],[-0.15],[-0.05],[-18.45],[-18.5],[-25.3],[-25.24],[18.89],[18.87],[-22.],[-22.02],[3425.],[52864.],[857.],[1235.],[2096.],[2213.],[-1256.],[-1187.]
365,[26.46043587],[26.4429431],[0.],[0.],[-0.],[-0.04],[-0.02],[-0.04],[-0.04],[-0.08],[0.11],[0.03],[0.],[0.01],[-0.01],[-0.01],[-0.],[-0.],[0.01],[0.],[15.05],[19.42],[1.25],[1.19],[-0.2],[-0.88],[-0.32],[-0.43],[4.56],[-0.05],[0.],[0.02],[0.03],[0.75],[-0.15],[-0.03],[-18.56],[-18.5],[-25.3],[-25.41],[18.89],[18.93],[-22.09],[-22.22],[3353.],[52864.],[857.],[1237.],[2096.],[2213.],[-1312.],[-1187.]
366,[26.52219725],[26.50488019],[0.],[0.],[-0.],[-0.1],[0.],[0.04],[-0.04],[-0.03],[0.13],[0.01],[0.],[0.01],[-0.01],[-0.01],[-0.],[-0.],[0.],[0.],[18.],[19.42],[1.25],[0.25],[-0.2],[-1.26],[0.67],[2.05],[28.9],[-0.05],[0.],[0.02],[0.03],[1.74],[-0.15],[0.],[-18.32],[-18.5],[-25.66],[-25.55],[18.89],[18.92],[-22.42],[-22.35],[1964.],[52864.],[857.],[1237.],[2096.],[2213.],[-1320.],[-1184.]
367,[26.57306075],[26.56657767],[0.],[0.],[-0.],[0.07],[0.],[-0.],[0.],[0.04],[-0.05],[-0.03],[0.],[-0.02],[-0.01],[-0.01],[-0.],[-0.],[-0.01],[-0.01],[7.04],[8.],[1.25],[1.33],[-0.2],[0.58],[0.67],[3.24],[34.97],[-0.05],[0.],[0.02],[0.03],[0.56],[-0.15],[0.],[-18.21],[-18.5],[-25.78],[-25.61],[18.64],[18.66],[-22.93],[-22.35],[239.],[52863.],[857.],[1237.],[2096.],[2213.],[-1320.],[-1179.]
368,[26.63486719],[26.62751937],[0.],[0.],[-0.02],[-0.01],[0.02],[0.02],[0.],[-0.02],[-0.12],[-0.03],[0.],[0.04],[-0.01],[-0.01],[-0.],[-0.],[0.],[0.],[7.04],[10.86],[1.25],[0.12],[-0.2],[-0.79],[0.67],[3.3],[24.65],[-0.05],[0.],[0.02],[0.03],[-0.02],[-0.15],[0.1],[-18.16],[-18.5],[-25.72],[-25.61],[18.64],[18.57],[-22.98],[-22.35],[-2353.],[52688.],[857.],[1238.],[2096.],[2213.],[-1311.],[-1178.]
369,[26.69584966],[26.68927956],[0.],[0.],[-0.02],[-0.04],[-0.],[-0.02],[0.],[0.03],[-0.06],[-0.03],[0.],[0.02],[-0.],[0.],[-0.],[-0.],[0.],[-0.],[-0.33],[0.39],[3.64],[1.59],[-0.2],[1.37],[0.67],[1.5],[9.64],[-0.05],[0.],[0.02],[0.03],[0.07],[-0.15],[0.38],[-17.97],[-18.5],[-25.54],[-25.61],[18.36],[18.5],[-22.96],[-22.35],[-5653.],[52390.],[857.],[1238.],[2096.],[2213.],[-1325.],[-1178.]
370,[26.75764561],[26.75023484],[0.],[0.],[0.],[0.01],[-0.03],[-0.02],[0.],[-0.01],[-0.01],[0.03],[-0.01],[-0.03],[-0.],[0.],[-0.],[-0.],[0.],[0.01],[-8.95],[-6.26],[3.14],[1.59],[-0.2],[2.13],[0.67],[1.68],[3.77],[-0.05],[0.02],[0.02],[0.03],[0.13],[-0.15],[0.05],[-17.96],[-18.5],[-25.53],[-25.61],[18.34],[18.49],[-22.84],[-22.35],[-8658.],[52101.],[857.],[1239.],[2096.],[2213.],[-1332.],[-1178.]
371,[26.81852531],[26.81196952],[0.],[0.],[0.],[-0.],[0.03],[0.02],[0.],[0.01],[-0.01],[0.03],[-0.01],[-0.03],[-0.],[0.],[0.07],[-0.],[0.],[-0.],[-8.95],[-7.76],[7.06],[1.59],[-0.2],[0.95],[0.67],[0.6],[8.93],[-0.05],[0.],[0.02],[-0.05],[-0.79],[-0.15],[0.12],[-18.04],[-18.5],[-25.67],[-25.73],[18.36],[18.28],[-22.69],[-22.35],[-12137.],[51598.],[857.],[1239.],[2096.],[2213.],[-1333.],[-1177.]
372,[26.88025308],[26.87275934],[0.],[0.],[-0.03],[-0.04],[0.03],[0.02],[0.],[0.],[-0.01],[0.03],[-0.],[-0.],[-0.],[-0.],[0.24],[-0.],[0.],[-0.],[-10.47],[-7.59],[17.72],[16.44],[-0.2],[-0.75],[0.67],[0.85],[8.43],[-0.05],[-0.05],[0.02],[-0.05],[-2.25],[0.84],[0.36],[-18.34],[-18.5],[-25.84],[-25.78],[18.37],[18.31],[-22.61],[-22.35],[-14598.],[51296.],[857.],[1239.],[2096.],[2213.],[-1333.],[-1177.]
373,[26.93207169],[26.93415761],[0.],[0.],[-0.01],[-0.04],[0.04],[0.02],[-0.01],[-0.02],[0.08],[0.07],[0.],[-0.],[-0.],[-0.],[-0.07],[-0.02],[0.],[0.],[0.48],[-6.87],[2.21],[0.11],[-0.2],[-0.07],[-0.32],[0.02],[5.68],[-0.07],[0.],[0.02],[-0.05],[-1.82],[-0.19],[0.23],[-18.93],[-18.5],[-26.03],[-25.96],[18.34],[18.31],[-22.32],[-22.35],[-15525.],[51177.],[857.],[1242.],[2096.],[2220.],[-1338.],[-1173.]
374,[26.99296975],[26.99599266],[0.],[0.],[0.02],[0.06],[-0.01],[-0.02],[-0.01],[-0.03],[0.07],[0.07],[-0.],[-0.],[-0.],[-0.],[-0.13],[-0.02],[0.],[0.],[-10.52],[-13.46],[-9.88],[-1.53],[-0.2],[-0.07],[-0.56],[-0.52],[-1.18],[-3.21],[-0.02],[0.02],[15.85],[-1.73],[-0.19],[0.02],[-19.09],[-19.68],[-26.03],[-25.96],[18.13],[18.21],[-22.32],[-22.35],[-15785.],[51253.],[857.],[1239.],[2096.],[2220.],[-1320.],[-1176.]
375,[27.05474472],[27.05682302],[0.],[0.],[0.02],[0.07],[0.07],[0.02],[-0.01],[0.06],[0.01],[-0.04],[-0.],[-0.13],[-0.],[0.],[-0.04],[-0.02],[0.],[-0.],[-17.19],[-19.04],[2.03],[0.54],[-0.2],[-0.45],[-0.56],[0.54],[-23.15],[-8.13],[0.],[0.02],[5.19],[-2.31],[-0.19],[0.02],[-19.49],[-19.68],[-26.03],[-25.98],[18.13],[18.],[-22.32],[-22.35],[-15925.],[51292.],[857.],[1238.],[2096.],[2099.],[-1306.],[-1161.]
376,[27.11561656],[27.11859179],[0.],[0.],[0.01],[0.08],[0.17],[0.24],[-0.01],[-0.01],[-0.05],[-0.04],[-0.05],[-0.05],[-0.],[0.],[-0.02],[-0.02],[0.],[0.],[-28.98],[-19.04],[4.33],[-1.79],[-0.2],[0.09],[-4.01],[1.27],[-28.75],[-13.72],[0.14],[0.02],[-6.03],[-4.29],[-0.19],[-0.16],[-19.83],[-19.68],[-26.1],[-26.17],[18.13],[17.94],[-22.45],[-22.35],[-16099.],[51329.],[857.],[1238.],[2096.],[1959.],[-1298.],[-1153.]
377,[27.17741752],[27.17954087],[0.],[0.],[-0.01],[-0.04],[-0.26],[-0.27],[-0.01],[-0.02],[-0.06],[-0.04],[-0.05],[-0.02],[-0.],[0.],[-0.07],[-0.02],[0.],[-0.],[-12.34],[-13.07],[0.84],[0.19],[-0.2],[0.76],[5.13],[3.22],[-42.49],[-13.72],[0.07],[0.02],[-5.15],[-4.97],[-0.19],[-0.05],[-20.13],[-20.48],[-26.1],[-26.09],[18.13],[17.85],[-22.2],[-22.35],[-16546.],[51356.],[857.],[1237.],[1629.],[1740.],[-1279.],[-1143.]
378,[27.23829341],[27.24126267],[0.],[0.],[-0.01],[-0.01],[-0.19],[-0.27],[-0.01],[-0.01],[-0.01],[-0.02],[-0.05],[0.02],[-0.],[-0.],[-0.08],[-0.02],[0.],[0.],[-12.34],[-11.63],[0.84],[1.45],[-0.2],[0.47],[6.59],[3.86],[-54.1],[-13.72],[0.03],[0.02],[-7.66],[-4.97],[0.97],[0.2],[-20.79],[-20.48],[-26.1],[-26.1],[18.13],[17.88],[-21.94],[-22.35],[-16599.],[51358.],[857.],[1232.],[1431.],[1486.],[-1212.],[-1146.]
379,[27.28915191],[27.30306458],[0.],[0.],[-0.01],[-0.03],[0.2],[-0.03],[0.04],[0.03],[-0.01],[-0.],[-0.25],[-0.17],[-0.],[-0.],[0.12],[0.01],[0.],[0.],[-2.28],[-3.07],[0.84],[-0.36],[-0.2],[-0.57],[4.07],[3.86],[-49.26],[-13.72],[0.],[0.02],[-3.36],[-1.47],[0.65],[0.19],[-20.69],[-20.48],[-26.1],[-26.16],[18.13],[17.88],[-21.7],[-22.35],[-16311.],[51363.],[857.],[1230.],[1434.],[1462.],[-1138.],[-1139.]
380,[27.35100746],[27.36394882],[0.],[0.],[-0.01],[-0.05],[0.04],[0.03],[0.16],[-0.04],[-0.01],[-0.],[-0.14],[-0.08],[-0.],[0.],[-0.12],[0.01],[0.],[-0.],[-3.8],[-3.07],[-7.49],[-3.75],[-0.2],[-0.41],[0.8],[3.86],[-57.98],[-13.72],[0.02],[0.02],[0.05],[-0.02],[-0.64],[0.07],[-20.7],[-20.48],[-26.1],[-26.21],[18.13],[17.99],[-21.72],[-22.35],[-15305.],[51569.],[857.],[1227.],[1434.],[1436.],[-1138.],[-1132.]
381,[27.41278863],[27.42576838],[0.],[0.],[-0.01],[0.01],[0.04],[-0.04],[0.06],[-0.01],[-0.01],[-0.02],[-0.14],[-0.1],[-0.],[0.],[-0.09],[0.],[0.],[0.],[-3.41],[-3.07],[-4.56],[-5.3],[-0.2],[-2.17],[2.26],[3.86],[-39.69],[-13.72],[0.],[0.02],[0.05],[0.],[-0.2],[-0.16],[-20.88],[-21.19],[-26.42],[-26.37],[18.13],[17.93],[-21.83],[-22.35],[-13423.],[51879.],[857.],[1225.],[1434.],[1253.],[-1138.],[-1132.]
382,[27.47369075],[27.48660588],[0.],[0.],[-0.01],[0.1],[0.04],[0.03],[0.06],[0.03],[-0.01],[-0.],[-0.14],[-0.],[-0.],[0.],[0.04],[0.],[0.],[0.],[-2.7],[-1.14],[-4.56],[-1.28],[-0.2],[-0.17],[4.8],[3.86],[-15.45],[-11.74],[-0.07],[0.02],[0.05],[-0.08],[-0.2],[-0.16],[-21.33],[-21.38],[-26.42],[-26.55],[18.13],[17.88],[-21.93],[-22.35],[-10519.],[51915.],[857.],[1224.],[1562.],[1215.],[-1138.],[-1132.]
383,[27.53546095],[27.54855275],[0.],[0.],[-0.01],[-0.04],[0.04],[0.02],[0.06],[0.02],[-0.01],[0.01],[-0.14],[-0.11],[-0.],[0.],[0.04],[-0.],[0.],[-0.],[-2.7],[-0.39],[-4.56],[-5.23],[-0.2],[-1.49],[10.88],[3.86],[-4.26],[-5.98],[-0.02],[0.02],[0.05],[0.05],[-0.2],[-0.23],[-21.33],[-21.45],[-26.42],[-26.68],[18.13],[17.8],[-22.01],[-22.35],[-9228.],[51896.],[857.],[1227.],[2181.],[1202.],[-1138.],[-1131.]
384,[27.59629965],[27.60928464],[0.],[0.],[-0.01],[-0.08],[-0.06],[-0.03],[-0.27],[0.],[-0.01],[-0.03],[-0.17],[-0.2],[-0.],[-0.],[-0.1],[-0.],[0.],[0.],[-2.7],[0.14],[-4.56],[-7.64],[0.34],[0.94],[12.48],[3.86],[-2.26],[-3.82],[0.],[0.02],[0.05],[-0.02],[-0.2],[-0.13],[-21.33],[-21.47],[-26.42],[-26.83],[18.13],[17.84],[-22.25],[-22.35],[-9210.],[51948.],[857.],[1233.],[2416.],[1202.],[-1138.],[-1136.]
385,[27.65817738],[27.66113925],[0.],[0.],[-0.01],[-0.02],[-0.06],[-0.06],[-0.05],[-0.05],[-0.01],[0.01],[-0.04],[0.06],[-0.],[0.],[-0.14],[-0.],[0.],[0.],[8.05],[0.39],[-4.56],[-3.67],[0.34],[-0.67],[19.29],[3.86],[-2.85],[-3.82],[0.],[0.02],[0.05],[-0.03],[0.2],[0.11],[-21.33],[-21.46],[-27.51],[-27.06],[18.13],[17.79],[-22.35],[-22.35],[-9260.],[52209.],[857.],[1234.],[2079.],[1218.],[-1138.],[-1138.]
386,[27.71900558],[27.73182154],[0.],[0.],[-0.],[0.01],[-0.13],[-0.03],[-0.05],[0.01],[-0.01],[-0.02],[0.16],[0.06],[-0.],[-0.],[0.1],[0.02],[0.],[-0.],[19.32],[1.09],[-4.56],[-4.3],[0.34],[0.88],[17.88],[3.86],[-7.21],[-3.82],[0.],[0.02],[0.05],[-0.08],[0.23],[0.29],[-21.33],[-21.44],[-27.51],[-27.58],[18.13],[17.87],[-22.32],[-22.35],[-9313.],[52685.],[857.],[1239.],[1903.],[1218.],[-1138.],[-1138.]
387,[27.78093815],[27.79371977],[0.],[0.],[0.01],[0.01],[0.05],[0.06],[-0.05],[-0.01],[0.02],[0.04],[-0.03],[-0.],[-0.],[0.],[0.21],[0.],[0.],[-0.],[-2.37],[-0.22],[-4.56],[-5.79],[0.34],[1.37],[3.42],[3.45],[-0.88],[-1.18],[0.],[0.02],[0.05],[-0.07],[0.44],[0.29],[-21.33],[-21.37],[-28.16],[-28.16],[18.13],[18.01],[-22.66],[-22.44],[-9147.],[52844.],[857.],[1243.],[1178.],[1181.],[-1138.],[-1141.]
388,[27.84171271],[27.85548759],[0.],[0.],[0.01],[0.02],[0.05],[0.06],[-0.05],[0.01],[0.02],[0.02],[-0.03],[0.02],[-0.],[0.],[0.23],[-0.02],[0.],[-0.],[-2.37],[0.05],[-4.56],[-3.31],[0.34],[0.99],[1.63],[3.45],[4.88],[2.44],[0.],[0.02],[0.05],[0.31],[0.71],[0.29],[-21.33],[-21.39],[-28.16],[-28.26],[18.13],[18.06],[-22.97],[-22.46],[-8836.],[52869.],[857.],[1243.],[1178.],[1102.],[-1138.],[-1141.]
389,[27.90348053],[27.91635299],[0.],[0.],[0.],[-0.07],[0.02],[0.06],[-0.05],[-0.02],[0.09],[0.],[0.11],[0.07],[-0.],[0.],[0.23],[-0.],[0.],[-0.],[-1.82],[0.51],[-1.69],[-1.61],[0.06],[1.25],[2.36],[3.45],[4.88],[9.37],[0.],[0.02],[0.05],[0.1],[-0.28],[-0.02],[-21.33],[-21.38],[-28.16],[-28.12],[18.13],[18.02],[-22.76],[-22.47],[-9207.],[52872.],[857.],[1242.],[1178.],[1043.],[-1138.],[-1137.]
390,[27.96434379],[27.97816777],[0.],[0.],[0.],[0.08],[-0.02],[-0.07],[-0.05],[0.01],[-0.03],[-0.03],[0.05],[0.04],[-0.],[0.],[-0.03],[-0.03],[0.],[0.],[3.95],[3.93],[-0.5],[-1.61],[-0.44],[0.71],[22.09],[3.45],[4.88],[13.07],[-0.03],[0.02],[0.05],[0.08],[-0.1],[0.05],[-22.23],[-21.35],[-28.16],[-28.08],[18.13],[18.02],[-22.63],[-22.47],[-11215.],[52908.],[857.],[1246.],[1178.],[936.],[-1138.],[-1127.]
391,[28.02628756],[28.03902793],[0.],[0.],[0.],[0.],[-0.02],[-0.04],[-0.05],[-0.01],[-0.03],[-0.03],[-0.03],[-0.01],[-0.],[0.],[-0.03],[-0.02],[0.],[0.],[3.95],[4.6],[-1.97],[-1.61],[-3.58],[0.74],[6.76],[3.45],[4.88],[10.61],[0.],[0.02],[0.05],[0.31],[-0.1],[-0.03],[-21.09],[-21.11],[-28.16],[-28.1],[18.13],[18.01],[-22.43],[-22.46],[-12971.],[53128.],[857.],[1246.],[1178.],[656.],[-1138.],[-1113.]
392,[28.07708788],[28.10080457],[0.],[0.],[0.],[-0.05],[0.06],[0.07],[-0.05],[0.01],[-0.02],[0.],[-0.03],[-0.],[-0.],[0.],[-0.2],[-0.05],[0.],[0.],[3.95],[5.18],[1.54],[1.93],[-8.23],[0.54],[0.34],[0.17],[4.88],[5.56],[0.],[0.02],[0.05],[0.02],[-0.1],[0.07],[-21.25],[-21.11],[-28.61],[-28.48],[18.13],[17.98],[-22.43],[-22.42],[-14477.],[53331.],[857.],[1247.],[-345.],[191.],[-1085.],[-1103.]
393,[28.13899565],[28.16169143],[0.],[0.],[0.],[0.02],[-0.01],[-0.01],[-0.05],[0.01],[-0.02],[-0.02],[-0.03],[0.01],[-0.],[0.],[-0.29],[-0.05],[0.],[0.],[1.87],[-1.22],[0.79],[1.93],[3.79],[4.71],[0.34],[-1.68],[4.88],[5.07],[0.12],[0.05],[0.05],[0.],[-0.1],[-0.07],[-21.02],[-20.84],[-28.61],[-28.82],[18.13],[17.99],[-22.14],[-22.4],[-15607.],[53335.],[857.],[1247.],[-345.],[-262.],[-1085.],[-1092.]
394,[28.19973397],[28.21360469],[0.],[0.],[0.],[-0.01],[-0.01],[-0.02],[-0.05],[0.],[-0.02],[0.],[-0.03],[0.02],[-0.],[0.],[0.12],[-0.03],[0.],[0.],[0.83],[-0.79],[2.08],[2.98],[5.92],[4.71],[0.34],[-1.32],[16.49],[10.18],[0.17],[0.05],[2.17],[0.],[-0.1],[0.13],[-20.69],[-20.53],[-28.61],[-29.02],[18.13],[18.04],[-22.],[-22.4],[-16481.],[53336.],[857.],[1247.],[-345.],[-675.],[-1085.],[-1087.]
395,[28.26167107],[28.27442765],[0.],[0.],[0.],[0.],[0.02],[0.04],[-0.05],[-0.02],[-0.02],[-0.01],[-0.25],[-0.08],[-0.],[0.],[0.34],[-0.03],[0.],[0.],[0.83],[0.14],[2.08],[3.47],[0.82],[-1.27],[0.34],[0.36],[30.85],[13.25],[0.18],[0.05],[10.15],[0.],[-0.1],[0.],[-20.69],[-20.61],[-28.61],[-28.91],[18.13],[18.06],[-22.16],[-22.4],[-16335.],[53326.],[857.],[1248.],[-345.],[-884.],[-1085.],[-1085.]
396,[28.3223629],[28.33632636],[0.],[0.],[-0.],[0.],[0.02],[0.03],[-0.05],[-0.03],[-0.02],[-0.01],[-0.06],[-0.08],[-0.],[0.],[-0.23],[-0.05],[0.],[0.],[0.83],[0.73],[2.08],[2.16],[-3.53],[-27.08],[0.34],[1.23],[47.61],[13.88],[-0.07],[-0.03],[3.92],[-0.3],[-0.18],[0.],[-20.69],[-20.65],[-28.61],[-28.87],[18.13],[18.03],[-22.26],[-22.4],[-14550.],[53010.],[857.],[1254.],[-345.],[-904.],[-1085.],[-1085.]
397,[28.38426232],[28.39719701],[0.],[0.],[-0.],[0.],[0.02],[0.06],[-0.05],[-0.],[0.15],[0.02],[0.61],[0.03],[-0.],[0.],[-0.07],[-0.03],[0.],[0.],[0.83],[-0.89],[5.87],[3.53],[-3.53],[-9.8],[0.34],[1.44],[21.16],[10.75],[-0.07],[-0.07],[-5.62],[-1.46],[-0.18],[-0.31],[-20.69],[-20.65],[-28.61],[-28.87],[18.13],[18.],[-22.14],[-22.4],[-12266.],[52494.],[857.],[1256.],[-345.],[-910.],[-936.],[-1065.]
398,[28.44506121],[28.45896649],[0.],[0.],[0.01],[0.01],[0.02],[0.02],[-0.05],[0.02],[-0.24],[0.01],[-0.],[0.02],[-0.],[-0.],[-0.],[-0.],[0.],[0.],[3.06],[0.96],[11.85],[3.22],[4.65],[4.25],[0.34],[0.95],[0.3],[7.28],[-0.62],[-0.13],[-2.89],[-1.46],[-1.],[-0.93],[-20.69],[-20.6],[-28.61],[-28.95],[18.13],[17.87],[-22.02],[-22.4],[-10488.],[52338.],[857.],[1258.],[-345.],[-1070.],[-919.],[-1065.]
399,[28.50696945],[28.52079916],[0.],[0.],[0.01],[0.04],[0.02],[0.01],[-0.05],[0.02],[0.16],[0.03],[0.07],[0.11],[-0.],[-0.],[-0.07],[0.06],[0.],[0.],[0.27],[-0.2],[9.22],[4.41],[13.76],[7.15],[0.08],[0.04],[0.3],[7.95],[1.05],[0.],[-12.29],[-1.46],[-1.],[-0.87],[-20.69],[-20.66],[-28.61],[-28.89],[18.13],[17.86],[-22.],[-22.4],[-9976.],[52338.],[857.],[1264.],[-345.],[-1015.],[-949.],[-1067.]
400,[28.55781937],[28.58178163],[0.],[0.],[0.01],[0.05],[0.02],[-0.02],[-0.05],[-0.],[0.02],[0.01],[0.07],[0.03],[-0.],[0.],[0.04],[0.03],[-0.],[0.],[-1.3],[-1.47],[2.28],[1.57],[10.89],[7.15],[0.08],[0.7],[0.3],[1.76],[0.41],[0.],[-24.97],[-1.46],[-0.44],[-0.45],[-20.69],[-20.6],[-28.11],[-28.39],[18.13],[17.77],[-22.05],[-22.43],[-9490.],[52338.],[857.],[1266.],[-345.],[-829.],[-961.],[-1067.]
401,[28.6195693],[28.64347291],[0.],[0.],[-0.03],[-0.02],[0.02],[0.02],[-0.05],[0.04],[-0.06],[-0.01],[-0.03],[-0.01],[-0.],[0.],[0.02],[0.02],[-0.],[0.],[-1.3],[-1.36],[-0.08],[1.57],[1.61],[2.5],[0.08],[-0.03],[0.3],[1.48],[0.08],[0.],[-23.33],[-0.95],[0.48],[-0.45],[-20.69],[-20.61],[-27.87],[-27.74],[18.13],[17.83],[-22.34],[-22.47],[-9222.],[52399.],[857.],[1268.],[-345.],[-794.],[-961.],[-1069.]
402,[28.68143272],[28.70444441],[0.],[0.],[-0.01],[-0.02],[0.02],[-0.01],[-0.05],[-0.02],[0.14],[-0.01],[-0.03],[-0.05],[-0.],[0.],[0.02],[0.02],[0.],[0.],[-1.3],[0.52],[-1.31],[-2.53],[0.57],[0.57],[0.08],[-0.16],[-0.85],[-0.56],[-0.06],[0.],[0.22],[-0.17],[-2.08],[-0.45],[-20.69],[-20.7],[-27.91],[-27.74],[18.13],[17.79],[-22.59],[-22.52],[-9222.],[52620.],[857.],[1272.],[-345.],[-794.],[-961.],[-1070.]
403,[28.74238491],[28.75517535],[0.],[0.],[0.03],[0.03],[0.02],[0.02],[-0.05],[-0.03],[-0.02],[-0.01],[-0.55],[-0.08],[-0.],[-0.],[0.02],[0.02],[0.],[0.],[-1.3],[1.09],[0.47],[1.61],[0.52],[0.57],[0.08],[-1.07],[-0.9],[-0.56],[-0.13],[0.],[0.22],[0.],[-0.25],[-0.45],[-20.69],[-20.78],[-27.96],[-27.74],[18.13],[17.84],[-22.59],[-22.65],[-9321.],[52676.],[857.],[1273.],[-345.],[-794.],[-963.],[-1070.]
404,[28.80410814],[28.81703877],[0.],[0.],[-0.],[-0.06],[0.06],[0.02],[-0.05],[0.01],[-0.05],[-0.05],[0.13],[0.04],[-0.],[-0.],[0.02],[0.02],[-0.],[0.],[-5.03],[-2.8],[4.29],[4.49],[-0.48],[0.57],[1.21],[0.77],[2.68],[0.32],[-0.05],[0.],[0.22],[0.03],[1.17],[0.2],[-20.69],[-20.75],[-28.06],[-27.74],[18.13],[17.93],[-22.59],[-22.79],[-9469.],[53021.],[857.],[1253.],[-1698.],[-791.],[-962.],[-1070.]
405,[28.86503673],[28.87884426],[0.],[0.],[-0.01],[-0.02],[0.1],[0.02],[-0.05],[-0.01],[-0.08],[-0.05],[-0.03],[0.04],[-0.],[-0.],[0.],[0.01],[-0.],[0.],[-9.44],[-3.43],[-0.89],[-0.65],[2.48],[3.06],[1.21],[0.33],[5.18],[7.97],[-0.03],[0.],[0.22],[0.],[-0.26],[0.03],[-20.69],[-20.69],[-27.85],[-27.74],[18.13],[17.98],[-22.59],[-22.87],[-9485.],[53705.],[857.],[1242.],[-1685.],[-779.],[-959.],[-1070.]
406,[28.92683482],[28.93982148],[0.],[0.],[-0.01],[-0.02],[-0.04],[-0.05],[-0.05],[0.],[-0.05],[-0.05],[0.46],[0.04],[-0.],[0.],[0.],[0.01],[-0.],[0.],[-2.6],[-3.43],[-0.89],[0.76],[2.48],[1.64],[-2.76],[-0.86],[5.18],[10.44],[0.],[0.],[26.34],[0.02],[-0.26],[0.02],[-20.69],[-20.86],[-27.07],[-27.12],[18.13],[18.06],[-22.59],[-22.92],[-9495.],[54326.],[857.],[1251.],[-78.],[-641.],[-959.],[-1070.]
407,[28.98769903],[29.00154495],[0.],[0.],[0.03],[0.05],[-0.11],[-0.07],[-0.05],[-0.01],[-0.05],[-0.03],[0.52],[0.04],[-0.],[-0.],[0.],[0.01],[0.01],[0.],[-6.76],[-3.43],[-0.89],[-0.2],[2.48],[3.45],[-10.39],[-0.65],[5.18],[9.8],[0.],[0.],[29.97],[0.95],[-0.43],[0.],[-20.69],[-21.07],[-27.07],[-27.01],[18.13],[18.1],[-22.59],[-22.94],[-9686.],[54524.],[857.],[1249.],[-78.],[-506.],[-961.],[-1076.]
