,Ref_task3_Time,User_task3_Time,Ref_task3_Force,User_task3_Force,Ref_task3_L_pitchAcc,User_task3_L_pitchAcc,Ref_task3_L_yawAcc,User_task3_L_yawAcc,Ref_task3_L_surgeAcc,User_task3_L_surgeAcc,Ref_task3_L_rollAcc,User_task3_L_rollAcc,Ref_task3_L_pitchVel,User_task3_L_pitchVel,Ref_task3_L_yawVel,User_task3_L_yawVel,Ref_task3_L_surgeVel,User_task3_L_surgeVel,Ref_task3_L_rollVel,User_task3_L_rollVel,Ref_task3_L_pitch,User_task3_L_pitch,Ref_task3_L_yaw,User_task3_L_yaw,Ref_task3_L_surge,User_task3_L_surge,Ref_task3_L_roll,User_task3_L_roll,Ref_task3_L_x,User_task3_L_x,Ref_task3_L_y,User_task3_L_y,Ref_task3_L_z,User_task3_L_z,Ref_task3_L_motion,User_task3_L_motion,Ref_task3_R_pitchAcc,User_task3_R_pitchAcc,Ref_task3_R_yawAcc,User_task3_R_yawAcc,Ref_task3_R_surgeAcc,User_task3_R_surgeAcc,Ref_task3_R_rollAcc,User_task3_R_rollAcc,Ref_task3_R_pitchVel,User_task3_R_pitchVel,Ref_task3_R_yawVel,User_task3_R_yawVel,Ref_task3_R_surgeVel,User_task3_R_surgeVel,Ref_task3_R_rollVel,User_task3_R_rollVel
537,,,[0.],[0.],[0.07],[-0.],[-0.02],[-0.02],[-0.02],[-0.02],[-0.01],[-0.],[-0.],[0.01],[0.],[0.],[-0.01],[-0.02],[-0.],[0.],[0.44],[-0.15],[-0.11],[0.02],[-1.01],[-1.89],[-1.02],[-3.48],[-9.33],[-11.59],[0.02],[-0.11],[-0.59],[-11.67],[-0.13],[-0.13],[-31.68],[-28.89],[-16.79],[-17.28],[20.63],[22.7],[-9.75],[-9.76],,,,,[-20456.],[-46380.],,
538,,,[0.],[0.],[0.],[-0.],[-0.02],[0.],[-0.02],[0.17],[-0.01],[-0.01],[-0.03],[0.02],[0.],[-0.01],[-0.01],[-0.],[-0.],[-0.01],[0.44],[-0.43],[0.26],[0.02],[-1.01],[-1.23],[-1.02],[-3.85],[-9.33],[-7.42],[0.02],[-0.05],[-0.59],[-4.95],[0.],[0.03],[-31.81],[-28.85],[-16.79],[-17.18],[20.63],[23.34],[-9.83],[-9.79],,,,,[-20272.],[-47045.],,
539,,,[0.],[0.],[-0.02],[-0.03],[-0.02],[0.02],[-0.09],[-0.09],[-0.01],[-0.04],[-0.12],[-0.07],[0.],[0.],[-0.1],[-0.06],[0.01],[0.01],[0.44],[-0.68],[-0.34],[0.02],[-0.33],[0.5],[-1.02],[-1.88],[-9.33],[-6.65],[0.02],[0.],[-0.59],[-3.21],[0.02],[0.03],[-31.79],[-28.77],[-16.79],[-17.1],[20.63],[23.38],[-9.71],[-9.74],,,,,[-20262.],[-48234.],,
540,,,[0.],[0.],[-0.02],[-0.02],[-0.02],[-0.04],[-0.09],[-0.08],[-0.01],[0.01],[-0.17],[-0.07],[0.],[-0.],[-0.12],[-0.12],[-0.],[-0.],[0.44],[0.49],[2.57],[9.87],[2.05],[1.03],[-1.02],[-1.34],[-0.15],[-3.07],[0.02],[0.05],[-0.59],[-0.13],[0.],[-0.03],[-31.94],[-28.7],[-16.79],[-16.92],[20.63],[23.32],[-9.96],[-9.74],,,,,[-20261.],[-49156.],,
541,,,[0.],[0.],[-0.01],[-0.],[0.14],[0.16],[0.08],[0.02],[-0.01],[-0.02],[-0.],[-0.03],[0.],[-0.],[-0.06],[0.1],[-0.],[-0.],[0.44],[-0.71],[0.53],[0.04],[2.05],[3.39],[0.58],[-0.23],[-0.15],[-0.07],[0.02],[-0.02],[7.56],[1.02],[0.],[-0.02],[-31.78],[-28.61],[-16.79],[-16.71],[20.63],[23.21],[-9.55],[-9.74],,,,,[-20290.],[-49454.],,
542,,,[0.],[0.],[0.03],[-0.],[-0.02],[-0.16],[0.01],[0.],[-0.01],[0.],[-0.],[-0.02],[0.],[-0.],[-0.06],[-0.06],[-0.],[-0.],[0.44],[-0.09],[-1.81],[-1.68],[2.05],[3.26],[0.31],[0.31],[0.08],[-0.02],[0.02],[0.],[13.33],[1.02],[-0.16],[-0.1],[-31.69],[-28.59],[-16.79],[-16.71],[20.63],[23.33],[-9.2],[-9.74],,,,,[-20307.],[-49779.],,
543,,,[0.],[0.],[-0.01],[-0.],[-0.02],[-0.03],[-0.01],[0.],[-0.01],[-0.04],[-0.],[-0.03],[0.],[-0.],[-0.07],[-0.06],[-0.],[-0.],[0.44],[0.14],[-1.81],[-0.39],[2.05],[3.28],[-0.03],[0.29],[0.08],[-0.02],[0.02],[0.02],[13.],[1.02],[-0.1],[-0.1],[-31.66],[-28.53],[-16.79],[-16.81],[20.63],[23.32],[-9.18],[-9.74],,,,,[-20349.],[-50041.],,
544,,,[0.],[0.],[-0.07],[-0.],[0.05],[0.02],[0.01],[0.],[-0.01],[0.01],[-0.],[-0.03],[0.],[0.],[-0.09],[-0.06],[-0.01],[-0.],[0.44],[-2.42],[-1.81],[0.],[-0.46],[0.29],[1.85],[1.09],[0.08],[0.07],[0.02],[0.],[7.08],[0.82],[-0.23],[-0.24],[-31.66],[-28.45],[-16.79],[-16.59],[20.63],[23.11],[-9.08],[-9.74],,,,,[-20546.],[-50016.],,
545,,,[0.],[0.],[0.07],[-0.],[0.05],[0.01],[0.04],[0.08],[-0.01],[-0.02],[0.18],[0.08],[0.],[-0.],[-0.],[0.05],[0.],[-0.],[0.44],[-0.01],[-1.81],[-5.67],[1.07],[0.29],[0.27],[1.09],[0.08],[0.08],[0.02],[0.],[-0.55],[0.17],[-0.33],[-0.24],[-31.33],[-28.37],[-16.26],[-16.43],[20.63],[22.91],[-8.95],[-9.74],,,,,[-20626.],[-49798.],,
546,,,[0.],[0.],[-0.],[-0.],[-0.1],[-0.09],[-0.04],[-0.04],[-0.01],[0.02],[0.15],[0.08],[0.],[-0.],[0.12],[0.13],[0.01],[0.01],[0.44],[0.35],[-1.81],[-9.37],[1.23],[0.29],[0.7],[1.09],[0.02],[0.02],[0.08],[0.06],[-4.12],[-1.03],[-0.33],[-0.23],[-30.73],[-28.36],[-16.26],[-16.34],[20.63],[22.08],[-9.1],[-9.74],,,,,[-20685.],[-49396.],,
547,,,[0.],[0.],[0.02],[-0.],[-0.1],[-0.06],[-0.04],[-0.04],[-0.01],[0.02],[0.],[0.01],[0.],[-0.],[0.06],[0.06],[-0.],[-0.],[0.44],[-0.],[-1.81],[-6.79],[-0.85],[0.08],[2.53],[1.98],[0.02],[0.02],[0.08],[0.15],[-8.1],[-10.9],[0.51],[0.16],[-30.01],[-28.33],[-16.26],[-16.45],[20.63],[22.02],[-8.24],[-9.74],,,,,[-20773.],[-48762.],,
548,,,[0.],[0.],[-0.02],[-0.],[0.05],[0.04],[0.03],[0.04],[-0.01],[0.01],[-0.],[0.01],[0.],[0.],[-0.01],[0.],[-0.],[-0.],[0.44],[0.11],[-1.81],[-6.25],[-0.08],[0.08],[1.58],[1.86],[0.],[0.02],[0.08],[-0.03],[-13.54],[-19.82],[-0.12],[0.],[-28.8],[-28.26],[-16.26],[-16.44],[20.63],[21.64],[-7.53],[-9.74],,,,,[-20794.],[-48185.],,
549,,,[0.],[0.],[-0.05],[-0.],[-0.04],[0.01],[0.],[-0.02],[-0.01],[0.01],[-0.],[0.01],[0.],[-0.01],[-0.01],[-0.02],[-0.],[-0.],[0.44],[-0.27],[-1.2],[1.32],[2.15],[0.08],[0.05],[1.03],[0.],[0.02],[-0.32],[-0.1],[-13.82],[-14.87],[-0.12],[-0.31],[-27.72],[-28.22],[-16.26],[-16.37],[20.63],[21.61],[-7.15],[-9.74],,,,,[-20835.],[-47892.],,
550,,,[0.],[0.],[0.03],[0.01],[-0.06],[0.01],[-0.03],[-0.02],[-0.01],[0.01],[-0.],[0.01],[0.01],[0.01],[-0.01],[-0.01],[-0.],[-0.],[0.44],[0.23],[-1.2],[0.53],[-0.67],[-0.4],[0.07],[1.03],[0.03],[0.02],[0.34],[0.15],[-6.49],[-4.89],[-0.12],[-0.1],[-27.72],[-28.19],[-16.26],[-16.15],[20.63],[21.89],[-8.03],[-9.74],,,,,[-20719.],[-47849.],,
551,,,[0.],[0.],[0.04],[0.01],[0.14],[0.12],[0.01],[0.03],[-0.01],[-0.],[-0.],[0.01],[-0.],[0.],[-0.01],[-0.01],[-0.],[0.],[0.44],[0.],[-1.2],[4.24],[0.43],[-0.21],[-0.29],[1.03],[0.5],[1.85],[0.08],[0.18],[-2.92],[-5.33],[-0.12],[0.11],[-27.72],[-28.11],[-15.53],[-15.83],[20.63],[21.99],[-8.32],[-9.74],,,,,[-20727.],[-47832.],,
552,,,[0.],[0.],[0.02],[0.01],[-0.19],[-0.01],[0.04],[0.03],[-0.01],[-0.01],[0.01],[0.01],[-0.],[-0.],[-0.01],[-0.04],[-0.],[0.],[0.44],[-0.17],[-1.2],[1.62],[-0.89],[-2.38],[1.67],[1.03],[0.5],[2.93],[0.05],[0.03],[-3.73],[-4.37],[-0.12],[0.16],[-27.72],[-28.11],[-15.53],[-15.57],[20.63],[21.86],[-8.61],[-9.74],,,,,[-21153.],[-47860.],,
553,,,[0.],[0.],[-0.08],[-0.26],[0.05],[0.06],[-0.05],[0.01],[-0.01],[-0.03],[0.],[0.01],[-0.],[-0.],[-0.01],[0.],[-0.],[-0.],[0.44],[-0.02],[-5.15],[-3.39],[-0.93],[-1.27],[1.16],[1.03],[0.5],[1.93],[-0.05],[-0.08],[-4.32],[-4.37],[-0.62],[-0.35],[-27.72],[-28.13],[-15.53],[-15.38],[20.63],[21.82],[-9.15],[-9.76],,,,,[-21622.],[-48088.],,
554,,,[0.],[0.],[0.04],[0.14],[0.11],[0.06],[0.02],[0.01],[-0.01],[0.02],[-0.01],[0.01],[-0.],[-0.],[0.02],[0.03],[-0.],[-0.],[0.44],[-0.15],[-5.15],[-8.43],[-0.93],[-1.49],[0.76],[1.03],[0.5],[0.27],[-0.05],[-0.16],[-3.26],[-4.37],[-0.75],[-0.35],[-27.72],[-28.09],[-15.53],[-15.54],[20.63],[21.59],[-9.09],[-9.91],,,,,[-22124.],[-48311.],,
555,,,[0.],[0.],[0.04],[0.15],[-0.04],[-0.04],[-0.02],[-0.01],[-0.01],[0.01],[-0.],[0.01],[-0.],[-0.],[-0.01],[0.03],[-0.],[0.],[0.44],[0.83],[-5.15],[-1.49],[-0.93],[-0.8],[-0.69],[-1.19],[0.5],[0.12],[-0.05],[1.36],[-3.77],[-4.37],[1.45],[0.46],[-27.72],[-28.],[-15.2],[-15.08],[20.63],[21.45],[-10.35],[-10.06],,,,,[-22590.],[-48427.],,
556,,,[0.],[0.],[-0.04],[-0.],[-0.04],[-0.08],[-0.],[0.01],[-0.01],[-0.01],[-0.01],[0.01],[-0.],[-0.],[0.06],[0.05],[-0.],[0.],[0.44],[-0.68],[7.82],[11.57],[0.07],[0.12],[-0.7],[-0.58],[0.5],[0.03],[-0.05],[-1.37],[-0.02],[0.41],[2.73],[0.46],[-27.72],[-27.98],[-15.2],[-14.86],[20.63],[21.42],[-10.35],[-10.25],,,,,[-22672.],[-48462.],,
557,,,[0.],[0.],[-0.04],[-0.12],[-0.],[-0.08],[0.02],[0.01],[-0.01],[-0.01],[0.02],[0.01],[-0.],[0.],[-0.],[-0.03],[-0.],[0.],[0.44],[-0.53],[7.82],[12.45],[-1.03],[-1.15],[-1.65],[-1.75],[0.5],[0.02],[-0.05],[-0.13],[-0.05],[0.41],[0.69],[0.46],[-27.72],[-27.95],[-15.2],[-14.46],[20.63],[21.45],[-10.35],[-10.35],,,,,[-22672.],[-48578.],,
558,,,[0.],[0.],[-0.04],[-0.37],[0.05],[0.11],[-0.02],[0.01],[-0.01],[0.03],[0.17],[0.14],[-0.],[-0.],[-0.03],[-0.03],[-0.],[-0.],[0.44],[0.26],[4.39],[10.97],[-0.69],[-0.44],[-1.65],[-1.65],[0.56],[0.93],[-0.05],[0.],[-1.75],[0.41],[0.03],[0.03],[-27.72],[-27.95],[-15.2],[-14.38],[20.63],[21.31],[-10.78],[-10.88],,,,,[-22672.],[-48772.],,
559,,,[0.],[0.],[0.08],[0.27],[0.05],[0.21],[0.01],[0.01],[-0.01],[0.06],[0.25],[0.24],[0.],[-0.],[-0.03],[-0.04],[-0.],[-0.],[0.44],[0.11],[2.78],[-5.65],[-0.35],[0.73],[-1.65],[-3.8],[0.56],[0.45],[-0.05],[-0.08],[-0.03],[0.41],[0.03],[-0.15],[-27.72],[-27.92],[-15.2],[-14.43],[20.63],[21.35],[-10.78],[-11.09],,,,,[-22672.],[-48988.],,
560,,,[0.],[0.],[-0.02],[0.01],[0.],[0.01],[0.01],[0.01],[-0.01],[0.02],[0.03],[0.07],[-0.],[-0.],[0.03],[0.01],[-0.],[-0.],[0.44],[0.13],[-2.54],[-8.84],[-0.35],[-0.12],[-1.65],[-3.41],[0.56],[2.],[-0.05],[-0.1],[0.1],[3.57],[0.03],[0.],[-27.72],[-27.97],[-15.2],[-14.41],[20.63],[21.28],[-11.64],[-11.38],,,,,[-22672.],[-49181.],,
561,,,[0.],[0.],[-0.02],[0.01],[0.01],[0.01],[-0.02],[0.05],[-0.01],[-0.06],[0.03],[-0.04],[-0.],[-0.],[0.],[0.01],[-0.],[0.],[0.44],[0.38],[2.92],[0.33],[-1.82],[-1.65],[-1.65],[-4.34],[0.56],[4.48],[-0.05],[0.],[1.69],[6.7],[0.03],[-0.37],[-27.72],[-27.98],[-15.2],[-14.5],[20.63],[21.25],[-11.64],[-11.5],,,,,[-22672.],[-49465.],,
562,,,[0.],[0.],[-0.01],[0.01],[0.09],[-0.02],[0.04],[0.04],[-0.01],[-0.11],[0.03],[0.02],[-0.],[-0.],[0.03],[0.02],[-0.],[0.],[0.44],[0.84],[2.92],[3.69],[-1.82],[-3.13],[-1.65],[-2.86],[0.56],[5.08],[0.16],[0.11],[1.69],[10.23],[0.03],[0.1],[-27.72],[-28.03],[-15.2],[-14.6],[20.63],[20.99],[-11.64],[-11.7],,,,,[-22672.],[-49800.],,
563,,,[0.],[0.],[0.08],[0.11],[-0.11],[-0.27],[-0.03],[-0.04],[-0.01],[0.1],[0.15],[0.19],[0.],[-0.],[-0.02],[-0.03],[-0.],[-0.],[-2.36],[-0.21],[2.92],[5.83],[-1.82],[-4.72],[-1.65],[-1.69],[0.56],[6.02],[0.16],[0.13],[1.69],[9.46],[0.03],[0.11],[-27.72],[-28.09],[-15.2],[-14.64],[20.63],[21.16],[-11.64],[-12.01],,,,,[-22672.],[-50162.],,
564,,,[0.],[0.],[0.07],[0.06],[-0.07],[-0.05],[-0.03],[-0.04],[-0.01],[0.05],[0.15],[0.19],[0.],[-0.],[-0.05],[-0.15],[-0.],[-0.],[2.59],[3.93],[2.92],[-0.23],[-1.82],[-6.19],[-1.65],[-0.94],[0.56],[1.95],[-0.08],[-0.17],[1.69],[4.73],[-2.],[-0.4],[-27.72],[-28.1],[-15.2],[-14.89],[20.63],[21.51],[-11.64],[-11.06],,,,,[-22672.],[-50722.],,
565,,,[0.],[0.],[0.03],[0.06],[-0.09],[-0.05],[-0.03],[-0.04],[-0.01],[-0.04],[0.03],[-0.01],[0.],[-0.],[-0.05],[-0.14],[-0.],[0.01],[2.59],[2.33],[2.92],[2.65],[-1.82],[4.07],[-1.65],[-0.39],[0.13],[0.19],[-0.08],[-0.35],[0.27],[0.7],[-0.15],[0.07],[-27.72],[-28.19],[-15.2],[-15.08],[20.63],[21.65],[-11.64],[-11.72],,,,,[-22672.],[-51735.],,
566,,,[0.],[0.],[0.12],[0.07],[0.11],[0.15],[0.03],[0.02],[-0.01],[-0.04],[0.12],[0.14],[-0.01],[-0.01],[-0.02],[0.02],[-0.],[-0.],[2.59],[2.62],[2.92],[2.87],[-1.82],[-1.55],[-1.65],[0.36],[-0.12],[0.19],[-0.08],[-0.07],[0.27],[0.27],[0.34],[0.15],[-27.72],[-28.19],[-15.2],[-15.15],[20.63],[21.61],[-11.64],[-11.93],,,,,[-22672.],[-52368.],,
567,,,[0.],[0.],[-0.03],[-0.11],[0.11],[0.06],[0.03],[0.02],[-0.01],[0.03],[0.09],[0.01],[-0.],[0.],[0.06],[0.34],[-0.],[0.],[1.41],[1.33],[2.92],[0.66],[-1.82],[-6.14],[-1.65],[0.16],[-0.84],[-1.11],[-0.02],[0.05],[0.27],[-0.45],[0.24],[0.1],[-27.72],[-28.15],[-15.2],[-15.31],[20.63],[21.36],[-12.82],[-12.3],,,,,[-22672.],[-53233.],,
568,,,[0.],[0.],[-0.02],[0.03],[0.11],[0.04],[-0.],[-0.02],[-0.01],[-0.01],[0.09],[0.21],[-0.],[-0.],[-0.],[-0.03],[-0.],[-0.],[0.42],[1.19],[-3.36],[-1.56],[-1.82],[-4.83],[-1.65],[-0.32],[-0.84],[-3.11],[-0.02],[0.18],[-3.07],[-3.8],[0.],[0.],[-27.72],[-28.14],[-15.2],[-15.55],[20.63],[21.09],[-12.82],[-12.63],,,,,[-22672.],[-53907.],,
569,,,[0.],[0.],[-0.15],[0.12],[-0.09],[-0.1],[-0.],[0.01],[-0.01],[0.01],[-0.27],[-0.42],[-0.],[0.],[-0.03],[-0.03],[-0.],[-0.],[0.09],[1.19],[-3.36],[-4.56],[-1.82],[-4.6],[-1.65],[-2.35],[-0.84],[-5.13],[-0.4],[-0.32],[-4.],[-3.6],[-0.29],[0.],[-27.72],[-28.12],[-15.2],[-15.61],[20.63],[21.],[-12.82],[-13.01],,,,,[-22672.],[-54094.],,
570,,,[0.],[0.],[0.33],[0.29],[0.03],[0.05],[-0.03],[-0.03],[-0.01],[0.01],[0.02],[0.33],[-0.],[-0.],[-0.03],[-0.03],[-0.],[0.],[5.21],[3.21],[1.43],[-0.61],[-1.82],[0.11],[-1.65],[-1.16],[-0.84],[-0.39],[-1.7],[-0.32],[-0.62],[-1.9],[-0.17],[0.],[-27.72],[-28.12],[-15.2],[-15.88],[20.63],[20.87],[-12.82],[-13.08],,,,,[-22672.],[-54062.],,
571,,,[0.],[0.],[-0.08],[-0.],[-0.01],[0.],[0.02],[0.],[-0.01],[-0.01],[-0.14],[-0.32],[-0.],[0.],[-0.03],[-0.05],[-0.],[-0.],[5.21],[5.],[1.43],[2.31],[-1.82],[-2.31],[-1.65],[-0.33],[0.6],[0.05],[-0.32],[-0.32],[-0.62],[-0.57],[-0.65],[-0.57],[-27.72],[-28.03],[-15.2],[-16.13],[20.63],[20.81],[-13.5],[-13.28],,,,,[-22672.],[-54016.],,
572,,,[0.],[0.],[0.04],[-0.],[-0.03],[-0.04],[0.02],[0.01],[-0.01],[0.01],[-0.14],[-0.16],[-0.],[-0.],[-0.02],[0.],[-0.],[-0.01],[5.21],[0.65],[1.43],[0.27],[-1.82],[-4.97],[-1.65],[-1.23],[0.6],[0.5],[-0.21],[-0.32],[-2.61],[-1.9],[-0.73],[-0.57],[-27.72],[-27.96],[-15.2],[-16.27],[20.63],[20.78],[-13.5],[-13.45],,,,,[-22672.],[-54028.],,
573,,,[0.],[0.],[-0.11],[-0.17],[-0.03],[-0.04],[0.],[0.01],[-0.01],[-0.03],[0.],[-0.09],[-0.],[0.],[-0.02],[-0.11],[-0.],[0.01],[9.5],[1.09],[-5.04],[-3.12],[-1.82],[-2.6],[-1.65],[-2.05],[10.87],[8.9],[-0.21],[-0.34],[-2.61],[-3.13],[-0.02],[-0.3],[-27.72],[-28.],[-15.2],[-16.19],[20.63],[20.75],[-14.33],[-13.95],,,,,[-22672.],[-54074.],,
574,,,[0.],[0.],[-0.03],[-0.17],[-0.03],[-0.05],[0.01],[0.01],[-0.01],[-0.02],[-0.1],[-0.09],[-0.],[-0.],[0.],[-0.08],[-0.],[-0.],[11.63],[16.04],[-5.04],[-5.7],[-1.82],[-3.51],[1.06],[-0.19],[26.55],[23.57],[-0.06],[1.26],[-2.61],[-3.6],[-0.06],[0.21],[-27.72],[-27.93],[-15.2],[-16.24],[20.63],[20.72],[-14.33],[-14.04],,,,,[-22672.],[-54275.],,
575,,,[0.],[0.],[-0.11],[-0.12],[0.01],[0.06],[0.01],[0.01],[-0.01],[-0.06],[-0.14],[-0.09],[0.],[-0.],[0.03],[0.03],[-0.],[-0.],[19.21],[16.73],[-8.72],[-7.35],[-1.82],[-1.92],[1.03],[-0.19],[26.55],[27.68],[-0.06],[-0.08],[-2.61],[-3.16],[-0.08],[-0.16],[-27.72],[-27.82],[-15.2],[-16.23],[20.63],[20.72],[-14.8],[-14.51],,,,,[-22672.],[-54469.],,
576,,,[0.],[0.],[0.17],[0.07],[0.01],[0.05],[0.01],[0.02],[-0.01],[0.01],[-0.03],[-0.05],[-0.],[-0.],[0.09],[0.12],[0.],[-0.],[17.39],[17.02],[-10.11],[-7.35],[-1.82],[-1.46],[3.17],[3.4],[26.55],[25.48],[-0.06],[-0.03],[-4.25],[-4.66],[-0.57],[-0.16],[-27.72],[-27.82],[-15.2],[-15.94],[20.63],[20.74],[-15.1],[-15.03],,,,,[-22672.],[-54560.],,
577,,,[0.],[0.],[-0.15],[0.07],[-0.07],[-0.03],[-0.01],[-0.01],[-0.01],[-0.03],[-0.09],[-0.05],[-0.],[-0.],[0.09],[0.1],[0.],[-0.],[16.05],[13.6],[-12.78],[-7.35],[-1.82],[-1.88],[3.17],[4.37],[28.13],[26.83],[-0.48],[-0.23],[-5.36],[-5.58],[-0.44],[-0.16],[-27.72],[-27.75],[-15.2],[-15.74],[20.63],[20.75],[-15.1],[-15.34],,,,,[-22672.],[-54463.],,
578,,,[0.],[0.],[0.03],[0.07],[-0.07],[-0.06],[-0.],[0.02],[-0.01],[0.03],[0.09],[-0.05],[-0.],[-0.],[0.02],[0.02],[0.],[-0.],[6.91],[12.],[-22.29],[-7.35],[-1.82],[-1.5],[-0.25],[0.76],[37.51],[38.34],[-1.02],[-0.21],[-5.36],[-5.84],[0.13],[-0.11],[-27.72],[-27.67],[-15.2],[-15.69],[20.63],[20.61],[-15.1],[-15.66],,,,,[-22672.],[-54489.],,
579,,,[0.],[0.],[0.13],[0.11],[-0.07],[-0.04],[-0.01],[-0.01],[-0.01],[0.03],[-0.07],[-0.1],[-0.],[-0.],[0.02],[0.19],[0.],[0.01],[26.93],[23.19],[-19.28],[-7.35],[0.39],[1.25],[-1.22],[-5.93],[37.51],[37.66],[-0.16],[-0.18],[-5.36],[-9.33],[-0.11],[-0.11],[-27.72],[-27.6],[-15.2],[-15.33],[20.63],[20.41],[-15.1],[-15.77],,,,,[-22672.],[-54671.],,
580,,,[0.],[0.],[-0.23],[-0.08],[0.],[-0.03],[-0.01],[-0.01],[-0.01],[0.06],[-0.16],[-0.14],[0.],[-0.],[0.02],[0.05],[0.],[0.01],[22.09],[23.19],[-5.67],[-7.35],[0.39],[3.98],[-0.62],[0.21],[47.],[46.11],[-0.1],[-0.18],[-5.36],[-16.61],[-0.26],[-0.11],[-27.72],[-27.53],[-15.2],[-15.08],[20.63],[20.23],[-15.1],[-15.65],,,,,[-22672.],[-54812.],,
581,,,[0.],[0.],[0.03],[-0.03],[0.08],[0.12],[-0.01],[-0.01],[-0.01],[0.],[0.01],[0.],[0.01],[0.01],[-0.05],[-0.05],[0.],[-0.],[24.44],[23.19],[-13.5],[-7.35],[0.39],[1.52],[-0.27],[2.96],[48.77],[46.73],[-0.23],[-0.18],[-5.36],[-10.55],[-0.02],[-0.02],[-27.72],[-27.45],[-14.68],[-14.93],[20.63],[20.1],[-15.1],[-15.68],,,,,[-22672.],[-54876.],,
582,,,[0.],[0.],[-0.06],[-0.03],[0.01],[-0.],[-0.02],[-0.01],[-0.01],[-0.01],[0.01],[0.02],[-0.],[0.],[-0.05],[-0.07],[-0.],[-0.],[17.56],[13.83],[-16.87],[-7.35],[-1.47],[-0.87],[0.11],[0.53],[56.46],[60.03],[-0.48],[-0.33],[-5.36],[-14.18],[0.02],[0.02],[-27.72],[-27.43],[-14.68],[-14.74],[20.63],[20.06],[-15.1],[-15.69],,,,,[-22672.],[-55066.],,
583,,,[0.],[0.],[-0.14],[-0.11],[0.07],[0.04],[-0.],[0.02],[-0.01],[-0.02],[0.01],[0.],[-0.],[0.],[-0.05],[-0.12],[-0.],[-0.01],[16.],[13.83],[-13.66],[-7.35],[-1.47],[-3.5],[-1.08],[-1.92],[62.29],[60.03],[-0.39],[-0.33],[-5.26],[-11.23],[0.05],[0.02],[-27.72],[-27.46],[-14.68],[-14.62],[20.63],[19.89],[-15.1],[-16.],,,,,[-22672.],[-55804.],,
584,,,[0.],[0.],[0.08],[0.02],[-0.03],[-0.05],[-0.01],[-0.02],[-0.01],[0.03],[-0.03],[-0.02],[0.01],[0.],[-0.05],[-0.],[0.01],[0.01],[8.94],[9.09],[5.17],[0.01],[-1.47],[-2.43],[-0.03],[0.02],[45.32],[34.23],[-0.75],[-0.33],[-3.36],[-3.07],[-0.1],[0.13],[-27.72],[-27.43],[-14.68],[-14.56],[20.63],[19.78],[-15.1],[-16.05],,,,,[-22672.],[-57115.],,
585,,,[0.],[0.],[0.07],[0.02],[-0.03],[-0.04],[-0.01],[-0.02],[-0.01],[-0.],[-0.03],[-0.02],[-0.],[0.],[-0.05],[-0.01],[0.01],[0.01],[8.94],[10.18],[3.46],[-0.23],[-1.47],[-1.16],[-0.35],[-0.29],[46.79],[53.95],[-0.28],[-0.33],[1.86],[0.52],[0.31],[0.35],[-27.72],[-27.34],[-14.68],[-14.65],[20.63],[19.7],[-15.1],[-16.04],,,,,[-22672.],[-58300.],,
586,,,[0.],[0.],[-0.08],[0.01],[-0.],[-0.01],[-0.01],[-0.05],[-0.01],[-0.01],[-0.08],[-0.07],[-0.01],[0.],[-0.05],[-0.05],[0.01],[0.01],[19.36],[17.93],[2.38],[2.03],[-1.47],[-2.17],[0.84],[0.32],[38.36],[33.48],[-0.43],[-0.33],[3.02],[0.75],[0.34],[0.36],[-27.72],[-27.41],[-14.68],[-14.59],[20.63],[19.73],[-15.1],[-16.07],,,,,[-22672.],[-58205.],,
587,,,[0.],[0.],[-0.03],[0.03],[-0.],[0.1],[0.04],[0.04],[-0.01],[0.01],[0.03],[-0.07],[-0.01],[0.],[-0.05],[-0.08],[0.01],[-0.02],[9.95],[9.51],[2.38],[-0.76],[-1.47],[-1.67],[0.15],[0.32],[38.38],[33.48],[-0.31],[-0.33],[0.16],[-0.2],[0.08],[-0.08],[-27.72],[-27.52],[-14.68],[-14.72],[20.63],[19.79],[-15.1],[-16.05],,,,,[-22672.],[-58226.],,
588,,,[0.],[0.],[0.08],[0.06],[-0.],[0.02],[0.04],[0.07],[-0.01],[-0.01],[0.19],[0.04],[0.],[0.],[-0.05],[-0.04],[0.01],[0.02],[11.49],[14.67],[2.38],[-3.5],[-1.47],[-3.21],[1.],[0.7],[32.67],[33.48],[-0.15],[-0.16],[0.02],[-0.2],[0.],[-0.05],[-27.72],[-27.45],[-14.68],[-14.79],[20.63],[20.],[-15.1],[-16.27],,,,,[-22672.],[-58441.],,
589,,,[0.],[0.],[-0.08],[-0.11],[-0.],[-0.01],[0.04],[0.02],[-0.01],[0.02],[-0.22],[-0.02],[0.],[0.],[-0.],[0.08],[0.01],[0.01],[19.27],[13.24],[2.38],[-3.83],[-1.47],[-2.97],[0.24],[-0.04],[24.26],[23.57],[-0.17],[-0.17],[-0.48],[-0.2],[0.25],[0.11],[-27.72],[-27.46],[-14.68],[-14.82],[20.63],[20.2],[-15.1],[-16.56],,,,,[-22672.],[-58653.],,
