,Unnamed: 0,Time,Force,L_pitchAcc,L_yawAcc,L_surgeAcc,L_rollAcc,L_pitchVel,L_yawVel,L_surgeVel,L_rollVel,L_pitch,L_yaw,L_surge,L_roll,L_x,L_y,L_z,L_motion,R_pitchAcc,R_yawAcc,R_surgeAcc,R_rollAcc,R_pitchVel,R_yawVel,R_surgeVel,R_rollVel,R_pitch,R_yaw,R_surge,R_roll,R_x,R_y,R_z,R_motion
499,499,30.942421674728397,0.0,-0.17,-0.3,0.11,0.03,-0.06,0.0,0.02,0.0,-8.35,-21.2,1.63,0.66,-7.84,0.46,3.57,0.28,-10.6,-22.47,18.33,-16.03,-16377.0,275.0,-22289.0,-1105.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
500,500,31.00323271751404,0.0,-0.18,0.65,-0.02,0.0,0.06,-0.0,0.19,0.0,-19.39,18.28,0.28,0.71,-4.44,0.21,15.36,0.52,-11.79,-21.35,18.35,-15.99,-16648.0,288.0,-21352.0,-1073.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
501,501,31.065144777297974,0.0,0.29,-0.13,-0.03,0.01,0.17,-0.0,0.04,-0.0,-1.73,10.22,-1.5,1.02,5.8,-0.03,17.75,0.43,-11.89,-20.73,18.26,-15.93,-16294.0,286.0,-20269.0,-1047.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
502,502,31.12691736221313,0.0,-0.0,0.06,-0.02,0.01,0.31,0.0,-0.03,-0.0,-2.02,14.09,-2.55,1.46,24.93,0.08,15.95,0.15,-12.01,-19.87,18.1,-15.84,-14773.0,291.0,-19296.0,-1038.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
503,503,31.187769889831543,0.0,-0.04,-0.03,-0.04,0.01,-0.19,-0.0,-0.04,0.01,-4.65,12.36,-4.78,2.34,13.31,0.03,13.35,0.58,-12.3,-19.11,17.8,-15.69,-13948.0,293.0,-18468.0,-1002.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
504,504,31.24868845939636,0.0,0.11,-0.23,0.04,-0.02,0.14,-0.0,-0.11,-0.01,1.92,-1.95,-2.53,1.06,22.23,-0.1,6.29,0.13,-12.18,-19.23,17.65,-15.63,-12570.0,287.0,-18078.0,-994.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
505,505,31.310453414916992,0.0,-0.14,0.13,-0.06,-0.1,-0.05,0.0,-0.1,-0.0,-6.47,5.92,-6.38,-4.81,19.44,0.15,0.2,0.03,-12.58,-18.87,17.26,-15.92,-11384.0,296.0,-18066.0,-992.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
506,506,31.37224578857422,0.0,-0.02,-0.21,0.01,-0.07,-0.06,-0.01,-0.01,0.0,-7.55,-6.83,-5.72,-9.17,15.72,-0.16,-0.3,0.1,-13.04,-19.28,16.91,-16.48,-10425.0,286.0,-18084.0,-986.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
507,507,31.43407702445984,0.0,-0.01,0.08,-0.18,-0.08,0.33,-0.0,-0.07,-0.0,-8.26,-1.82,-16.78,-14.51,36.22,-0.24,-4.92,0.03,-13.56,-19.4,15.85,-17.39,-8143.0,271.0,-18394.0,-984.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
508,508,31.50489330291748,0.0,-0.73,0.24,-0.11,0.08,0.11,-0.01,-0.19,-0.01,-54.55,13.46,-24.0,-9.32,43.0,-0.79,-17.03,-0.41,-17.0,-18.55,14.34,-17.98,-5434.0,221.0,-19467.0,-1010.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
509,509,31.5658438205719,0.0,0.34,-0.03,0.06,0.1,-0.14,-0.01,-0.6,0.01,-32.78,11.84,-20.13,-2.75,33.78,-1.16,-55.22,-0.05,-19.09,-17.79,13.05,-18.16,-3272.0,147.0,-23001.0,-1013.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
510,510,31.627615451812744,0.0,0.05,0.18,0.22,0.17,-0.41,0.01,0.08,-0.05,-29.6,22.91,-6.74,7.93,8.23,-0.27,-49.95,-3.37,-20.93,-16.37,12.63,-17.66,-2762.0,130.0,-26098.0,-1222.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
511,511,31.68840765953064,0.0,0.41,-0.33,-0.36,-0.04,-0.23,0.0,-0.12,0.05,-4.01,2.3,-28.87,5.31,-5.84,-0.19,-57.35,-0.44,-21.18,-16.23,10.84,-17.34,-3124.0,118.0,-29654.0,-1249.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
512,512,31.750346422195435,0.0,0.1,0.04,-0.04,0.0,0.07,0.01,0.03,-0.01,2.24,4.48,-31.62,5.54,-1.69,0.15,-55.77,-0.94,-21.04,-15.95,8.88,-16.99,-3229.0,127.0,-33112.0,-1307.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
513,513,31.812090396881104,0.0,-0.02,-0.12,-0.01,-0.05,-0.1,-0.0,0.35,0.04,0.81,-2.5,-32.26,2.68,-7.4,0.12,-34.85,1.4,-20.99,-16.1,6.95,-16.83,-3673.0,134.0,-35203.0,-1223.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
514,514,31.872934103012085,0.0,-0.09,0.0,0.14,-0.02,-0.12,0.0,0.27,-0.03,-4.47,-2.49,-23.54,1.73,-14.73,0.27,-18.35,-0.31,-21.27,-16.25,5.49,-16.72,-4586.0,151.0,-36341.0,-1242.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
515,515,31.93479037284851,0.0,-0.14,0.01,0.41,-0.09,-0.03,0.0,-0.08,-0.01,-13.32,-2.15,1.83,-3.64,-16.5,0.34,-23.47,-0.77,-22.09,-16.39,5.6,-16.95,-5609.0,172.0,-37796.0,-1290.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
516,516,31.99554967880249,0.0,-0.01,0.18,-0.04,-0.05,0.11,-0.0,-0.27,-0.02,-13.79,9.5,-0.97,-6.96,-9.48,0.27,-40.76,-1.98,-22.96,-15.79,5.54,-17.39,-6206.0,189.0,-40364.0,-1415.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
517,517,32.05750560760498,0.0,0.24,-0.09,-0.02,0.3,0.12,-0.0,0.33,0.01,1.37,3.69,-2.24,11.35,-1.74,0.11,-20.34,-1.63,-22.88,-15.56,5.4,-16.68,-6314.0,196.0,-41625.0,-1516.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
518,518,32.11825346946716,0.0,-0.04,0.04,0.42,0.07,-0.06,0.0,-0.3,-0.01,-1.35,6.39,23.43,15.89,-5.3,0.21,-38.61,-2.0,-22.96,-15.17,6.83,-15.71,-6637.0,209.0,-43980.0,-1638.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
519,519,32.18020057678223,0.0,-0.01,-0.11,0.47,-0.04,-0.36,-0.0,0.81,0.03,-1.77,-0.22,52.03,13.29,-27.43,0.13,10.7,-0.25,-23.07,-15.18,10.01,-14.9,-8310.0,217.0,-43327.0,-1653.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
520,520,32.24192762374878,0.0,-0.11,-0.01,-1.43,0.17,-0.13,-0.01,-0.53,0.01,-8.39,-1.14,-38.08,24.31,-35.37,-0.21,-22.67,0.21,-23.59,-15.26,7.61,-13.37,-10538.0,204.0,-44755.0,-1640.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
521,521,32.30283761024475,0.0,0.07,0.08,1.46,-0.41,0.05,0.0,0.07,0.02,-4.08,4.02,54.13,-1.48,-32.24,0.08,-18.16,1.37,-23.85,-15.0,11.02,-13.47,-12569.0,209.0,-45899.0,-1554.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
522,522,32.36456370353699,0.0,0.07,0.03,-0.88,-0.01,0.18,-0.0,1.12,-0.07,0.39,6.04,0.71,-1.85,-21.31,0.05,50.21,-2.7,-23.83,-14.63,11.06,-13.58,-13869.0,212.0,-42836.0,-1719.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
523,523,32.42550206184387,0.0,-0.02,-0.04,-0.22,-0.11,0.22,-0.0,-0.53,0.05,-1.1,3.44,-13.06,-8.59,-7.9,0.03,17.35,0.69,-23.9,-14.42,10.25,-14.11,-14359.0,214.0,-41760.0,-1676.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
524,524,32.48726415634155,0.0,0.04,-0.03,0.1,-0.07,0.12,0.0,0.15,0.01,1.09,1.75,-6.87,-12.95,-0.42,0.05,26.6,1.35,-23.83,-14.31,9.82,-14.91,-14385.0,217.0,-40111.0,-1592.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
525,525,32.54814600944519,0.0,0.03,-0.04,-0.01,0.07,-0.02,0.0,0.4,-0.02,2.94,-0.49,-7.2,-8.39,-1.77,0.05,51.23,0.15,-23.65,-14.34,9.39,-15.43,-14493.0,220.0,-36986.0,-1583.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
526,526,32.61005449295044,0.0,0.02,0.09,0.05,0.04,-0.05,0.0,-0.06,0.0,4.3,4.76,-4.06,-6.15,-4.62,0.07,47.85,0.32,-23.39,-14.06,9.14,-15.79,-14770.0,224.0,-34115.0,-1564.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
527,527,32.67081356048584,0.0,0.01,-0.08,0.08,0.08,0.01,-0.0,0.15,-0.0,5.16,-0.24,0.83,-1.28,-4.07,0.0,57.07,0.21,-23.08,-14.07,9.19,-15.87,-15018.0,224.0,-30634.0,-1551.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
528,528,32.73258185386658,0.0,-0.02,0.01,-0.02,-0.01,-0.02,-0.0,-0.27,-0.01,4.13,0.55,-0.22,-1.81,-5.35,0.07,41.07,-0.48,-22.83,-14.04,9.18,-15.98,-15339.0,228.0,-28170.0,-1580.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
529,529,32.794419050216675,0.0,0.03,-0.03,-0.05,0.13,-0.03,-0.0,-0.32,0.02,5.82,-1.56,-3.23,6.13,-6.94,0.0,21.14,0.54,-22.46,-14.14,8.98,-15.59,-15776.0,228.0,-26838.0,-1546.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
530,530,32.85539722442627,0.0,-0.04,0.02,0.11,0.06,0.04,-0.0,-0.08,-0.01,3.64,-0.59,3.58,9.83,-4.51,0.0,16.23,-0.15,-22.24,-14.17,9.19,-15.0,-16051.0,228.0,-25848.0,-1555.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
531,531,32.91712284088135,0.0,-0.02,0.06,0.18,-0.02,0.0,-0.0,0.03,0.0,2.5,3.18,14.51,8.8,-4.32,0.07,18.23,-0.05,-22.09,-13.98,10.06,-14.47,-16310.0,232.0,-24754.0,-1558.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
532,532,32.978095293045044,0.0,-0.02,-0.04,-0.02,-0.04,0.04,-0.0,-0.05,0.0,1.06,0.78,13.57,6.62,-1.97,-0.02,15.34,0.0,-22.03,-13.93,10.89,-14.06,-16430.0,231.0,-23818.0,-1558.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
