,Ref_task2_Time,User_task2_Time,Ref_task2_Force,User_task2_Force,Ref_task2_L_pitchAcc,User_task2_L_pitchAcc,Ref_task2_L_yawAcc,User_task2_L_yawAcc,Ref_task2_L_surgeAcc,User_task2_L_surgeAcc,Ref_task2_L_rollAcc,User_task2_L_rollAcc,Ref_task2_L_pitchVel,User_task2_L_pitchVel,Ref_task2_L_yawVel,User_task2_L_yawVel,Ref_task2_L_surgeVel,User_task2_L_surgeVel,Ref_task2_L_rollVel,User_task2_L_rollVel,Ref_task2_L_pitch,User_task2_L_pitch,Ref_task2_L_yaw,User_task2_L_yaw,Ref_task2_L_surge,User_task2_L_surge,Ref_task2_L_roll,User_task2_L_roll,Ref_task2_L_x,User_task2_L_x,Ref_task2_L_y,User_task2_L_y,Ref_task2_L_z,User_task2_L_z,Ref_task2_L_motion,User_task2_L_motion,Ref_task2_R_pitchAcc,User_task2_R_pitchAcc,Ref_task2_R_yawAcc,User_task2_R_yawAcc,Ref_task2_R_surgeAcc,User_task2_R_surgeAcc,Ref_task2_R_rollAcc,User_task2_R_rollAcc,Ref_task2_R_pitchVel,User_task2_R_pitchVel,Ref_task2_R_yawVel,User_task2_R_yawVel,Ref_task2_R_surgeVel,User_task2_R_surgeVel,Ref_task2_R_rollVel,User_task2_R_rollVel
45,[33.704988],[42.64948368],[0.],[0.],[0.02],[-0.07],[0.01],[-0.02],[-0.01],[-0.01],[0.04],[0.05],[0.],[-0.],[0.],[0.],[-0.27],[0.02],[0.],[-0.],[1.65],[3.24],[-0.24],[-0.7],[-31.62],[-6.41],[-6.15],[-6.15],[0.],[0.7],[0.03],[-0.15],[-42.75],[-21.83],[-0.15],[0.02],[-13.56],[-13.47],[-22.47],[-23.28],[18.35],[18.67],[-17.34],[-17.57],[-2762.],[85421.],[235.],[967.],[-45899.],[-60247.],[-984.],[-224.]
46,[33.76587129],[42.64948368],[0.],[0.],[0.02],[-0.04],[0.01],[-0.],[-0.08],[-0.01],[0.04],[0.09],[0.],[0.],[0.],[-0.],[-0.32],[-0.01],[0.],[0.],[3.25],[3.24],[-0.24],[-0.46],[-32.26],[-6.41],[-6.15],[-5.92],[0.],[0.07],[0.05],[-0.03],[-3.79],[-11.],[-0.05],[0.08],[-13.56],[-13.5],[-22.47],[-23.22],[18.35],[19.72],[-16.99],[-17.26],[-2762.],[85797.],[235.],[966.],[-45899.],[-61557.],[-984.],[-229.]
47,[33.82765722],[42.64948368],[0.],[0.],[0.02],[-0.],[0.01],[-0.01],[0.3],[0.05],[0.04],[-0.22],[0.],[0.01],[0.],[-0.],[-0.08],[-0.01],[0.],[0.],[1.3],[-1.36],[-0.24],[-5.11],[-23.54],[-3.77],[-6.15],[-4.07],[0.],[0.05],[0.05],[0.02],[-0.26],[-1.95],[0.],[-0.02],[-13.56],[-13.48],[-22.47],[-23.19],[18.35],[20.54],[-16.83],[-16.7],[-2762.],[86054.],[230.],[965.],[-45899.],[-62206.],[-984.],[-229.]
48,[33.88863564],[42.64948368],[0.],[0.],[0.02],[0.01],[0.01],[0.],[0.21],[0.03],[0.04],[0.],[0.],[-0.01],[0.],[0.],[0.03],[0.02],[0.],[0.],[0.79],[-3.66],[-0.24],[-2.66],[1.83],[-2.25],[-1.28],[-1.24],[1.27],[0.78],[0.07],[0.02],[-0.26],[-0.7],[0.],[-0.02],[-13.56],[-13.5],[-22.47],[-23.19],[18.35],[21.07],[-16.72],[-16.7],[-2762.],[86233.],[228.],[965.],[-45899.],[-62327.],[-984.],[-221.]
49,[33.95033264],[42.64948368],[0.],[0.],[0.01],[0.03],[0.01],[0.02],[-0.05],[-0.],[0.04],[0.03],[0.],[-0.],[0.],[0.],[0.03],[0.],[0.],[-0.],[1.53],[-3.77],[0.55],[1.35],[1.83],[-1.45],[-1.81],[0.75],[1.27],[8.08],[0.],[0.02],[-0.26],[-1.37],[0.],[0.],[-13.56],[-13.52],[-22.47],[-23.16],[18.35],[21.86],[-16.95],[-16.7],[-2762.],[86247.],[232.],[964.],[-45899.],[-62369.],[-984.],[-217.]
50,[34.01117015],[42.64948368],[0.],[0.],[-0.02],[-0.07],[0.01],[0.02],[-0.05],[-0.02],[0.04],[0.05],[0.],[0.01],[0.],[0.],[0.03],[0.],[0.],[-0.],[0.52],[-3.17],[0.55],[1.57],[1.83],[1.9],[6.13],[2.48],[1.27],[8.32],[0.07],[0.02],[-0.26],[-0.02],[0.],[0.],[-13.56],[-13.5],[-22.47],[-23.15],[18.35],[22.91],[-17.39],[-16.7],[-2762.],[86312.],[232.],[964.],[-45899.],[-62454.],[-984.],[-217.]
51,[34.07300472],[42.64948368],[0.],[0.],[0.03],[0.01],[-0.04],[-0.01],[-0.05],[-0.05],[0.04],[0.03],[0.04],[0.12],[0.],[0.],[0.03],[0.],[0.],[-0.],[2.21],[-1.35],[0.55],[0.59],[1.83],[3.16],[6.13],[5.56],[1.27],[6.73],[0.],[0.02],[-0.26],[0.],[-0.08],[-0.13],[-13.56],[-13.52],[-22.47],[-23.12],[18.35],[23.37],[-16.68],[-16.2],[-2762.],[86546.],[231.],[961.],[-45899.],[-62455.],[-984.],[-216.]
52,[34.1339829],[42.64948368],[0.],[0.],[0.03],[0.05],[-0.04],[-0.02],[-0.17],[-0.09],[0.04],[0.03],[0.02],[0.],[0.],[0.],[0.03],[0.],[0.],[0.02],[1.91],[-5.79],[0.55],[0.49],[1.83],[2.27],[6.13],[7.58],[1.27],[6.08],[0.],[0.02],[-0.26],[0.],[-0.12],[-0.12],[-13.56],[-13.69],[-22.47],[-23.18],[18.35],[24.04],[-15.71],[-15.56],[-2762.],[86941.],[231.],[959.],[-45899.],[-62455.],[-984.],[-151.]
53,[34.195678],[42.64948368],[0.],[0.],[0.03],[0.04],[-0.02],[-0.02],[0.03],[-0.09],[0.04],[0.05],[0.01],[0.],[0.],[-0.],[0.03],[-0.],[0.],[-0.01],[-0.42],[-5.39],[0.55],[0.02],[-0.97],[6.66],[6.13],[5.16],[1.27],[1.73],[0.07],[0.02],[1.82],[0.],[-0.3],[-0.14],[-13.56],[-13.84],[-22.47],[-23.29],[18.35],[24.66],[-14.9],[-14.94],[-2762.],[87248.],[231.],[954.],[-45899.],[-62455.],[-984.],[-128.]
54,[34.25651193],[42.64948368],[0.],[0.],[-0.04],[-0.03],[-0.02],[-0.01],[-0.12],[-0.09],[0.08],[0.03],[0.01],[0.],[0.],[0.],[-0.05],[-0.01],[0.],[-0.],[-0.42],[-2.25],[0.55],[0.26],[-2.24],[11.21],[6.13],[2.08],[1.27],[2.05],[-0.02],[0.02],[13.8],[0.35],[-1.13],[-0.14],[-13.56],[-13.99],[-22.47],[-23.29],[18.35],[25.15],[-13.37],[-14.94],[-2762.],[87508.],[232.],[953.],[-45899.],[-62455.],[-984.],[-113.]
55,[34.31839919],[42.64948368],[0.],[0.],[-0.02],[0.02],[-0.02],[-0.01],[-0.08],[-0.09],[-0.01],[-0.04],[-0.02],[-0.03],[0.],[0.],[-0.05],[-0.05],[0.],[0.],[-0.42],[-0.1],[0.55],[1.26],[23.43],[19.78],[6.13],[-2.1],[0.5],[5.73],[0.02],[0.02],[7.43],[0.35],[-0.55],[-0.14],[-13.56],[-14.16],[-22.47],[-23.18],[18.35],[25.32],[-13.47],[-14.94],[-2762.],[87862.],[235.],[954.],[-45899.],[-62434.],[-984.],[-85.]
56,[34.38018179],[42.64948368],[0.],[0.],[-0.02],[0.01],[-0.02],[0.01],[0.18],[0.04],[-0.01],[-0.05],[-0.02],[-0.01],[0.],[0.],[-0.09],[-0.05],[0.],[0.],[-0.42],[-1.6],[0.55],[2.63],[23.43],[21.37],[6.13],[5.06],[-0.58],[8.92],[0.],[0.02],[2.95],[0.35],[-0.51],[-0.14],[-13.56],[-14.29],[-22.47],[-22.94],[18.35],[25.34],[-13.58],[-14.94],[-2762.],[88251.],[238.],[955.],[-45899.],[-62426.],[-984.],[-48.]
57,[34.44105029],[42.64948368],[0.],[0.],[-0.02],[-0.01],[0.],[-0.],[0.05],[0.02],[-0.01],[-0.07],[-0.02],[-0.07],[0.],[-0.],[-0.06],[-0.05],[0.],[0.],[-0.42],[-0.59],[0.55],[2.29],[23.43],[17.33],[9.83],[9.2],[-4.7],[6.06],[0.03],[0.03],[7.1],[0.35],[-0.21],[-0.14],[-13.56],[-14.24],[-22.47],[-22.76],[18.35],[25.77],[-14.11],[-14.94],[-2762.],[88489.],[238.],[955.],[-45899.],[-62441.],[-984.],[-7.]
58,[34.50285745],[42.64948368],[0.],[0.],[-0.02],[0.],[0.],[0.],[0.05],[0.01],[0.13],[0.12],[0.02],[0.01],[0.],[-0.],[-0.4],[-0.11],[0.],[-0.],[0.98],[0.31],[0.55],[1.02],[23.43],[16.93],[8.8],[8.14],[-0.7],[4.21],[0.05],[0.03],[4.54],[0.35],[-0.27],[-0.08],[-13.56],[-14.13],[-22.47],[-22.56],[18.35],[25.74],[-14.91],[-14.94],[-2762.],[88519.],[238.],[955.],[-45899.],[-62634.],[-984.],[24.]
59,[34.56374002],[42.64948368],[0.],[0.],[-0.02],[0.01],[0.],[-0.02],[0.05],[0.05],[0.06],[0.07],[0.02],[0.06],[0.],[-0.],[-0.38],[-0.11],[0.],[-0.],[0.61],[-0.32],[0.55],[0.44],[23.43],[13.42],[8.8],[10.64],[0.],[2.93],[0.],[-0.02],[1.22],[0.35],[0.],[0.],[-13.56],[-13.99],[-22.47],[-22.53],[18.35],[25.37],[-15.43],[-14.94],[-2762.],[88520.],[240.],[955.],[-45899.],[-63245.],[-984.],[47.]
60,[34.62556219],[42.64948368],[0.],[0.],[-0.02],[-0.01],[0.],[-0.01],[0.05],[0.02],[-0.02],[-0.02],[0.02],[0.05],[0.],[-0.],[0.63],[0.13],[0.],[0.],[0.39],[-0.25],[0.55],[0.12],[23.43],[8.64],[8.8],[10.51],[0.],[0.23],[0.],[-0.02],[7.76],[0.35],[0.28],[0.13],[-13.56],[-14.],[-22.47],[-22.35],[18.35],[25.37],[-15.79],[-14.94],[-2762.],[88520.],[240.],[954.],[-45899.],[-63386.],[-984.],[74.]
61,[34.6865077],[42.64948368],[0.],[0.],[-0.02],[-0.04],[0.],[0.03],[-0.28],[-0.01],[-0.02],[0.04],[-0.03],[-0.05],[0.],[-0.],[0.06],[0.04],[0.],[0.],[0.39],[0.35],[0.55],[0.47],[23.43],[13.16],[6.62],[7.03],[-0.03],[1.1],[0.],[0.],[3.85],[0.35],[0.03],[0.07],[-13.56],[-14.41],[-21.35],[-21.91],[18.35],[25.68],[-15.87],[-14.94],[-2762.],[88520.],[240.],[951.],[-45899.],[-63386.],[-984.],[112.]
62,[34.74828053],[42.64948368],[0.],[0.],[0.01],[0.],[0.],[0.03],[-0.01],[-0.01],[-0.02],[-0.],[-0.03],[-0.03],[-0.],[-0.],[0.03],[0.04],[0.],[-0.],[-1.19],[-0.43],[0.55],[0.2],[52.03],[17.8],[6.28],[4.45],[-0.16],[3.9],[0.],[-0.02],[0.52],[0.35],[0.03],[0.],[-13.56],[-15.16],[-20.73],[-21.5],[18.35],[25.9],[-15.98],[-14.94],[-2762.],[88507.],[242.],[943.],[-45899.],[-63386.],[-984.],[147.]
63,[34.80903983],[42.64948368],[0.],[0.],[0.01],[0.],[0.],[0.04],[-0.],[0.07],[-0.04],[-0.06],[-0.03],[-0.02],[-0.],[-0.],[0.03],[0.04],[0.],[-0.],[-1.19],[-2.77],[0.55],[0.48],[-38.08],[7.7],[6.28],[0.41],[-0.77],[6.58],[0.],[0.],[3.],[0.35],[0.03],[0.02],[-17.],[-15.54],[-19.87],[-21.31],[18.35],[25.87],[-15.59],[-14.94],[-2762.],[88502.],[242.],[936.],[-45899.],[-63377.],[-984.],[155.]
64,[34.87092304],[42.64948368],[0.],[0.],[0.01],[-0.01],[0.],[-0.02],[-0.],[0.08],[-0.04],[-0.04],[-0.1],[-0.05],[-0.],[-0.],[0.03],[-0.01],[-0.],[-0.],[-1.19],[-2.51],[-1.56],[-0.99],[54.13],[11.16],[11.23],[13.03],[-0.08],[5.03],[-0.03],[-0.05],[11.68],[0.35],[0.38],[1.08],[-17.],[-15.76],[-19.11],[-21.12],[18.35],[25.88],[-15.],[-14.94],[-2762.],[88502.],[243.],[935.],[-45899.],[-63390.],[-984.],[191.]
65,[34.93270636],[42.64948368],[0.],[0.],[0.01],[0.01],[0.],[0.],[0.48],[0.14],[-0.04],[-0.07],[0.01],[0.01],[-0.],[0.],[0.03],[0.01],[-0.],[-0.],[-1.19],[-2.44],[-1.56],[-1.86],[0.71],[10.23],[19.41],[13.03],[-3.59],[4.26],[-0.03],[-0.03],[22.18],[0.35],[0.38],[0.38],[-17.],[-16.2],[-19.23],[-20.87],[18.35],[25.82],[-14.47],[-14.52],[-2762.],[88500.],[244.],[930.],[-45899.],[-63384.],[-984.],[126.]
66,[34.99360156],[42.64948368],[0.],[0.],[0.03],[0.05],[0.],[-0.05],[-0.28],[0.03],[-0.04],[0.21],[0.09],[0.05],[-0.],[0.],[0.03],[0.],[0.01],[-0.],[-1.19],[-2.82],[-0.59],[-0.04],[0.71],[7.95],[14.41],[13.03],[-2.84],[5.8],[-0.03],[-0.08],[7.64],[0.35],[0.53],[0.38],[-17.],[-16.91],[-18.87],[-20.48],[18.35],[25.77],[-14.06],[-14.25],[-2762.],[88491.],[244.],[923.],[-45899.],[-63366.],[-984.],[205.]
67,[35.05538368],[42.64948368],[0.],[0.],[0.03],[0.02],[0.05],[0.04],[-0.05],[-0.07],[-0.04],[-0.11],[0.03],[0.04],[-0.],[-0.],[0.2],[0.],[-0.01],[-0.],[-1.19],[-2.07],[3.18],[1.83],[0.71],[2.87],[10.14],[13.03],[-0.02],[6.71],[-0.03],[-0.02],[-0.03],[0.14],[0.31],[0.25],[-17.],[-17.57],[-19.28],[-19.99],[18.35],[25.86],[-14.06],[-14.23],[-2762.],[88472.],[244.],[913.],[-45899.],[-63338.],[-984.],[184.]
68,[35.1162715],[42.64948368],[0.],[0.],[0.03],[0.01],[0.05],[0.07],[-0.05],[-0.01],[-0.01],[0.01],[0.],[-0.03],[0.],[-0.],[-0.1],[0.],[-0.],[-0.],[-1.19],[0.76],[3.18],[4.18],[0.71],[0.31],[9.57],[6.07],[-0.43],[4.1],[0.03],[0.02],[-0.03],[-0.25],[0.13],[0.25],[-17.],[-17.95],[-19.4],[-19.52],[18.35],[26.12],[-13.67],[-13.43],[-2762.],[88469.],[244.],[905.],[-45899.],[-63307.],[-984.],[18.]
69,[35.17805457],[42.64948368],[0.],[0.],[-0.03],[-0.04],[-0.01],[-0.01],[-0.06],[-0.06],[-0.01],[0.06],[0.],[-0.01],[-0.],[-0.],[-0.07],[-0.],[0.],[-0.],[-1.19],[1.85],[3.18],[3.11],[0.71],[7.42],[6.39],[6.44],[-3.44],[0.5],[0.03],[0.02],[-0.51],[-3.11],[0.58],[0.46],[-17.],[-18.19],[-18.55],[-19.08],[18.35],[26.3],[-13.],[-13.06],[-2762.],[88462.],[244.],[904.],[-45899.],[-63278.],[-984.],[-16.]
70,[35.23892283],[42.64948368],[0.],[0.],[-0.03],[-0.11],[-0.01],[-0.06],[-0.06],[-0.08],[-0.01],[-0.18],[0.],[0.03],[-0.],[-0.],[0.07],[0.01],[-0.],[-0.],[-1.19],[2.34],[3.18],[3.38],[0.71],[-0.52],[11.9],[10.04],[-3.8],[0.02],[-0.02],[0.],[-0.51],[-10.02],[0.58],[0.64],[-17.],[-18.18],[-17.79],[-18.74],[18.35],[26.5],[-13.],[-12.69],[-2762.],[88459.],[243.],[903.],[-45899.],[-63214.],[-984.],[-23.]
71,[35.30088496],[42.64948368],[0.],[0.],[-0.01],[-0.1],[-0.01],[0.],[0.05],[0.08],[-0.01],[-0.03],[0.],[0.02],[0.],[-0.],[0.07],[0.],[-0.01],[-0.01],[-1.19],[-0.18],[3.18],[0.47],[-13.06],[-6.3],[6.02],[10.04],[-2.85],[0.],[0.],[0.],[-0.51],[-2.31],[0.58],[0.71],[-17.],[-18.04],[-16.37],[-18.53],[18.35],[26.55],[-11.82],[-12.11],[-2762.],[88457.],[243.],[903.],[-45899.],[-63134.],[-984.],[-58.]
72,[35.36160994],[42.64948368],[0.],[0.],[0.01],[0.11],[0.02],[0.02],[0.05],[0.08],[-0.01],[0.03],[0.],[-0.04],[0.],[-0.],[0.07],[-0.01],[0.01],[0.01],[-1.19],[-6.74],[3.18],[3.02],[-6.87],[-6.3],[1.75],[-1.04],[-1.13],[0.],[0.],[0.],[0.],[0.],[0.58],[0.52],[-17.],[-17.79],[-16.23],[-18.42],[18.35],[26.55],[-10.91],[-12.11],[-2762.],[88457.],[243.],[903.],[-45899.],[-63089.],[-984.],[-84.]
73,[35.4134779],[42.64948368],[0.],[0.],[0.01],[0.04],[0.02],[0.02],[-0.01],[-0.17],[-0.01],[-0.],[0.],[-0.06],[0.],[-0.],[0.07],[0.06],[-0.05],[-0.03],[-1.19],[-12.61],[3.18],[7.31],[-7.2],[-6.3],[-0.12],[-2.83],[0.],[0.],[0.],[0.],[0.],[0.],[0.58],[0.39],[-17.],[-17.52],[-15.95],[-18.38],[18.35],[26.57],[-10.28],[-12.11],[-2762.],[88457.],[243.],[903.],[-45899.],[-62820.],[-984.],[-92.]
74,[35.47429347],[42.64948368],[0.],[0.],[-0.02],[-0.06],[0.02],[0.04],[0.21],[0.06],[-0.01],[0.03],[0.],[-0.01],[-0.01],[-0.],[0.07],[0.1],[0.05],[0.04],[-1.19],[-6.18],[3.18],[6.9],[-4.06],[-6.3],[-0.12],[-0.86],[0.],[-0.22],[0.],[0.],[0.],[0.15],[0.58],[0.46],[-17.],[-17.3],[-16.1],[-18.38],[18.35],[26.53],[-9.7],[-12.11],[-2762.],[88457.],[243.],[903.],[-45899.],[-62177.],[-984.],[-86.]
75,[35.53621531],[42.64948368],[0.],[0.],[-0.02],[-0.08],[0.02],[0.03],[-0.04],[-0.02],[-0.01],[-0.03],[0.],[-0.],[-0.],[-0.],[0.07],[-0.01],[-0.01],[-0.03],[-1.19],[-3.56],[3.18],[3.01],[0.83],[0.05],[-0.12],[-1.11],[0.],[-0.08],[-0.02],[-0.02],[0.],[-0.22],[0.58],[0.63],[-17.],[-17.05],[-16.25],[-18.38],[18.35],[26.52],[-9.3],[-12.11],[-2762.],[88457.],[243.],[903.],[-45899.],[-61572.],[-984.],[-20.]
76,[35.59796882],[42.64948368],[0.],[0.],[0.03],[0.02],[-0.03],[-0.01],[-0.04],[-0.04],[-0.01],[-0.04],[0.],[-0.],[-0.],[0.],[0.07],[0.04],[-0.01],[-0.04],[-1.19],[-7.29],[3.18],[3.19],[0.83],[5.05],[1.1],[0.93],[0.],[0.],[0.],[-0.02],[0.],[0.1],[0.58],[0.58],[-17.],[-16.82],[-16.39],[-18.38],[18.35],[26.47],[-8.59],[-12.11],[-2762.],[88457.],[243.],[903.],[-45899.],[-60834.],[-984.],[-79.]
77,[35.65876698],[42.64948368],[0.],[0.],[0.03],[0.08],[-0.03],[-0.01],[-0.21],[-0.08],[-0.01],[0.],[0.],[-0.],[-0.],[0.],[0.07],[0.07],[0.04],[0.04],[-1.19],[-11.83],[3.18],[4.23],[0.83],[3.65],[1.89],[0.93],[0.],[-0.03],[0.],[-0.02],[0.],[0.3],[0.],[0.13],[-17.],[-16.64],[-15.79],[-18.38],[18.35],[26.36],[-8.21],[-12.11],[-2762.],[88457.],[243.],[903.],[-45899.],[-59860.],[-984.],[-79.]
78,[35.71963525],[42.64948368],[0.],[0.],[0.03],[0.03],[-0.03],[-0.03],[0.02],[-0.04],[-0.01],[-0.04],[0.],[0.],[-0.01],[0.],[-0.04],[-0.05],[-0.03],[0.01],[-1.19],[-10.88],[3.18],[6.44],[-0.22],[-0.44],[-0.48],[-1.14],[0.],[-0.15],[-0.08],[-0.05],[0.],[0.46],[0.92],[0.59],[-17.],[-16.51],[-15.56],[-18.38],[18.35],[26.27],[-8.1],[-12.11],[-2762.],[88457.],[243.],[903.],[-45899.],[-59075.],[-984.],[-88.]
79,[35.78158259],[42.64948368],[0.],[0.],[0.03],[0.07],[-0.03],[-0.04],[0.02],[-0.04],[-0.01],[0.05],[0.],[0.],[-0.01],[0.],[-0.06],[-0.05],[-0.01],[-0.01],[-1.19],[-6.09],[3.18],[8.02],[-0.22],[0.21],[-7.78],[-3.64],[0.],[-0.31],[-0.08],[-0.13],[0.],[0.53],[-0.63],[-1.08],[-17.],[-16.4],[-15.17],[-18.38],[18.35],[26.12],[-8.11],[-12.11],[-2762.],[88463.],[243.],[905.],[-45899.],[-57673.],[-984.],[-144.]
80,[35.83333492],[42.64948368],[0.],[0.],[0.03],[0.04],[-0.03],[-0.03],[0.15],[0.12],[-0.01],[0.04],[0.],[0.],[0.01],[0.],[0.11],[0.16],[-0.02],[-0.01],[-1.19],[-4.06],[3.18],[7.63],[-0.22],[-1.08],[-12.77],[-3.58],[0.],[-0.05],[-0.08],[-0.11],[0.],[0.5],[0.46],[1.32],[-17.],[-16.24],[-15.18],[-18.38],[18.35],[25.94],[-8.04],[-12.11],[-2762.],[88519.],[243.],[908.],[-45899.],[-56673.],[-984.],[-121.]
81,[35.89427876],[42.64948368],[0.],[0.],[0.03],[0.03],[-0.03],[-0.02],[-0.1],[-0.13],[-0.01],[0.09],[0.],[-0.],[0.],[0.],[-0.07],[-0.11],[0.01],[0.],[0.46],[0.12],[3.18],[7.33],[-3.23],[-0.8],[-8.33],[-6.2],[0.],[-0.12],[-0.08],[-0.02],[0.],[1.07],[0.3],[1.32],[-17.],[-16.17],[-15.26],[-18.38],[18.35],[25.91],[-7.93],[-12.11],[-2762.],[88694.],[243.],[910.],[-45899.],[-55858.],[-984.],[-148.]
82,[35.95500803],[42.64948368],[0.],[0.],[-0.],[0.01],[-0.03],[-0.02],[-0.01],[-0.13],[-0.01],[0.04],[0.],[-0.],[0.],[0.],[-0.05],[-0.04],[0.01],[0.01],[1.45],[2.33],[3.18],[5.61],[3.58],[1.48],[-4.85],[-6.2],[0.],[-0.05],[-0.08],[-0.08],[0.],[1.36],[0.7],[1.32],[-17.],[-16.14],[-15.],[-18.38],[18.35],[25.72],[-7.96],[-12.11],[-2762.],[88870.],[243.],[912.],[-45899.],[-55169.],[-984.],[-201.]
83,[36.01695466],[42.64948368],[0.],[0.],[-0.04],[-0.02],[-0.04],[-0.04],[-0.15],[-0.13],[-0.01],[-0.05],[0.],[0.],[0.],[0.],[-0.05],[-0.04],[-0.01],[0.],[1.7],[2.33],[3.18],[3.51],[14.51],[4.17],[-7.57],[-6.2],[0.],[-0.03],[-0.08],[-0.12],[0.],[0.76],[0.26],[-0.34],[-17.],[-16.15],[-14.63],[-18.38],[18.35],[25.23],[-8.42],[-12.11],[-2762.],[89163.],[243.],[913.],[-45899.],[-54493.],[-984.],[-251.]
84,[36.07865024],[42.64948368],[0.],[0.],[0.02],[0.01],[-0.04],[-0.02],[-0.17],[-0.1],[-0.01],[-0.02],[0.],[-0.],[0.],[0.],[0.04],[-0.],[0.03],[0.02],[3.89],[4.16],[0.78],[1.85],[13.57],[4.17],[-3.83],[-6.2],[0.],[0.],[-0.08],[-0.16],[0.],[4.48],[-0.3],[-0.34],[-17.],[-16.16],[-14.42],[-18.38],[18.35],[24.75],[-9.22],[-12.11],[-2762.],[89695.],[243.],[913.],[-45899.],[-53905.],[-984.],[-290.]
85,[36.13962698],[42.64948368],[0.],[0.],[-0.01],[-0.],[0.01],[0.],[0.35],[0.11],[-0.01],[-0.05],[0.],[0.],[0.],[0.],[0.04],[-0.02],[0.01],[0.02],[3.89],[4.6],[1.55],[1.85],[23.54],[3.13],[-7.58],[-6.2],[0.],[0.],[-0.08],[-0.13],[9.65],[10.72],[-0.28],[-0.34],[-17.],[-16.2],[-14.31],[-18.38],[18.35],[24.26],[-9.72],[-12.11],[-2762.],[90165.],[243.],[913.],[-45899.],[-52893.],[-984.],[-322.]
86,[36.20035529],[42.64948368],[0.],[0.],[-0.01],[-0.02],[0.01],[0.03],[-0.04],[0.08],[-0.01],[-0.01],[0.],[0.],[0.],[0.],[0.14],[0.12],[0.02],[0.02],[3.89],[3.7],[-3.14],[0.66],[12.14],[3.26],[-8.02],[-3.37],[0.],[0.],[-0.03],[-0.02],[9.65],[9.92],[-0.81],[-2.68],[-17.],[-16.28],[-14.34],[-18.38],[18.35],[23.61],[-10.02],[-12.11],[-2762.],[90549.],[243.],[913.],[-45899.],[-51956.],[-984.],[-370.]
87,[36.2523241],[42.64948368],[0.],[0.],[-0.01],[-0.01],[0.01],[0.01],[-0.04],[-0.02],[-0.01],[0.02],[0.],[0.],[0.],[0.],[0.17],[-0.02],[-0.07],[-0.04],[3.89],[4.04],[-1.08],[0.66],[-7.54],[0.87],[0.69],[-1.06],[0.],[0.],[-0.03],[-0.02],[9.65],[12.1],[-0.81],[-0.58],[-17.],[-16.39],[-14.06],[-18.38],[18.35],[23.17],[-10.48],[-12.11],[-2762.],[90819.],[241.],[913.],[-45899.],[-51892.],[-984.],[-395.]
88,[36.31405258],[42.64948368],[0.],[0.],[-0.01],[-0.01],[0.01],[0.01],[-0.04],[-0.07],[-0.01],[0.03],[0.],[0.],[0.],[0.],[-0.24],[-0.24],[0.05],[0.02],[3.89],[4.01],[1.59],[0.66],[-8.46],[-0.01],[0.69],[4.46],[0.],[0.],[0.06],[0.],[27.08],[16.23],[0.48],[-0.11],[-17.],[-16.54],[-14.07],[-18.38],[18.35],[23.12],[-10.72],[-12.11],[-2762.],[90949.],[241.],[913.],[-45899.],[-51746.],[-984.],[-423.]
89,[36.37488651],[42.64948368],[0.],[0.],[-0.01],[0.02],[0.01],[0.],[0.02],[0.01],[-0.01],[-0.06],[0.],[0.],[0.],[0.],[-0.13],[-0.24],[0.01],[0.02],[3.89],[2.96],[2.32],[0.66],[-13.68],[-0.01],[0.69],[6.89],[0.],[0.],[0.],[0.],[19.92],[16.23],[0.],[-0.58],[-17.],[-16.64],[-14.04],[-18.38],[18.35],[22.63],[-11.18],[-12.11],[-2762.],[90985.],[242.],[913.],[-45899.],[-51746.],[-984.],[-452.]
90,[36.43672204],[42.64948368],[0.],[0.],[-0.01],[-0.03],[0.01],[0.01],[0.02],[-0.02],[-0.01],[-0.],[0.],[0.],[0.],[0.],[-0.01],[0.03],[-0.02],[-0.01],[1.47],[2.17],[0.04],[-0.31],[4.61],[0.27],[0.69],[3.92],[0.],[0.],[0.],[0.],[18.55],[16.23],[0.08],[-0.44],[-17.],[-16.73],[-14.14],[-18.38],[18.35],[21.78],[-11.67],[-12.11],[-2762.],[91005.],[242.],[915.],[-45899.],[-51705.],[-984.],[-471.]
91,[36.49766803],[42.64948368],[0.],[0.],[-0.01],[-0.01],[0.01],[-0.],[0.02],[0.],[-0.01],[0.01],[0.],[0.],[0.],[-0.],[-0.01],[-0.04],[0.],[-0.01],[0.82],[1.8],[-2.29],[-2.5],[17.89],[0.27],[0.69],[2.86],[0.],[0.],[0.],[0.],[17.25],[16.23],[-0.25],[-0.13],[-17.],[-16.72],[-14.17],[-18.38],[18.35],[21.],[-11.63],[-12.11],[-2762.],[91006.],[247.],[915.],[-45899.],[-51482.],[-984.],[-487.]
92,[36.55936623],[42.64948368],[0.],[0.],[-0.01],[-0.01],[0.01],[-0.],[0.02],[0.04],[-0.01],[0.08],[0.],[0.],[0.],[-0.],[-0.01],[-0.04],[-0.],[-0.01],[1.7],[1.8],[-3.27],[-3.6],[14.93],[0.27],[0.69],[0.15],[0.],[0.],[0.],[0.],[19.52],[13.08],[-0.18],[0.1],[-17.],[-16.69],[-13.98],[-18.38],[18.35],[20.81],[-11.55],[-12.11],[-2762.],[91006.],[247.],[915.],[-45899.],[-51211.],[-984.],[-510.]
