0.026950597763061523||-0.05|0.00|0.00|0.00|1.00
0.16655373573303223|0.10|0.00|-0.00|0.00|-0.00|0.00|0.00|0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.05|0.00|-0.05|0.00|0.00|0.00|1.00
0.30224609375|0.09|0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|-0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|-0.05|0.00|-0.05|0.00|0.00|0.00|1.00
0.4368617534637451|0.09|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.05|0.00|-0.05|0.00|0.00|0.00|1.00
0.5724973678588867|0.08|0.00|0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.05|0.00|-0.05|0.00|0.00|0.00|1.00
0.707160234451294|0.11|0.00|-0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.05|0.00|-0.05|0.00|0.00|0.00|1.00
0.8467822074890137|0.09|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.05|0.00|-0.05|0.00|0.00|0.00|1.00
0.9815313816070557|0.09|0.00|0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.05|0.00|-0.05|0.00|0.00|0.00|1.00
1.1210591793060303|0.09|-0.00|-0.00|0.00|-0.00|0.00|0.00|0.00|0.00|-0.00|-0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|-0.05|0.00|-0.05|0.00|0.00|0.00|1.00
1.2566893100738525|0.09|0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|-0.05|0.00|-0.05|0.00|0.00|0.00|1.00
1.391347885131836|0.09|-0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-0.00|-0.00|0.00|0.00|0.00|0.00|0.00|-0.05|0.00|-0.05|0.00|0.00|0.00|1.00
