0.006|-0.37|3.93|-0.09508|-0.09|1.16|0.21|0.00|0.00|0.00|0.00|1.01|-52.98|-1.68|-52.0.10|0.59|0|0
0.035|0.08|-0.00|-0.01|0.00|0.01|-0.00|0.00|-0.00|-0.00|-0.08|-0.09|1.16|0.21|0.00|0.00|0.00|0.00|1.01|-52.98|-1.68|-52.12|0|0.59|0|0
0.068|0.08|-0.00|-0.01|0.00|0.01|-0.00|0.00|-0.00|-0.00|-0.08|-0.09|1.16|0.21|0.00|0.00|0.00|0.00|1.01|-52.98|-1.68|-52.12|8.00|-2.00|-1.00|15.00|0.85|0.02|0.62|0.85|0.11|0.58|0|0
0.115|0.08|0.00|0.00|-0.00|-0.00|-0.00|0.00|-0.00|-0.00|-0.08|-0.08|0.98|0.06|0.00|0.00|0.00|0.00|1.01|-52.98|-1.63|-52.12|8.00|-2.00|-1.00|15.00|0.85|0.02|0.62|0.85|0.10|0.58|0|0
0.147|0.08|0.00|0.00|0.00|-0.00|-0.00|0.00|-0.00|-0.00|-0.03|-0.05|1.09|-0.13|0.00|0.00|0.00|0.00|1.01|-52.99|-1.58|-52.12|8.00|-2.00|-1.00|15.00|0.86|0.03|0.61|0.85|0.11|0.58|0|0
0.194|0.08|0.01|0.00|-0.00|0.00|-0.00|0.00|-0.00|-0.00|0.19|-0.03|1.06|0.05|0.00|0.00|0.00|0.00|1.02|-52.99|-1.54|-52.12|8.00|-2.00|-1.00|15.00|0.86|0.03|0.63|0.85|0.10|0.59|0|0
0.226|0.09|-0.00|-0.00|0.00|-0.01|-0.00|0.00|-0.00|-0.00|0.18|-0.13|1.20|-0.45|0.00|0.00|0.00|0.00|1.03|-52.99|-1.48|-52.14|8.00|-2.00|-1.00|15.00|0.86|0.03|0.61|0.85|0.10|0.57|0|0
0.275|0.08|-0.01|-0.00|0.00|0.01|-0.00|0.00|-0.00|-0.00|-0.13|-0.24|1.23|-0.13|0.00|0.00|0.00|0.00|1.02|-53.00|-1.43|-52.15|8.00|-2.00|-1.00|15.00|0.86|0.02|0.61|0.85|0.10|0.58|0|0
0.306|0.08|0.00|0.00|-0.01|0.00|-0.00|0.00|-0.00|-0.00|-0.01|-0.14|0.67|-0.07|0.00|0.00|0.00|0.00|1.02|-53.01|-1.40|-52.15|8.00|-2.00|-1.00|15.00|0.85|0.03|0.62|0.85|0.09|0.58|0|0
0.354|0.09|-0.01|0.00|0.01|0.01|-0.00|0.00|-0.00|-0.00|-0.36|0.06|1.09|0.23|0.00|0.00|0.00|0.00|1.00|-53.01|-1.35|-52.14|8.00|-2.00|-1.00|15.00|0.85|0.03|0.61|0.85|0.10|0.59|0|0
0.386|0.07|0.01|-0.00|0.00|0.00|-0.00|0.00|-0.00|-0.00|0.21|-0.02|1.11|0.23|0.00|0.00|0.00|0.00|1.01|-53.01|-1.30|-52.13|8.00|-2.00|-1.00|15.00|0.85|0.02|0.61|0.85|0.10|0.60|0|0
0.435|0.09|-0.01|0.01|-0.01|-0.00|-0.00|0.00|-0.00|-0.00|-0.12|0.27|0.67|0.04|0.00|0.00|0.00|0.00|1.01|-53.00|-1.27|-52.13|8.00|-2.00|-1.00|15.00|0.86|0.03|0.62|0.85|0.10|0.59|0|0
