0.04288172721862793|04|0.15|0.33|26.83|0.35|0.00|0.00|-10.15|-31.08|1.62|-52.37|-43749.00|-997.00|26.00|4.01|3.91|-4.22|0.58|0.01|-0.00|0.00|3.60|2.17|0.15|0.33|26.83|0.35|0.00|0.00|-10.15|-31.08|1.62|-52.37|-43749.00|-997.00|26.00|-28.00|0.77|-0.13|0.93|0.84|0.05|0.61
0.2314281463623047|0.09|-8.64|-29.23|-1.81|-6.96|-0.14|-0.00|-0.00|0.00|1.97|-3.33|-0.19|-0.98|0.35|0.12|0.00|0.00|-9.78|-31.70|1.59|-52.56|-43684.00|-975.00|26.00|-28.00|0.55|-0.16|0.91|0.83|0.03|0.63
0.42389893531799316|0.08|-48.43|29.37|-0.22|6.15|-0.01|-0.00|-0.00|0.00|-7.23|2.25|-0.23|0.19|-1.53|0.07|0.00|0.00|-11.15|-31.28|1.54|-52.52|-43974.00|-961.00|26.00|-28.00|0.59|-0.19|0.87|0.84|0.04|0.62
0.616400957107544|0.09|34.94|-33.40|2.97|-0.12|-0.05|-0.00|-0.00|0.00|-0.56|-4.13|0.33|0.17|-11.32|0.04|0.00|0.00|-11.26|-32.06|1.61|-52.49|-46137.00|-954.00|26.00|-28.00|0.61|-0.20|0.89|0.84|0.04|0.61
0.8049285411834717|0.08|0.91|-3.90|-5.56|0.03|-0.13|0.00|-0.00|0.00|-0.39|-4.87|-0.72|0.17|-35.73|0.23|0.00|0.00|-11.33|-32.99|1.47|-52.46|-52926.00|-911.00|26.00|-28.00|0.62|-0.21|0.84|0.84|0.04|0.61
0.9974567890167236|0.10|-13.67|10.04|3.94|-0.95|0.14|-0.00|-0.00|0.00|-2.98|-2.96|0.03|-0.01|-9.33|-0.02|0.00|0.00|-11.90|-33.55|1.47|-52.46|-54699.00|-914.00|26.00|-28.00|0.63|-0.20|0.84|0.84|0.05|0.63
1.181894302368164|0.10|9.30|6.50|1.60|1.15|0.05|0.00|-0.00|0.00|-1.21|-1.72|0.33|0.21|-0.16|-0.02|0.00|0.00|-12.13|-33.88|1.54|-52.42|-54729.00|-917.00|26.00|-28.00|0.64|-0.20|0.84|0.84|0.03|0.62
1.3694100379943848|0.10|17.21|13.05|-3.14|0.64|-0.07|0.00|-0.00|0.00|1.98|0.70|-0.25|0.33|-12.41|0.25|0.00|0.00|-11.76|-33.75|1.49|-52.36|-57024.00|-870.00|26.00|-28.00|0.64|-0.20|0.84|0.84|0.05|0.63
1.5539727210998535|0.08|-35.64|9.05|2.82|0.77|0.06|-0.00|-0.00|0.00|-4.76|2.41|0.28|0.48|-0.62|0.03|0.00|0.00|-12.66|-33.30|1.54|-52.27|-57142.00|-864.00|26.00|-28.00|0.63|-0.21|0.84|0.84|0.05|0.62
1.742393970489502|0.08|25.10|1.79|-1.21|-3.97|0.00|0.00|-0.00|0.00|-0.09|2.74|0.06|-0.26|-0.05|0.04|0.00|0.00|-12.68|-32.79|1.56|-52.32|-57151.00|-857.00|26.00|-28.00|0.63|-0.22|0.84|0.84|0.04|0.61
1.9309229850769043|0.08|-3.57|-4.29|-0.26|0.95|0.00|-0.00|-0.00|0.00|-0.76|1.94|0.01|-0.08|0.00|0.00|0.00|0.00|-12.82|-32.42|1.56|-52.33|-57151.00|-857.00|26.00|-28.00|0.63|-0.21|0.85|0.85|0.05|0.61
